	order	onset	duration	rt	correct
0	2	141.84054789994843	1.9729328399989754		1
1	2	143.8071139000822	1.9930594700854272		1
2	2	145.8072277000174	1.9944200697354972		1
3	2	147.80724560003728	1.9942882698960602		1
4	2	149.80725740012713	1.994375369977206		1
5	2	151.80727980006486	1.9942092699930072		0
6	2	153.80729790008627	1.9943827700335532		1
7	2	155.80732200015336	1.9942173699382693		1
8	2	157.80732010002248	1.9943195700179785		1
9	2	159.80735300015658	1.9943633701186627		1
10	2	161.80735560017638	1.9941504700109363	0.9503041000571102	1
11	2	163.80737580009736	1.994250669842586		1
12	2	165.807387100067	1.9943299698643386		1
13	2	167.80740809999406	1.9944068701006472	0.7002157000824809	1
14	2	169.807465699967	1.994190069846809		1
15	2	171.8074356999714	1.9941145698539913		1
16	2	173.80745990015566	1.9939588699489832	1.6502580000087619	0
17	2	175.80747140012681	1.9942391701042652		1
18	2	177.80750060011633	1.9935683698859066		1
19	2	179.8075061000418	1.9943741699680686		1
20	2	181.80755200004205	1.993949469877407	0.716869399882853	1
21	2	183.80753860017285	1.994076469913125		1
22	2	185.80756620015018	1.9944116701371968		1
23	2	187.8075801001396	1.9944254700094461	0.4168652999214828	1
24	2	189.8075809001457	1.9937462699599564		1
25	2	191.8075998001732	1.9941193698905408		1
26	2	193.80761740007438	1.9939848699141294		1
27	2	195.80764820007607	1.9944069699849933		1
28	2	197.80767440004274	1.9942954699508846		1
29	2	199.8076564001385	1.9943523700349033	0.3169157998636365	1
30	2	201.80770440003835	1.9940627699252218		1
31	2	203.8077096999623	1.9941225699149072	1.3502278998494148	0
32	2	205.8077170001343	1.9943236699327826	0.9002364999614656	1
33	2	207.80772659997456	1.994375869864598		1
34	2	209.807759599993	1.9944490699563175		1
35	2	211.8077863000799	1.9934476697817445		1
36	2	213.8077785000205	1.9945082699414343	0.7169061000458896	0
37	2	215.80780790001154	1.994205869967118		1
38	2	217.80773849994875	1.9942274698987603	0.7169763001147658	1
39	2	219.8078308000695	1.9944169700611383		1
40	2	221.80784910009243	1.9941153700929135		1
41	2	223.8078638999723	1.9943696700502187	0.7002461000811309	1
42	2	225.80787730007432	1.994405869860202		1
43	2	227.80788970016874	1.994381969794631		1
44	2	229.80792269995436	1.9945318698883057		1
45	2	231.80792609998025	1.9934735698625445		1
46	2	233.80795950000174	1.9941335699986666		1
47	2	235.80795480008237	1.9942726700101048		1
48	2	237.8079746000003	1.9943134698551148		0
49	2	239.80799910007045	1.9942827699705958		1
50	2	241.80800690012984	1.994133069878444		1
51	2	243.80803059996106	1.9938894701190293	0.9502401000354439	1
52	2	245.80804589996114	1.9943863700609654		1
53	2	247.80805660015903	1.9944171700626612	1.0335651999339461	0
54	2	249.80807300005108	1.9943553700577468		1
55	2	251.80808490002528	1.9940631699282676		1
56	2	253.80809750012122	1.994400269817561	0.36690969998016953	1
57	2	255.80811870004982	1.9941520700231194		1
58	2	257.8081368000712	1.9944138701539487		1
59	2	259.80815000017174	1.9946291700471193		1
60	2	261.8081690000836	1.9940298702567816		1
61	2	263.808176800143	1.9943519702646881	0.8336023001465946	0
62	2	265.80819700006396	1.9943123697303236		1
63	2	267.8082205001265	1.9940439700149		1
64	2	269.80822440003976	1.994404069846496		1
65	2	271.80815299996175	1.994070369983092	0.31700649997219443	1
66	2	273.80827100016177	1.994447670178488		1
67	2	275.8082838000264	1.9942726700101048		1
68	2	277.8082986001391	1.9944475698284805		1
69	2	279.8083075999748	1.9943618699908257	0.5169206999707967	0
70	2	281.8083302001469	1.9941994696855545	1.2335620999801904	1
71	2	283.8083426000085	1.9943250701762736		1
72	2	285.8083488000557	1.9944425700232387		1
73	2	287.8083870999981	1.9943499700166285	0.6335607001092285	1
74	2	289.8083971000742	1.9940367699600756		1
75	2	291.8084164999891	1.9940827700775117		1
76	2	293.8084228001535	1.9942669698502868		1
77	2	295.8084337001201	1.9943188701290637		1
78	2	297.80845959996805	1.9943502701353282		1
79	2	299.8083729001228	1.9944518699776381		1
80	2	301.8084901999682	1.9942216698545963	1.1002468999940902	1
81	2	303.80849850014783	1.9943480698857456		1
82	2	305.8085354999639	1.9943407699465752		1
83	2	307.80844669998623	1.9944596698042005	0.35034350003115833	1
84	2	309.8085477000568	1.9935636699665338		1
85	2	311.8085801000707	1.993939169915393		1
86	2	313.80858870013617	1.994116170099005		1
87	2	315.80854140012525	1.9941518700215966		1
88	2	317.8086228000466	1.9942077698651701		1
89	2	319.8086359000299	1.994397270027548	0.7502468000166118	1
90	2	321.80854890006594	1.994045770028606		1
91	2	323.808671399951	1.9942711701150984		1
92	2	325.8086864000652	1.9942777699325234	0.3002337000798434	1
93	2	327.80870230006985	1.994134970009327		1
94	2	329.8087329999544	1.9944447700399905		1
95	2	331.80874370015226	1.9937508697621524	0.43356200004927814	0
96	2	333.8087557000108	1.994264569832012	1.0835822999943048	0
97	2	335.80878100008704	1.9943873698357493		1
98	2	337.80878530000336	1.9942988702096045	1.1835529999807477	1
99	2	339.8087975999806	1.9940795698203146		1
100	2	341.8088166001253	1.9938784698024392		1
101	2	343.8088352000341	1.9936498701572418	0.5335562999825925	1
102	2	345.80885080015287	1.9944330700673163		1
103	2	347.8088847999461	1.9944913699291646		1
104	2	349.80887870001607	1.9944962698500603		1
105	2	351.8089030000847	1.9941212700214237		1
106	2	353.808930600062	1.9943676700349897		1
107	2	355.808924500132	1.9937565699219704		1
108	2	357.80895150010474	1.9943852701690048	0.8502402000594884	1
109	2	359.8089718001429	1.9944697699975222		1
110	2	361.8089870000258	1.9942839699797332		1
