runSeq,moviefile,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,movie.started,movie.stopped,fix_cross.started,fix_cross.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,44.49769260000903,None,space,30.94859039998846,44.49769260000903,None,,,,,1,m,13,r,CIB,2021_Jun_14_1517,Hyperalignment,2020.2.10,60.02941441341143,
"[OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])]",c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\WASABI hyperalignment\stimuli\videos\kungfury.mp4,0,0,0,0,0,0,0,0,,,,,,,87.10346030001529,None,,,1,m,13,r,CIB,2021_Jun_14_1517,Hyperalignment,2020.2.10,60.02941441341143,
"[OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])]",c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\WASABI hyperalignment\stimuli\videos\01_Inscapes_NoScannerSound_h264.wmv,0,0,0,0,0,1,1,1,,,,,,,2013.1863677999936,None,,,1,m,13,r,CIB,2021_Jun_14_1517,Hyperalignment,2020.2.10,60.02941441341143,
,,,,,,,,,,,,,,,,,,2487.3404313999927,None,1,m,13,r,CIB,2021_Jun_14_1517,Hyperalignment,2020.2.10,60.02941441341143,
