bodySite,n,BodyCueInstructionsText.started_mean,BodyCueInstructionsText.started_raw,BodyCueInstructionsText.started_std,BodySiteCue1.started_mean,BodySiteCue1.started_raw,BodySiteCue1.started_std,BodySiteCue2.started_mean,BodySiteCue2.started_raw,BodySiteCue2.started_std,BodySiteCue3.started_mean,BodySiteCue3.started_raw,BodySiteCue3.started_std,BodySiteCue3.stopped_raw,BodySiteCue4.started_mean,BodySiteCue4.started_raw,BodySiteCue4.started_std,BodySiteCue4.stopped_raw,BodySiteCue5.started_mean,BodySiteCue5.started_raw,BodySiteCue5.started_std,BodySiteCue5.stopped_raw,BodySiteCue6.started_mean,BodySiteCue6.started_raw,BodySiteCue6.started_std,BodySiteCue6.stopped_raw,BodySiteCue7.started_mean,BodySiteCue7.started_raw,BodySiteCue7.started_std,BodySiteCue7.stopped_raw,CalibrationText.started_mean,CalibrationText.started_raw,CalibrationText.started_std,CalibrationText.stopped_raw,ExperimenterConfirm.keys_raw,ExperimenterConfirm.rt_mean,ExperimenterConfirm.rt_raw,ExperimenterConfirm.rt_std,ExperimenterConfirm.started_mean,ExperimenterConfirm.started_raw,ExperimenterConfirm.started_std,HeatSet.keys_raw,HeatSet.rt_mean,HeatSet.rt_raw,HeatSet.rt_std,HeatSet.started_mean,HeatSet.started_raw,HeatSet.started_std,HeatSet.stopped_raw,HeatSet.temperature_mean,HeatSet.temperature_raw,HeatSet.temperature_std,HeatSettingText.started_mean,HeatSettingText.started_raw,HeatSettingText.started_std,HeatSettingText.stopped_raw,HeatStim.started_mean,HeatStim.started_raw,HeatStim.started_std,IntensityRatingScale.response_mean,IntensityRatingScale.response_raw,IntensityRatingScale.response_std,IntensityRatingScale.rt_mean,IntensityRatingScale.rt_raw,IntensityRatingScale.rt_std,IntensityRatingScale.started_mean,IntensityRatingScale.started_raw,IntensityRatingScale.stopped_raw,IntensityScale.started_mean,IntensityScale.started_raw,IntensityScale.started_std,IntensityScale.stopped_raw,OKcue1.started_mean,OKcue1.started_raw,OKcue1.started_std,OKcue1.stopped_raw,OKcue2.started_mean,OKcue2.started_raw,OKcue2.started_std,OKcue2.stopped_raw,ParticipantConfirmStart.keys_raw,ParticipantConfirmStart.rt_mean,ParticipantConfirmStart.rt_raw,ParticipantConfirmStart.rt_std,ParticipantConfirmStart.started_mean,ParticipantConfirmStart.started_raw,ParticipantConfirmStart.started_std,PrepareParticipantText.started_mean,PrepareParticipantText.started_raw,PrepareParticipantText.started_std,StimThermode.started_mean,StimThermode.started_raw,StimThermode.started_std,StimThresholdText.started_mean,StimThresholdText.started_raw,StimThresholdText.started_std,StimThresholdText.stopped_raw,ThresholdSet.keys_raw,ThresholdSet.rt_mean,ThresholdSet.rt_raw,ThresholdSet.rt_std,ThresholdSet.started_mean,ThresholdSet.started_raw,ThresholdSet.started_std,ThresholdSet.stopped_raw,ThresholdSet.temperature_mean,ThresholdSet.temperature_raw,ThresholdSet.temperature_std,ValenceRatingScale.response_mean,ValenceRatingScale.response_raw,ValenceRatingScale.response_std,ValenceRatingScale.rt_mean,ValenceRatingScale.rt_raw,ValenceRatingScale.rt_std,ValenceRatingScale.started_mean,ValenceRatingScale.started_raw,ValenceRatingScale.stopped_raw,ValenceScale.started_mean,ValenceScale.started_raw,ValenceScale.started_std,ValenceScale.stopped_raw,WhiteBack2.started_mean,WhiteBack2.started_raw,WhiteBack2.started_std,WhiteBack3.started_mean,WhiteBack3.started_raw,WhiteBack3.started_std,WhiteBack4.started_mean,WhiteBack4.started_raw,WhiteBack4.started_std,WhiteBack4.stopped_raw,WhiteBack5.started_mean,WhiteBack5.started_raw,WhiteBack5.started_std,WhiteBack5.stopped_raw,WhiteBack6.started_mean,WhiteBack6.started_raw,WhiteBack6.started_std,WhiteBack6.stopped_raw,WhiteBack7.started_mean,WhiteBack7.started_raw,WhiteBack7.started_std,WhiteBack7.stopped_raw,WhiteBack8.started_mean,WhiteBack8.started_raw,WhiteBack8.started_std,WhiteBack8.stopped_raw,order
Left Face,1.0,111.3461685180664,111.3461685180664,0.0,111.3461685180664,111.3461685180664,0.0,127.8782958984375,127.8782958984375,0.0,129.17990112304688,129.17990112304688,0.0,,142.16139221191406,142.16139221191406,0.0,,165.98583984375,165.98583984375,0.0,,186.68856811523438,186.68856811523438,0.0,,192.3494415283203,192.3494415283203,0.0,,165.98583984375,165.98583984375,0.0,,'space',16.50371551513672,16.50371551513672,0.0,111.3461685180664,111.3461685180664,0.0,'space',20.960325241088867,20.960325241088867,0.0,142.16139221191406,142.16139221191406,0.0,,46.5,46.5,0.0,142.16139221191406,142.16139221191406,0.0,,168.98583984375,168.98583984375,0.0,32.0,32.0,0.0,5.434000015258789,5.434000015258789,0.0,0.009278779965825379,0.009278779965825379,,192.3494415283203,192.3494415283203,0.0,,142.16139221191406,142.16139221191406,0.0,,165.98583984375,165.98583984375,0.0,,'space',1.2833256721496582,1.2833256721496582,0.0,127.8782958984375,127.8782958984375,0.0,127.8782958984375,127.8782958984375,0.0,132.17990112304688,132.17990112304688,0.0,129.17990112304688,129.17990112304688,0.0,,'space',12.965699195861816,12.965699195861816,0.0,129.17990112304688,129.17990112304688,0.0,,39.0,39.0,0.0,-20.0,-20.0,0.0,5.650000095367432,5.650000095367432,0.0,0.00538726057857275,0.00538726057857275,,186.68856811523438,186.68856811523438,0.0,,111.3461685180664,111.3461685180664,0.0,127.8782958984375,127.8782958984375,0.0,129.17990112304688,129.17990112304688,0.0,,142.16139221191406,142.16139221191406,0.0,,165.98583984375,165.98583984375,0.0,,186.68856811523438,186.68856811523438,0.0,,192.3494415283203,192.3494415283203,0.0,,1.0
Right Face,1.0,607.3352661132812,607.3352661132812,0.0,607.3352661132812,607.3352661132812,0.0,619.2947998046875,619.2947998046875,0.0,621.6619262695312,621.6619262695312,0.0,,635.2263793945312,635.2263793945312,0.0,,666.4397583007812,666.4397583007812,0.0,666.4397744000307,687.8430786132812,687.8430786132812,0.0,,695.031494140625,695.031494140625,0.0,,666.4397583007812,666.4397583007812,0.0,,'space',11.938604354858398,11.938604354858398,0.0,607.3352661132812,607.3352661132812,0.0,,,,,635.2263793945312,635.2263793945312,0.0,,49.0,49.0,0.0,635.2263793945312,635.2263793945312,0.0,,669.4397583007812,669.4397583007812,0.0,37.0,37.0,0.0,4.466000080108643,4.466000080108643,0.0,0.009455480030737817,0.009455480030737817,,695.031494140625,695.031494140625,0.0,,635.2263793945312,635.2263793945312,0.0,,666.4397583007812,666.4397583007812,0.0,,'space',2.338865041732788,2.338865041732788,0.0,619.2947998046875,619.2947998046875,0.0,619.2947998046875,619.2947998046875,0.0,623.6619262695312,623.6619262695312,0.0,621.6619262695312,621.6619262695312,0.0,,'space',13.547741889953613,13.547741889953613,0.0,621.6619262695312,621.6619262695312,0.0,,39.0,39.0,0.0,-48.0,-48.0,0.0,7.175000190734863,7.175000190734863,0.0,0.0014454206684604287,0.0014454206684604287,,687.8430786132812,687.8430786132812,0.0,,607.3352661132812,607.3352661132812,0.0,619.2947998046875,619.2947998046875,0.0,621.6619262695312,621.6619262695312,0.0,,635.2263793945312,635.2263793945312,0.0,,666.4397583007812,666.4397583007812,0.0,,687.8430786132812,687.8430786132812,0.0,,695.031494140625,695.031494140625,0.0,,7.0
Left Arm,1.0,197.84744262695312,197.84744262695312,0.0,197.84744262695312,197.84744262695312,0.0,218.1962890625,218.1962890625,0.0,219.2605438232422,219.2605438232422,0.0,,231.09619140625,231.09619140625,0.0,,251.3662567138672,251.3662567138672,0.0,,269.19091796875,269.19091796875,0.0,,274.86602783203125,274.86602783203125,0.0,,251.3662567138672,251.3662567138672,0.0,,'space',20.3221492767334,20.3221492767334,0.0,197.84744262695312,197.84744262695312,0.0,'space',17.385557174682617,17.385557174682617,0.0,231.09619140625,231.09619140625,0.0,,45.0,45.0,0.0,231.09619140625,231.09619140625,0.0,,251.3662567138672,251.3662567138672,0.0,20.0,20.0,0.0,3.815999984741211,3.815999984741211,0.0,0.009130880003795028,0.009130880003795028,,274.86602783203125,274.86602783203125,0.0,,231.09619140625,231.09619140625,0.0,,251.3662567138672,251.3662567138672,0.0,,'space',1.0456246137619019,1.0456246137619019,0.0,218.1962890625,218.1962890625,0.0,218.1962890625,218.1962890625,0.0,220.2605438232422,220.2605438232422,0.0,219.2605438232422,219.2605438232422,0.0,,'space',11.805107116699219,11.805107116699219,0.0,219.2605438232422,219.2605438232422,0.0,,37.5,37.5,0.0,-34.0,-34.0,0.0,5.665999889373779,5.665999889373779,0.0,0.0053498203051276505,0.0053498203051276505,,269.19091796875,269.19091796875,0.0,,197.84744262695312,197.84744262695312,0.0,218.1962890625,218.1962890625,0.0,219.2605438232422,219.2605438232422,0.0,,231.09619140625,231.09619140625,0.0,,251.3662567138672,251.3662567138672,0.0,,269.19091796875,269.19091796875,0.0,,274.86602783203125,274.86602783203125,0.0,,2.0
Right Arm,1.0,440.0177307128906,440.0177307128906,0.0,440.0177307128906,440.0177307128906,0.0,463.2790832519531,463.2790832519531,0.0,465.8457336425781,465.8457336425781,0.0,,479.178955078125,479.178955078125,0.0,,498.5688171386719,498.5688171386719,0.0,,518.8506469726562,518.8506469726562,0.0,,525.9647216796875,525.9647216796875,0.0,,498.5688171386719,498.5688171386719,0.0,,'space',23.239986419677734,23.239986419677734,0.0,440.0177307128906,440.0177307128906,0.0,'space',15.150887489318848,15.150887489318848,0.0,479.178955078125,479.178955078125,0.0,,44.0,44.0,0.0,479.178955078125,479.178955078125,0.0,,501.5688171386719,501.5688171386719,0.0,21.0,21.0,0.0,4.616000175476074,4.616000175476074,0.0,0.009280879981815815,0.009280879981815815,,525.9647216796875,525.9647216796875,0.0,,479.178955078125,479.178955078125,0.0,,498.5688171386719,498.5688171386719,0.0,,'space',2.5386180877685547,2.5386180877685547,0.0,463.2790832519531,463.2790832519531,0.0,463.2790832519531,463.2790832519531,0.0,468.8457336425781,468.8457336425781,0.0,465.8457336425781,465.8457336425781,0.0,,'space',13.315897941589355,13.315897941589355,0.0,465.8457336425781,465.8457336425781,0.0,,39.5,39.5,0.0,-33.0,-33.0,0.0,7.10099983215332,7.10099983215332,0.0,0.010275960550643504,0.010275960550643504,,518.8506469726562,518.8506469726562,0.0,,440.0177307128906,440.0177307128906,0.0,463.2790832519531,463.2790832519531,0.0,465.8457336425781,465.8457336425781,0.0,,479.178955078125,479.178955078125,0.0,,498.5688171386719,498.5688171386719,0.0,,518.8506469726562,518.8506469726562,0.0,,525.9647216796875,525.9647216796875,0.0,,5.0
Left Leg,1.0,28.3858642578125,28.3858642578125,0.0,28.3858642578125,28.3858642578125,0.0,49.11244583129883,49.11244583129883,0.0,50.35123062133789,50.35123062133789,0.0,,72.09673309326172,72.09673309326172,0.0,,82.20714569091797,82.20714569091797,0.0,,101.56731414794922,101.56731414794922,0.0,,107.67337036132812,107.67337036132812,0.0,,82.20714569091797,82.20714569091797,0.0,,'space',20.711748123168945,20.711748123168945,0.0,28.3858642578125,28.3858642578125,0.0,'space',7.24088191986084,7.24088191986084,0.0,72.09673309326172,72.09673309326172,0.0,,45.5,45.5,0.0,72.09673309326172,72.09673309326172,0.0,,84.20714569091797,84.20714569091797,0.0,36.0,36.0,0.0,3.63100004196167,3.63100004196167,0.0,0.012778779957443476,0.012778779957443476,,107.67337036132812,107.67337036132812,0.0,,72.09673309326172,72.09673309326172,0.0,,82.20714569091797,82.20714569091797,0.0,,'space',1.2172956466674805,1.2172956466674805,0.0,49.11244583129883,49.11244583129883,0.0,49.11244583129883,49.11244583129883,0.0,50.35123062133789,50.35123062133789,0.0,50.35123062133789,50.35123062133789,0.0,,'space',21.730487823486328,21.730487823486328,0.0,50.35123062133789,50.35123062133789,0.0,,42.0,42.0,0.0,-28.0,-28.0,0.0,6.091000080108643,6.091000080108643,0.0,0.001390780438669026,0.001390780438669026,,101.56731414794922,101.56731414794922,0.0,,28.3858642578125,28.3858642578125,0.0,49.11244583129883,49.11244583129883,0.0,50.35123062133789,50.35123062133789,0.0,,72.09673309326172,72.09673309326172,0.0,,82.20714569091797,82.20714569091797,0.0,,101.56731414794922,101.56731414794922,0.0,,107.67337036132812,107.67337036132812,0.0,,0.0
Right Leg,1.0,361.78662109375,361.78662109375,0.0,361.78662109375,361.78662109375,0.0,380.7294006347656,380.7294006347656,0.0,382.2289123535156,382.2289123535156,0.0,,393.5125427246094,393.5125427246094,0.0,,412.9569396972656,412.9569396972656,0.0,,430.2408752441406,430.2408752441406,0.0,,435.7308044433594,435.7308044433594,0.0,,412.9569396972656,412.9569396972656,0.0,,'space',18.919336318969727,18.919336318969727,0.0,361.78662109375,361.78662109375,0.0,'space',16.6330623626709,16.6330623626709,0.0,393.5125427246094,393.5125427246094,0.0,,44.5,44.5,0.0,393.5125427246094,393.5125427246094,0.0,,412.9569396972656,412.9569396972656,0.0,25.0,25.0,0.0,4.223999977111816,4.223999977111816,0.0,0.01009518001228571,0.01009518001228571,,435.7308044433594,435.7308044433594,0.0,,393.5125427246094,393.5125427246094,0.0,,412.9569396972656,412.9569396972656,0.0,,'space',1.4805562496185303,1.4805562496185303,0.0,380.7294006347656,380.7294006347656,0.0,380.7294006347656,380.7294006347656,0.0,383.2289123535156,383.2289123535156,0.0,382.2289123535156,382.2289123535156,0.0,,'space',11.252988815307617,11.252988815307617,0.0,382.2289123535156,382.2289123535156,0.0,,37.5,37.5,0.0,-39.0,-39.0,0.0,5.480000019073486,5.480000019073486,0.0,0.009400560287758708,0.009400560287758708,,430.2408752441406,430.2408752441406,0.0,,361.78662109375,361.78662109375,0.0,380.7294006347656,380.7294006347656,0.0,382.2289123535156,382.2289123535156,0.0,,393.5125427246094,393.5125427246094,0.0,,412.9569396972656,412.9569396972656,0.0,,430.2408752441406,430.2408752441406,0.0,,435.7308044433594,435.7308044433594,0.0,,4.0
Chest,1.0,278.73773193359375,278.73773193359375,0.0,278.73773193359375,278.73773193359375,0.0,296.9276123046875,296.9276123046875,0.0,299.6941833496094,299.6941833496094,0.0,,312.6791687011719,312.6791687011719,0.0,,332.6363220214844,332.6363220214844,0.0,,351.1889343261719,351.1889343261719,0.0,,356.7485656738281,356.7485656738281,0.0,,332.6363220214844,332.6363220214844,0.0,,'space',18.168006896972656,18.168006896972656,0.0,278.73773193359375,278.73773193359375,0.0,'space',16.938535690307617,16.938535690307617,0.0,312.6791687011719,312.6791687011719,0.0,,44.5,44.5,0.0,312.6791687011719,312.6791687011719,0.0,,333.6363220214844,333.6363220214844,0.0,18.0,18.0,0.0,4.984000205993652,4.984000205993652,0.0,0.009879179997369647,0.009879179997369647,,356.7485656738281,356.7485656738281,0.0,,312.6791687011719,312.6791687011719,0.0,,332.6363220214844,332.6363220214844,0.0,,'space',2.738011598587036,2.738011598587036,0.0,296.9276123046875,296.9276123046875,0.0,296.9276123046875,296.9276123046875,0.0,302.6941833496094,302.6941833496094,0.0,299.6941833496094,299.6941833496094,0.0,,'space',12.955547332763672,12.955547332763672,0.0,299.6941833496094,299.6941833496094,0.0,,39.0,39.0,0.0,-30.0,-30.0,0.0,5.547999858856201,5.547999858856201,0.0,0.006565240386407822,0.006565240386407822,,351.1889343261719,351.1889343261719,0.0,,278.73773193359375,278.73773193359375,0.0,296.9276123046875,296.9276123046875,0.0,299.6941833496094,299.6941833496094,0.0,,312.6791687011719,312.6791687011719,0.0,,332.6363220214844,332.6363220214844,0.0,,351.1889343261719,351.1889343261719,0.0,,356.7485656738281,356.7485656738281,0.0,,3.0
Abdomen,1.0,530.6376342773438,530.6376342773438,0.0,530.6376342773438,530.6376342773438,0.0,542.4286499023438,542.4286499023438,0.0,544.0426025390625,544.0426025390625,0.0,,561.8606567382812,561.8606567382812,0.0,,578.5582275390625,578.5582275390625,0.0,,597.4928588867188,597.4928588867188,0.0,,602.072998046875,602.072998046875,0.0,,578.5582275390625,578.5582275390625,0.0,,'space',11.76395034790039,11.76395034790039,0.0,530.6376342773438,530.6376342773438,0.0,'space',13.724940299987793,13.724940299987793,0.0,561.8606567382812,561.8606567382812,0.0,,45.5,45.5,0.0,561.8606567382812,561.8606567382812,0.0,,579.5582275390625,579.5582275390625,0.0,10.0,10.0,0.0,5.224999904632568,5.224999904632568,0.0,0.009813280019443482,0.009813280019443482,,602.072998046875,602.072998046875,0.0,,561.8606567382812,561.8606567382812,0.0,,578.5582275390625,578.5582275390625,0.0,,'space',1.5889172554016113,1.5889172554016113,0.0,542.4286499023438,542.4286499023438,0.0,542.4286499023438,542.4286499023438,0.0,547.0426025390625,547.0426025390625,0.0,544.0426025390625,544.0426025390625,0.0,,'space',17.791059494018555,17.791059494018555,0.0,544.0426025390625,544.0426025390625,0.0,,41.5,41.5,0.0,-16.0,-16.0,0.0,4.566999912261963,4.566999912261963,0.0,0.003447980445344001,0.003447980445344001,,597.4928588867188,597.4928588867188,0.0,,530.6376342773438,530.6376342773438,0.0,542.4286499023438,542.4286499023438,0.0,544.0426025390625,544.0426025390625,0.0,,561.8606567382812,561.8606567382812,0.0,,578.5582275390625,578.5582275390625,0.0,,597.4928588867188,597.4928588867188,0.0,,602.072998046875,602.072998046875,0.0,,6.0

extraInfo
