square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,response_2.rt_left,response_2.rt_right,response.rt_left,response.rt_right,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,2100.1483141999925,2100.1483141999925,2100.1483141999925,2101.1483281999826,2101.1316807999974,2102.1316672000103,1,None,None,"[0, 0, 0]",,,2100.1483141999925,2100.1483141999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",1,0,7,7,7,,,,,,,2102.148341299966,2102.148341299966,2102.148341299966,2103.1483393999515,2103.1316761999624,2104.1316765999654,1,None,None,"[0, 0, 0]",,,2102.148341299966,2102.148341299966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,8,8,8,,,,,,,2104.148369899951,2104.148369899951,2104.148369899951,2105.148374499986,2105.1316806999967,2106.131690399954,1,None,None,"[0, 0, 0]",,,2104.148369899951,2104.148369899951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,0,9,9,9,,,,,,,2106.1483850999502,2106.1483850999502,2106.1483850999502,2107.148395599914,2107.1317050999496,2108.1317157999147,1,None,None,"[0, 0, 0]",,,2106.1483850999502,2106.1483850999502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,2108.1483917000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.024691358024695,1752.0106019399827,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,0,0,0,0,,,,,2121.4153375999304,None,2128.1985638999613,None,2128.1985638999613,2129.198470299947,2129.1818997999653,2130.1819064000156,1,None,None,"[0, 0, 0]",,,2128.1985638999613,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014388559968210757,5.011528359958902,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,0,1,1,1,,,,,,,2130.1985566999065,None,2130.1985566999065,2131.1985850000056,2131.1819100999273,2132.181916199974,1,None,None,"[0, 0, 0]",,,2130.1985566999065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2132.1985829999903,2132.1985829999903,2132.1985829999903,2133.198603399913,2133.1819337999914,2134.18192439992,1,None,None,"[0, 0, 0]",,,2132.1985829999903,2132.1985829999903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2134.1986055999296,2134.1986055999296,2134.1986055999296,2135.198622499942,2135.1819525000174,2136.181962099974,1,None,None,"[0, 0, 0]",,,2134.1986055999296,2134.1986055999296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,2136.248648799956,2136.248648799956,2136.248648799956,2137.2486460999353,2137.231970099965,None,1,None,None,"[0, 0, 0]",,,2136.248648799956,2136.248648799956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2138.21533669997,None,2138.21533669997,2139.2153189999517,2139.198666399927,2140.1986450999975,1,None,None,"[0, 0, 0]",,,2138.21533669997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,0,6,6,6,,,,,,,2140.2153534999816,2140.2153534999816,2140.2153534999816,2141.215350399958,2141.198650599923,2142.1986783000175,1,None,None,"[0, 0, 0]",,,2140.2153534999816,2140.2153534999816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,7,7,7,,,,,,,2142.2153551999945,2142.2153551999945,2142.2153551999945,2143.2153858999955,2143.198690399993,2144.1986980999354,1,None,None,"[0, 0, 0]",,,2142.2153551999945,2142.2153551999945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",0,0,8,8,8,,,,,,,2144.215374799911,2144.215374799911,2144.215374799911,2145.21537250001,2145.1987201999873,2146.1987004999537,1,None,None,"[0, 0, 0]",,,2144.215374799911,2144.215374799911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",1,0,9,9,9,,,,,,,2146.2154256999493,2146.2154256999493,2146.2154256999493,2147.215402300004,2147.198719399981,2148.1987239000155,1,None,None,"[0, 0, 0]",,,2146.2154256999493,2146.2154256999493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,2148.2154060999164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.320987654320986,1796.0775557400193,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",None,0,0,0,0,,,,,2166.14890749997,None,2168.265595200006,None,2168.265595200006,2169.265591899981,2169.2489274999825,2170.2489282999886,1,None,None,"[0, 0, 0]",,,2168.265595200006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014494059956632555,5.011624759994447,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,1,1,1,,,,,,,2170.2655715999426,None,2170.2655715999426,2171.2656035999535,2171.248941299971,2172.2489305000054,1,None,None,"[0, 0, 0]",,,2170.2655715999426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,,,,,2172.265617399942,2172.265617399942,2172.265617399942,2173.265607199981,2173.2489530999446,2174.2489561999682,1,None,None,"[0, 0, 0]",,,2172.265617399942,2172.265617399942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,3,3,3,,,,,,,2174.265612899908,2174.265612899908,2174.265612899908,2175.2656452999217,2175.2489773000125,2176.248996499926,1,None,None,"[0, 0, 0]",,,2174.265612899908,2174.265612899908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,4,4,4,,,,,,,2176.332210299908,2176.332210299908,2176.332210299908,2177.332333399914,2177.315663299989,None,1,None,None,"[0, 0, 0]",,,2176.332210299908,2176.332210299908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2178.2823496999918,None,2178.2823496999918,2179.2823861999204,2179.265663499944,2180.2656955999555,1,None,None,"[0, 0, 0]",,,2178.2823496999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,6,6,6,,,,,,,2180.2823953999905,2180.2823953999905,2180.2823953999905,2181.2823916999623,2181.2656793999486,2182.265699599986,1,None,None,"[0, 0, 0]",,,2180.2823953999905,2180.2823953999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,2182.2823753999546,2182.2823753999546,2182.2823753999546,2183.2823874999303,2183.2657113999594,2184.2657312999945,1,None,None,"[0, 0, 0]",,,2182.2823753999546,2182.2823753999546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",1,0,8,8,8,,,,,,,2184.2823587999446,2184.2823587999446,2184.2823587999446,2185.2824081999715,2185.2657403999474,2186.265763500007,1,None,None,"[0, 0, 0]",,,2184.2823587999446,2184.2823587999446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,9,9,9,,,,,,,2186.2822876999853,2186.2822876999853,2186.2822876999853,2187.2824267999968,2187.2657683999278,2188.265756799956,1,None,None,"[0, 0, 0]",,,2186.2822876999853,2186.2822876999853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,2188.2824226999655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.246913580246915,1834.7112649399787,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,2205.532930299989,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2208.3492698000045,None,2208.3492698000045,2209.3492865000153,2209.3325965999393,2210.3326159999706,"[0, 0, 0]",1,2208.3492698000045,None,,,,,,,,,,0.014452559989877045,5.011347059975378,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2210.3492856000084,2212.3492940999568,2210.3492856000084,2211.3492963999743,2211.332640599925,2212.332647399977,"[0, 0, 0]",1,2210.3492856000084,2212.3492940999568,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2212.3659743999597,2214.3659944999963,2212.3659743999597,2213.3659877999453,2213.349296899978,2214.3493132999865,"[0, 0, 0]",1,2212.3659743999597,2214.3659944999963,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2214.3826347999275,2216.3826027999166,2214.3826347999275,2215.3826474999078,2215.36598839995,2216.3660072999774,"[0, 0, 0]",0,2214.3826347999275,2216.3826027999166,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2216.4329294000054,None,2216.4329294000054,2217.4326700000092,2217.416021800018,None,"[0, 0, 0]",1,2216.4329294000054,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2218.416010899935,2220.4160430999473,2218.416010899935,2219.4160242999205,2219.399383299984,2220.39939019992,"[0, 0, 0]",1,2218.416010899935,2220.4160430999473,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2220.432700300007,2222.4327096999623,2220.432700300007,2221.4327050999273,2221.416039899923,2222.4160475999815,"[0, 0, 0]",1,2220.432700300007,2222.4327096999623,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2222.4494115000125,2224.4493984999135,2222.4494115000125,2223.4494063999737,2223.4327290999936,2224.4327506999252,"[0, 0, 0]",1,2222.4494115000125,2224.4493984999135,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2224.4660778999096,2226.466084899963,2224.4660778999096,2225.4660821999423,2225.4494226999814,2226.449433499947,"[0, 0, 0]",1,2224.4660778999096,2226.466084899963,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2226.482760999934,2228.48275309999,2226.482760999934,2227.482771900017,2227.466106500011,2228.4661037999904,"[0, 0, 0]",0,2226.482760999934,2228.48275309999,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,2228.499474799959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.876543209876543,1874.3282992399763,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,2245.7170379000017,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2248.5496287000133,None,2248.5496287000133,2249.549624199979,2249.5329664999153,2250.5329680999275,"[0, 0, 0]",1,2248.5496287000133,None,,,,,,,,,,0.014432060066610575,5.011267260066234,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2250.5496351999464,2252.5496511999518,2250.5496351999464,2251.5495107999304,2251.532979700016,2252.5329805999063,"[0, 0, 0]",1,2250.5496351999464,2252.5496511999518,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2252.5663285999326,2254.5663455999456,2252.5663285999326,2253.5663392000133,2253.5496615999145,2254.5496831999626,"[0, 0, 0]",1,2252.5663285999326,2254.5663455999456,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2254.5830097999424,2256.583021899918,2254.5830097999424,2255.5830032000085,2255.566367499996,2256.5663647999754,"[0, 0, 0]",1,2254.5830097999424,2256.583021899918,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2256.6163594999816,None,2256.6163594999816,2257.6163901999826,2257.5996904999483,2258.599714999902,"[0, 0, 0]",1,2256.6163594999816,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2258.6163794000167,2260.6164195999736,2258.6163794000167,2259.6164033999667,2259.5996949999826,2260.5997264999896,"[0, 0, 0]",1,2258.6163794000167,2260.6164195999736,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2260.6330505999504,2262.6329494999954,2260.6330505999504,2261.6330729000038,2261.616409200011,2262.6163805999095,"[0, 0, 0]",1,2260.6330505999504,2262.6329494999954,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2262.6497648999793,2264.649783700006,2262.6497648999793,2263.649731899961,2263.633077699924,2264.6330993999727,"[0, 0, 0]",1,2262.6497648999793,2264.649783700006,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2264.666442399961,2266.6664318999974,2264.666442399961,2265.6664416999556,2265.6497945999727,2266.6497805999825,"[0, 0, 0]",1,2264.666442399961,2266.6664318999974,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2266.683112800005,2268.683129999903,2266.683112800005,2267.6831227999646,2267.6664731999626,2268.6664893999696,"[0, 0, 0]",1,2266.683112800005,2268.683129999903,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,2268.699795799912,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.185185185185187,1912.5617619400145,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,2563.452199299936,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2568.0190979999024,None,2568.0190979999024,2569.0190931999823,2569.002426799969,2570.0024840999395,"[0, 0, 0]",1,2568.0190979999024,None,2352.8672128999606,2352.8672128999606,None,space,155.02923000010196,2352.8672128999606,None,,,0.014659659937024117,5.011953459936194,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2570.0190918999724,2572.019130099914,2570.0190918999724,2571.0191258999985,2571.0023335999576,2572.002484699944,"[0, 0, 0]",1,2570.0190918999724,2572.019130099914,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2572.0357890999876,2574.035714400001,2572.0357890999876,2573.035824899911,2573.0191289999057,2574.0191383999772,"[0, 0, 0]",1,2572.0357890999876,2574.035714400001,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2574.05249859998,2576.0524975999724,2574.05249859998,2575.052500799997,2575.035800499958,2576.0358167999657,"[0, 0, 0]",1,2574.05249859998,2576.0524975999724,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2576.119498200016,None,2576.119498200016,2577.1191968999337,2577.1024991999147,None,"[0, 0, 0]",1,2576.119498200016,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2578.085844199988,2580.085846800008,2578.085844199988,2579.0858436999843,2579.0691892999457,2580.0692033999367,"[0, 0, 0]",1,2578.085844199988,2580.085846800008,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2580.102503699949,2582.1025457999203,2580.102503699949,2581.1025291999104,2581.085871199961,2582.085878999904,"[0, 0, 0]",1,2580.102503699949,2582.1025457999203,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2582.119224099908,2584.1192211000016,2582.119224099908,2583.119217499974,2583.1025008999277,2584.102563299937,"[0, 0, 0]",1,2582.119224099908,2584.1192211000016,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
