square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,response_2.rt_left,response_2.rt_right,response.rt_left,response.rt_right,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,1069.3726857999573,1069.3726857999573,1069.3726857999573,1070.372688399977,1070.3560352999484,1071.3560361999553,1,None,None,"[0, 0, 0]",,,1069.3726857999573,1069.3726857999573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",1,0,7,7,7,,,,,,,1071.3725447999313,1071.3725447999313,1071.3725447999313,1072.3726966999238,1072.3560543999774,1073.3560487999348,1,None,None,"[0, 0, 0]",,,1071.3725447999313,1071.3725447999313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,8,8,8,,,,,,,1073.372715699952,1073.372715699952,1073.372715699952,1074.3726445999928,1074.3560515999561,1075.3560866999906,1,None,None,"[0, 0, 0]",,,1073.372715699952,1073.372715699952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",0,0,9,9,9,,,,,,,1075.3727298999438,1075.3727298999438,1075.3727298999438,1076.3727590999333,1076.356078999932,1077.356079399935,1,None,None,"[0, 0, 0]",,,1075.3727298999438,1075.3727298999438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,1077.3727737999288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.234567901234566,724.2677345400443,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,0,0,0,0,,,,,1094.6063498000149,None,1097.4229340999154,None,1097.4229340999154,1098.4229295999976,1098.4062713999301,1099.406273099943,1,None,None,"[0, 0, 0]",,,1097.4229340999154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014980959938839078,5.012438460020348,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,0,1,1,1,,,,,,,1099.4229244999588,None,1099.4229244999588,1100.4229515999323,1100.4062830999028,1101.406316199922,1,None,None,"[0, 0, 0]",,,1099.4229244999588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,1101.422945600003,1101.422945600003,1101.422945600003,1102.422975399997,1102.4062990999082,1103.4063205999555,1,None,None,"[0, 0, 0]",,,1101.422945600003,1101.422945600003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1103.4229717999697,1103.4229717999697,1103.4229717999697,1104.422871000017,1104.4063320999267,1105.4063536999747,1,None,None,"[0, 0, 0]",,,1103.4229717999697,1103.4229717999697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,1105.4732028999133,1105.4732028999133,1105.4732028999133,1106.472999599995,1106.4563646999886,None,1,None,None,"[0, 0, 0]",,,1105.4732028999133,1105.4732028999133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,1107.4396686999826,None,1107.4396686999826,1108.439680499956,1108.4230246999068,1109.4230168999638,1,None,None,"[0, 0, 0]",,,1107.4396686999826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,0,6,6,6,,,,,,,1109.4395804000087,1109.4395804000087,1109.4395804000087,1110.4396922999294,1110.4230273999274,1111.4230554999085,1,None,None,"[0, 0, 0]",,,1109.4395804000087,1109.4395804000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,7,7,7,,,,,,,1111.4397167999996,1111.4397167999996,1111.4397167999996,1112.439718700014,1112.4230541000143,1113.4230634999694,1,None,None,"[0, 0, 0]",,,1111.4397167999996,1111.4397167999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",0,0,8,8,8,,,,,,,1113.4396171999397,1113.4396171999397,1113.4396171999397,1114.4397287999745,1114.423084500013,1115.42306619999,1,None,None,"[0, 0, 0]",,,1113.4396171999397,1113.4396171999397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",1,0,9,9,9,,,,,,,1115.4396436999086,1115.4396436999086,1115.4396436999086,1116.439770399942,1116.42309019994,1117.4230974999955,1,None,None,"[0, 0, 0]",,,1115.4396436999086,1115.4396436999086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,1117.4397953000152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.185185185185183,759.3681122401031,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,1130.6900548000121,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1137.5066079999087,None,1137.5066079999087,1138.5066020999802,1138.489940200001,1139.4899597999174,"[0, 0, 0]",1,1137.5066079999087,None,,,,,,,,,,0.014918259927071631,5.012268959893845,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1139.506628299947,1141.50667849998,1139.506628299947,1140.5066367000109,1140.4900073999306,1141.489969599992,"[0, 0, 0]",0,1139.506628299947,1141.50667849998,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1141.5233186999103,1143.5233295999933,1141.5233186999103,1142.5233129999833,1142.5066514000064,1143.5066623999737,"[0, 0, 0]",1,1141.5233186999103,1143.5233295999933,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1143.5399915999733,1145.5400009999285,1143.5399915999733,1144.5400093999924,1144.523333699908,1145.5233489999082,"[0, 0, 0]",1,1143.5399915999733,1145.5400009999285,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1145.6237427999731,None,1145.6237427999731,1146.6233633999946,1146.6066970999818,None,"[0, 0, 0]",1,1145.6237427999731,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1147.5733843999915,1149.573377499939,1147.5733843999915,1148.5733861000044,1148.5567014999688,1149.5567001999589,"[0, 0, 0]",1,1147.5733843999915,1149.573377499939,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1149.5900412999326,1151.59006889991,1149.5900412999326,1150.5900481999852,1150.5733963999664,1151.573410199955,"[0, 0, 0]",1,1149.5900412999326,1151.59006889991,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1151.60672349995,1153.6067388999509,1151.60672349995,1152.606728499988,1152.590124099981,1153.5900804999983,"[0, 0, 0]",1,1151.60672349995,1153.6067388999509,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1153.62341739994,1155.6234406000003,1153.62341739994,1154.6234277999029,1154.6066445999313,1155.6067913000006,"[0, 0, 0]",1,1153.62341739994,1155.6234406000003,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1155.6401067000115,1157.6401131999446,1155.6401067000115,1156.640084499959,1156.6234679999761,1157.6234767999267,"[0, 0, 0]",0,1155.6401067000115,1157.6401131999446,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,1157.6567918999353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.679012345679013,800.8518326398917,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,1173.57392539992,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1177.7069702999434,None,1177.7069702999434,1178.7069984999252,1178.6902958999854,1179.6903114999877,"[0, 0, 0]",1,1177.7069702999434,None,,,,,,,,,,0.01490376004949212,5.012228160048835,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
9,"[0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1179.7069826999214,1181.7069970999146,1179.7069826999214,1180.7069769999944,1180.6903194999322,1181.6903217999497,"[0, 0, 0]",1,1179.7069826999214,1181.7069970999146,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1181.7236482999288,1183.723681799951,1181.7236482999288,1182.723656599992,1182.7070089000044,1183.706948200008,"[0, 0, 0]",1,1181.7236482999288,1183.723681799951,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1183.7403639999684,1185.7403740999289,1183.7403639999684,1184.7403725999175,1184.7236832999624,1185.7236951999366,"[0, 0, 0]",1,1183.7403639999684,1185.7403740999289,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1185.8073676999193,None,1185.8073676999193,1186.8070539999753,1186.790378100006,None,"[0, 0, 0]",1,1185.8073676999193,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1187.7737125999993,1189.7737213999499,1187.7737125999993,1188.773715899908,1188.757061399985,1189.7570678999182,"[0, 0, 0]",1,1187.7737125999993,1189.7737213999499,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1189.7903976999223,1191.7904254000168,1189.7903976999223,1190.7904216999887,1190.773761899909,1191.7737318999134,"[0, 0, 0]",1,1189.7903976999223,1191.7904254000168,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1191.8070827999618,1193.8070944999345,1191.8070827999618,1192.8070790999336,1192.7904228999978,1193.7904704000102,"[0, 0, 0]",1,1191.8070827999618,1193.8070944999345,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1193.823750999989,1195.82378039998,1193.823750999989,1194.8237986000022,1194.8070998999756,1195.8071085999254,"[0, 0, 0]",0,1193.823750999989,1195.82378039998,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1195.8404873999534,1197.8404870999511,1195.8404873999534,1196.8407416999107,1196.8237930999603,1197.823824299965,"[0, 0, 0]",1,1195.8404873999534,1197.8404870999511,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,1197.8571219999576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.469135802469133,841.5528902399819,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,1211.8241626999807,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1217.9073051000014,None,1217.9073051000014,1218.9073165999725,1218.8906490999507,1219.8906608999241,"[0, 0, 0]",1,1217.9073051000014,None,,,,,,,,,,0.014186260057613254,5.010768959997222,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1219.907351700007,1221.9073518000077,1219.907351700007,1220.9073388999095,1220.8906628999393,1221.8906739999074,"[0, 0, 0]",1,1219.907351700007,1221.9073518000077,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1221.9239897999214,1223.9240165000083,1221.9239897999214,1222.924017500016,1222.9073870999273,1223.907364099985,"[0, 0, 0]",1,1221.9239897999214,1223.9240165000083,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
5,"[0, 0]",1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1223.940687199938,1225.9406861999305,1223.940687199938,1224.9407347999513,1224.9240503999172,1225.9240464000031,"[0, 0, 0]",0,1223.940687199938,1225.9406861999305,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1225.9911050999071,None,1225.9911050999071,1226.9906572999898,1226.9740507999668,None,"[0, 0, 0]",1,1225.9911050999071,None,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1227.9740631999448,1229.9740755999228,1227.9740631999448,1228.9740657999646,1228.9574353999924,1229.957434299984,"[0, 0, 0]",1,1227.9740631999448,1229.9740755999228,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1229.9907609999646,1231.9907729999395,1229.9907609999646,1230.9907828000141,1230.974083499983,1231.9740907999221,"[0, 0, 0]",1,1229.9907609999646,1231.9907729999395,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1232.007435599924,1234.0074789999053,1232.007435599924,1233.0074209999293,1232.990773199941,1233.9908083999762,"[0, 0, 0]",1,1232.007435599924,1234.0074789999053,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1234.0241125999019,1236.0241077999817,1234.0241125999019,1235.0241315999301,1235.0074890999822,1236.007397599984,"[0, 0, 0]",1,1234.0241125999019,1236.0241077999817,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1236.040806200006,1238.040813599946,1236.040806200006,1237.0407936999109,1237.024135799962,1238.0241518999683,"[0, 0, 0]",1,1236.040806200006,1238.040813599946,,,,,,,,,,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
,,,,,,,,,,,1238.0574907999253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8641975308642,880.3862677400466,,,,,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",None,0,0,0,0,,,,,1251.30759579991,None,1258.124354199972,None,1258.124354199972,1259.1243273,1259.091007299954,1260.091002299916,1,None,None,"[0, 0, 0]",,,1258.124354199972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014474959927611053,5.011378159979358,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,1,1,1,,,,,,,1260.1243297999026,None,1260.1243297999026,1261.1243712999858,1261.1076842999319,1262.1076998999342,0,None,None,"[0, 0, 0]",,,1260.1243297999026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,,,,,1262.1243630999234,1262.1243630999234,1262.1243630999234,1263.1243742000079,1263.107706699986,1264.1077178999549,0,None,None,"[0, 0, 0]",,,1262.1243630999234,1262.1243630999234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,3,3,3,,,,,,,1264.124260099954,1264.124260099954,1264.124260099954,1265.124382399954,1265.1077196999686,1266.1077200999716,1,None,None,"[0, 0, 0]",,,1264.124260099954,1264.124260099954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
8,"[0, -0.2]",0,0,4,4,4,,,,,,,1266.1913702000165,1266.1913702000165,1266.1913702000165,1267.1910866999533,1267.1744267999893,None,1,None,None,"[0, 0, 0]",,,1266.1913702000165,1266.1913702000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,1268.1410669999896,None,1268.1410669999896,1269.1411006000126,1269.124411799945,1270.124418899999,1,None,None,"[0, 0, 0]",,,1268.1410669999896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,6,6,6,,,,,,,1270.1410739999264,1270.1410739999264,1270.1410739999264,1271.1412216000026,1271.1244280999526,1272.12447099993,1,None,None,"[0, 0, 0]",,,1270.1410739999264,1270.1410739999264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,1272.1411117999814,1272.1411117999814,1272.1411117999814,1273.1411178999115,1273.1244906999636,1274.1244814000092,1,None,None,"[0, 0, 0]",,,1272.1411117999814,1272.1411117999814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,1,39,r,EIM,2022_Apr_12_1306,2020.2.10,distractmap1,59.992033067184366,"['Right Face', 'Left Arm', 'Chest', 'Right Leg']",
