	onset	duration	phase	condition
0	1825.6422432999825	-1807.6581689126324	cue	Right Leg
1	1827.1089363000356	-1809.1248619126854	movement	Right Leg
2	1843.6590857000556	-1825.6742980900453	cue	Chest
3	1845.1423905000556	-1827.1576028900454	movement	Chest
4	1861.6432374999858	-1843.6317391298944	rest	Rest
5	1879.6929083000869	-1861.7082494201604	cue	Left Arm
6	1881.1760442000814	-1863.191385320155	movement	Left Arm
7	1897.7099521000637	-1879.7137363599613	cue	Right Face
8	1899.1928669000044	-1881.196651159902	movement	Right Face
9	1915.7598763999995	-1897.7717097501736	cue	Right Arm
10	1917.2429902000586	-1899.2548235502327	movement	Right Arm
11	1933.743282700074	-1915.7307403300656	rest	Rest
12	1951.7767517999746	-1933.7860547601013	cue	Left Face
13	1953.2599602000555	-1935.2692631601822	movement	Left Face
14	1969.826935900026	-1951.8345071200747	cue	Abdomen
15	1971.3101251000771	-1953.3176963201258	movement	Abdomen
16	1987.8604897999903	-1969.8773289200617	cue	Left Leg
17	1989.3269362000283	-1971.3437753200997	movement	Left Leg
18	2005.8272544000065	-1987.8152991299285	rest	Rest
19	2023.8773015000625	-2005.8885625200346	cue	Left Arm
20	2025.3605478000827	-2007.3718088200549	movement	Left Arm
21	2041.910988699994	-2023.9193214200204	cue	Right Leg
22	2043.3940459000878	-2025.4023786201142	movement	Right Leg
23	2059.9610380000668	-2041.9629437201656	cue	Right Arm
24	2061.444215800031	-2043.44612152013	movement	Right Arm
25	2077.9446483000647	-2059.933866830077	rest	Rest
26	2095.978194699972	-2077.986923260032	cue	Left Face
27	2097.4611642999807	-2079.469892860041	movement	Left Face
28	2113.9613521000138	-2095.948702329886	rest	Rest
29	2132.011641600053	-2114.0152299200417	cue	Chest
30	2133.4948044000193	-2115.4983927200083	movement	Chest
31	2149.9953635000857	-2131.9838136299513	rest	Rest
32	2168.0619970000116	-2150.0716069199843	cue	Abdomen
33	2169.5450896000257	-2151.5546995199984	movement	Abdomen
34	2186.045595200034	-2168.0347836299334	rest	Rest
35	2204.0956118999748	-2186.1001963199815	cue	Left Leg
36	2205.5787375000073	-2187.583321920014	movement	Left Leg
37	2222.1126334000146	-2204.115877759992	cue	Right Face
38	2223.5955386999995	-2205.598783059977	movement	Right Face
39	Condition Order: 	['Right Leg', 'Chest', 'Rest', 'Left Arm', 'Right Face', 'Right Arm', 'Rest', 'Left Face', 'Abdomen', 'Left Leg', 'Rest', 'Left Arm', 'Right Leg', 'Right Arm', 'Rest', 'Left Face', 'Rest', 'Chest', 'Rest', 'Abdomen', 'Rest', 'Left Leg', 'Right Face']		
