	order	onset	duration	rt	correct
0	1	547.8235476999544	2		1
1	1	548.7402209998108	2		1
2	1	550.7402404998429	2		1
3	1	552.7402492999099	2		1
4	1	554.7402887998614	2		1
5	1	556.7402831998188	2		0
6	1	558.7403052998707	2		1
7	1	560.7403129998129	2		1
8	1	562.7403334998526	2		1
9	1	564.7403490999714	2		1
10	1	566.7403711997904	2		0
11	1	568.7403820999898	2		1
12	1	570.7404031998012	2		1
13	1	572.740422999952	2		0
14	1	574.7404223999474	2		1
15	1	576.7404563999735	2		1
16	1	578.7404812998138	2		1
17	1	580.7404773999006	2		1
18	1	582.7405069998931	2		1
19	1	584.7405189999845	2		1
20	1	586.740555399796	2		0
21	1	588.7405897998251	2		1
22	1	590.7405708997976	2		1
23	1	592.7406021999195	2		0
24	1	594.740622199839	2		1
25	1	596.7406177998055	2		1
26	1	598.7406283000018	2		1
27	1	600.7407519000117	2		1
28	1	602.7405912999529	2		1
29	1	604.7406456999015	2		0
30	1	606.7407331999857	2		1
31	1	608.740722599905	2		1
32	1	610.7407823998947	2		0
33	1	612.7407492999919	2		1
34	1	614.74077259982	2		1
35	1	616.7407755998429	2		1
36	1	618.7407964000013	2		1
37	1	620.7408344999421	2		1
38	1	622.7408206998371	2		0
39	1	624.7408468998037	2		1
40	1	626.7409104998223	2		1
41	1	628.740885599982	2		0
42	1	630.7408907997888	2		1
43	1	632.7409158998635	2		1
44	1	634.7409356997814	2		1
45	1	636.7409504000098	2		1
46	1	638.7409669999033	2		1
47	1	640.7409846999217	2		1
48	1	642.741047399817	2		0
49	1	644.7410141997971	2		1
50	1	646.7410219998565	2		1
51	1	648.7410541998688	2		0
52	1	650.7410751997959	2		1
53	1	652.7410841998644	2		1
54	1	654.7411008998752	2		1
55	1	656.741134399781	2		1
56	1	658.7411245999392	2		0
57	1	660.7411978999153	2		1
58	1	662.7411692999303	2		1
59	1	664.7411889999639	2		1
60	1	666.7412043998484	2		1
61	1	668.7412250000052	2		1
62	1	670.7412341998424	2		1
63	1	672.7412482998334	2		1
64	1	674.7412642999552	2		1
65	1	676.7412845999934	2		0
66	1	678.7413087999448	2		1
67	1	680.7413083999418	2		1
68	1	682.7413437999785	2		1
69	1	684.7413629000075	2		1
70	1	686.7413590999786	2		0
71	1	688.7413925000001	2		1
72	1	690.7414078998845	2		1
73	1	692.7414220999926	2		0
74	1	694.7414400000125	2		1
75	1	696.7414718999062	2		1
76	1	698.7414796999656	2		1
77	1	700.7415089998394	2		1
78	1	702.7415213999338	2		1
79	1	704.7415331997909	2		1
80	1	706.7415368999355	2		0
81	1	708.7415586998686	2		1
82	1	710.741618799977	2		1
83	1	712.7415888998657	2		0
84	1	714.7416230998933	2		1
85	1	716.741620299872	2		1
86	1	718.7416360999923	2		1
87	1	720.7417488999199	2		1
88	1	722.7416707999073	2		1
89	1	724.7416921998374	2		0
90	1	726.7417124998756	2		1
91	1	728.7417303000111	2		1
92	1	730.7417424998712	2		0
93	1	732.7417285998818	2		1
94	1	734.741772999987	2		1
95	1	736.7417842999566	2		1
96	1	738.7418135998305	2		1
97	1	740.7418259999249	2		1
98	1	742.74183669989	2		0
99	1	744.7418508999981	2		1
100	1	746.7418836997822	2		1
101	1	748.7418933999725	2		0
102	1	750.7419129998889	2		1
103	1	752.7419373998418	2		1
104	1	754.741947799921	2		1
105	1	756.7419839999638	2		1
106	1	758.7420132998377	2		1
107	1	760.7419939998072	2		1
108	1	762.742018399993	2		0
109	1	764.7420363998972	2		1
110	1	766.7420424998272	2		1
111	1	768.7420655998867	2		0
112	1	770.7420844999142	2		1
113	1	772.7420992997941	2		1
114	1	774.7421168999281	2		1
115	1	776.7421367999632	2		1
116	1	778.742120299954	2		0
117	1	780.7421597999055	2		1
118	1	782.7421822999604	2		1
119	1	784.7422063997947	2		1
