	onset	duration	rt	response	correct	attempt	condition
0	1110.5418581000995	1.9800493798684329			1.0	0.0	2back
1	1112.5252102001105	2.005491590127349			1.0	0.0	2back
2	1114.5418889001012	2.008125890046358	0.23364510014653206	0.0	1.0	0.0	2back
3	1116.5585615001619	2.007849090034142	0.45029830001294613	2.0	1.0	0.0	2back
4	1118.575258700177	2.008179089985788	0.8050569000188261	2.0	1.0	0.0	2back
5	1120.5919353000354	2.007370589999482	0.6003350999671966	2.0	1.0	0.0	2back
6	1122.6086146000307	2.0073619899339974	0.4669681000523269	2.0	1.0	0.0	2back
7	1124.6252837001812	2.006876790197566	0.38367970008403063	0.0	0.0	0.0	2back
8	1126.641975400038	2.0081556900404394	0.6670093999709934	0.0	1.0	0.0	2back
9	1128.6585654001683	2.00816888990812	0.48893370013684034	2.0	1.0	0.0	2back
10	1130.6753762001172	2.0080781900323927	0.5002711000852287	2.0	1.0	0.0	2back
11	1132.6920475000516	2.0080807900521904	0.7169588999822736	2.0	0.0	0.0	2back
12	1134.708726100158	2.007956790039316	0.5003264001570642	2.0	1.0	0.0	2back
13	1136.7254302999936	2.008032990153879	0.8836057998705655	2.0	1.0	0.0	2back
14	1138.742108500097	2.0080060900654644	0.9503029999323189	2.0	1.0	0.0	2back
15	1140.7587773001287	2.0081083902623504	0.5503360000438988	2.0	1.0	0.0	2back
16	1142.7754416000098	2.008018990047276	0.33366590016521513	2.0	1.0	0.0	2back
17	1144.792146100197	2.008069589966908	0.4836474999319762	2.0	1.0	0.0	2back
18	1146.8088247000705	2.0078839901834726	0.36696320003829896	0.0	1.0	0.0	2back
19	1148.8255173000507	2.0072437901981175	0.5336374999023974	2.0	1.0	0.0	2back
20	1150.842201200081	2.00811599008739	0.48362560011446476	2.0	1.0	0.0	2back
21	1152.8587405001745	2.007958390051499	0.733768800040707	2.0	0.0	0.0	2back
22	1154.8755458001979	2.0074966899119318	0.46697810012847185	2.0	1.0	0.0	2back
23	1156.8922541001812	2.0082021900452673	0.4836080998647958	2.0	1.0	0.0	2back
24	1158.9089274001308	2.0081780897453427	0.4836603000294417	2.0	1.0	0.0	2back
25	1160.9255987000652	2.0076699901837856	0.40457049990072846	2.0	1.0	0.0	2back
26	1162.942290800158	2.0078368899412453	0.421973500167951	2.0	0.0	0.0	2back
27	1164.9590015001595	2.0080959901679307	0.4384018999990076	2.0	1.0	0.0	2back
28	1166.9756406000815	2.0077997900079936	0.48367640003561974	2.0	1.0	0.0	2back
29	1168.9923678000923	2.0075855902396142	0.6502924000378698	2.0	1.0	0.0	2back
30	score: 	86.66666666666667					
