Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,MovementInstructionText.started,MovementInstructionRead.keys,MovementInstructionRead.rt,MovementInstructionRead.started,MovementInstructionRead.stopped,subject number,gender,session,handedness,scanner,date,psychopyVersion,expName,frameRate,runList,
37.848335599992424,None,space,1.6025442997924984,37.848335599992424,None,,,,,,3,f,20,l,MK,2021_Nov_09_1531,2020.2.5,movemap,60.01939819361449,"[['Left Face', 'Left Leg', 'Right Arm', 'Rest', 'Chest', 'Rest', 'Abdomen', 'Left Arm', 'Right Leg', 'Rest', 'Right Face', 'Rest', 'Left Leg', 'Right Face', 'Rest', 'Left Arm', 'Rest', 'Chest', 'Right Arm', 'Abdomen', 'Rest', 'Right Leg', 'Left Face', 'Rest'], ['Right Face', 'Chest', 'Abdomen', 'Rest', 'Right Arm', 'Right Leg', 'Left Leg', 'Rest', 'Left Arm', 'Rest', 'Left Face', 'Rest', 'Right Arm', 'Rest', 'Right Leg', 'Rest', 'Left Leg', 'Chest', 'Right Face', 'Rest', 'Abdomen', 'Rest', 'Left Face', 'Left Arm'], ['Left Leg', 'Rest', 'Right Arm', 'Abdomen', 'Rest', 'Right Face', 'Left Face', 'Rest', 'Left Arm', 'Right Leg', 'Rest', 'Chest', 'Chest', 'Left Arm', 'Abdomen', 'Rest', 'Left Face', 'Right Arm', 'Rest', 'Right Leg', 'Rest', 'Left Leg', 'Right Face', 'Rest']]",
,,,,,,39.47368409996852,space,1.7771888002753258,39.47368409996852,None,,,,,,,,,,,
