	onset	duration	condition
0	2.760083199944347	420.07503014674876	c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-of-Few\WASABI hyperalignment\stimuli\videos\01_Inscapes_NoScannerSound_h264.wmv
