	onset	duration	rt	mouseclick	correct	condition	score	SID	date	sex	session
0	890.5159744999837	1.923562339739874			1	Practice 2-back	3.3333333333333335	5397	2022-12-02_16h03.51.307	F	2
1	892.4640488000587	1.9776018799748272			1	Practice 2-back	6.666666666666667	5397	2022-12-02_16h03.51.307	F	2
2	894.4655292001553	1.9748491800855845	0.821223100181669	0	1	Practice 2-back	10.0	5397	2022-12-02_16h03.51.307	F	2
3	896.469577900134	1.9654747799504548			0	Practice 2-back	10.0	5397	2022-12-02_16h03.51.307	F	2
4	898.4672903001774	1.96954668010585			0	Practice 2-back	10.0	5397	2022-12-02_16h03.51.307	F	2
5	900.464273000136	1.9750391801353544	0.8899823999963701	2	1	Practice 2-back	13.333333333333334	5397	2022-12-02_16h03.51.307	F	2
6	902.4655850001145	1.9725150798913091			0	Practice 2-back	13.333333333333334	5397	2022-12-02_16h03.51.307	F	2
7	904.4671875999775	1.9696971799712628			0	Practice 2-back	13.333333333333334	5397	2022-12-02_16h03.51.307	F	2
8	906.471011799993	1.9605092799756676	0.5628438000567257	0	1	Practice 2-back	16.666666666666668	5397	2022-12-02_16h03.51.307	F	2
9	908.459587899968	1.9826861801557243			0	Practice 2-back	16.666666666666668	5397	2022-12-02_16h03.51.307	F	2
10	910.4660774001386	1.9689742801710963			0	Practice 2-back	16.666666666666668	5397	2022-12-02_16h03.51.307	F	2
11	912.4648351999931	1.9710838799364865	0.7536373999901116	0	1	Practice 2-back	20.0	5397	2022-12-02_16h03.51.307	F	2
12	914.4633363001049	1.9737301799468696			0	Practice 2-back	20.0	5397	2022-12-02_16h03.51.307	F	2
13	916.46429360006	1.971052979817614			0	Practice 2-back	20.0	5397	2022-12-02_16h03.51.307	F	2
14	918.4628423000686	1.9733864800073206	1.222317700041458	2	1	Practice 2-back	23.333333333333332	5397	2022-12-02_16h03.51.307	F	2
15	920.4632653000299	1.9723944799043238			0	Practice 2-back	23.333333333333332	5397	2022-12-02_16h03.51.307	F	2
16	922.4621985000558	1.9735055800992996			0	Practice 2-back	23.333333333333332	5397	2022-12-02_16h03.51.307	F	2
17	924.464368400164	1.9695511800237	0.7189317001029849	2	1	Practice 2-back	26.666666666666668	5397	2022-12-02_16h03.51.307	F	2
18	926.4616362000816	1.9742637800518423			0	Practice 2-back	26.666666666666668	5397	2022-12-02_16h03.51.307	F	2
19	928.4635722001549	1.969997480046004			0	Practice 2-back	26.666666666666668	5397	2022-12-02_16h03.51.307	F	2
20	930.465813399991	1.9649422797374427	0.7484534999821335	2	1	Practice 2-back	30.0	5397	2022-12-02_16h03.51.307	F	2
21	932.4598395000212	1.9765390800312161			0	Practice 2-back	30.0	5397	2022-12-02_16h03.51.307	F	2
22	934.4591345000081	1.9769185797777027			0	Practice 2-back	30.0	5397	2022-12-02_16h03.51.307	F	2
23	936.4625187001657	1.9693353800103068	0.6707591000013053	2	1	Practice 2-back	33.333333333333336	5397	2022-12-02_16h03.51.307	F	2
24	938.4503832999617	1.9768942401278764			0	Practice 2-back	33.333333333333336	5397	2022-12-02_16h03.51.307	F	2
25	940.4497462001164	1.9774571398738772			0	Practice 2-back	33.333333333333336	5397	2022-12-02_16h03.51.307	F	2
26	942.4537120000459	1.9685270397458225	0.5109866000711918	0	1	Practice 2-back	36.666666666666664	5397	2022-12-02_16h03.51.307	F	2
27	944.4483791000675	1.9792558399494737			0	Practice 2-back	36.666666666666664	5397	2022-12-02_16h03.51.307	F	2
28	946.4507242999971	1.9774264402221888			0	Practice 2-back	36.666666666666664	5397	2022-12-02_16h03.51.307	F	2
29	948.4528257001657	1.9685672400519252	0.7774227000772953	2	1	Practice 2-back	40.0	5397	2022-12-02_16h03.51.307	F	2
