runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,moviefile,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,34.85145299998112,None,space,99.36868360001245,34.85145299998112,None,2,m,20,r,EM,2022_Apr_04_1841,Hyperalignment,2020.2.10,59.99217701991265,
