runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,45.12963270000182,None,space,25.1592313000001,45.12963270000182,None,6,M,2,2,R,CJM,2021_Aug_17_1550,2020.2.5,bodymapST2,60.000023986222494,"['Right Leg', 'Right Face', 'Left Leg', 'Abdomen']",
