9.0938 	EXP 	Created Nbackinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Nbackinstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
9.2594 	EXP 	Created fixation_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
9.5890 	EXP 	Created grid_lines = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
9.5908 	EXP 	Created target_square = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
9.5934 	EXP 	Created fixation_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
9.5935 	EXP 	window1: mouseVisible = True
9.8972 	EXP 	Created grid_lines_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='grid.png', interpolate=True, mask=None, maskParams=None, name='grid_lines_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6, 0.6]), texRes=128, units='height', win=Window(...))
9.8989 	EXP 	Created target_square_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square_2', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
9.9013 	EXP 	Created fixation_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
9.9014 	EXP 	window1: mouseVisible = True
9.9107 	EXP 	Created ScoreReportText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ScoreReportText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
9.9207 	EXP 	Created BodySiteInstructionText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='BodySiteInstructionText', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.6)
9.9226 	EXP 	Created BodySiteImg = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='BodySiteImg', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.4, 0.4]), texRes=512, units='height', win=Window(...))
9.9228 	EXP 	window1: mouseVisible = True
9.9240 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor='red', fillColorSpace='named', fillRGB=array([255.,   0.,   0.]), interpolate=True, lineColor='black', lineColorSpace='named', lineRGB=array([0., 0., 0.]), lineWidth=1.5, name='unnamed Rect', opacity=1.0, ori=array(0.), pos=array([-0.375, -0.1  ]), size=array([0.75, 0.4 ]), units='height', vertices=ndarray(...), win=Window(...))
9.9253 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor='black', fillColorSpace='named', interpolate=True, lineColor='black', lineColorSpace='named', lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.9338 	EXP 	Created intensityAnchors = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=str(...), interpolate=True, mask=None, maskParams=None, name='intensityAnchors', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.09]), size=array([1.5, 0.4]), texRes=512, units='height', win=Window(...))
9.9435 	EXP 	Created IntensityPrompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='IntensityPrompt', opacity=1.0, ori=0, pos=array([0. , 0.3]), rgb=array([255., 255., 255.]), text='How intense was that overall?', units='height', win=Window(...), wrapWidth=1)
9.9436 	EXP 	window1: mouseVisible = False
10.1170 	EXP 	Nbackinstructions: text = 'Welcome to the n-back task \n\n\nPlease read the following instructions \nvery carefully.\n\n\n\n\n\n\n\n\nExperimenter press [Space] to continue.'
10.9443 	DATA 	Mouse: Left button down, pos=(540,391)
11.0652 	DATA 	Mouse:  Left button up, pos=(538,391)
11.1714 	DATA 	Keypress: space
11.2348 	EXP 	Nbackinstructions: text = 'During the task you will be presented a white square in one of nine positions on a grid. \n\n\n\n\n\n\nDepending on the instruction, your task is to indicate whether the \ncurrent position is the same as either:\nthe position on the last trial\nor the position two trials ago\n\n\nExperimenter press [Space] to continue.'
11.2348 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\1.png'
11.5205 	DATA 	Keypress: space
11.5532 	EXP 	Nbackinstructions: text = 'Between each trial, a fixation cross will appear in the middle of the grid. \n\n\n\n\n\n\n\n\nYou do not need to respond during this time. \nSimply wait for the next trial.\n\n\n\nExperimenter press [Space] to continue.'
11.5532 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\2.png'
12.2328 	DATA 	Keypress: space
12.2793 	EXP 	NbackInstructionImg: autoDraw = False
12.2793 	EXP 	Nbackinstructions: text = '\n1-back\n\n\n\n\n\n\n\nDuring 1-back you will have to indicate whether the current position matches the position that was presented in the last trial, by either pressing the "yes" button (left click) or the "no" button (right click).\n\n\nExperimenter press [Space] to show an example.'
13.2356 	DATA 	Keypress: space
13.2675 	EXP 	box1: fillColor = 'white'
13.2675 	EXP 	box1: lineColor = 'white'
13.2675 	EXP 	box1: color = 'white'
13.2675 	EXP 	box2: fillColor = 'white'
13.2675 	EXP 	box2: lineColor = 'white'
13.2675 	EXP 	box2: color = 'white'
13.2675 	EXP 	box1Text: autoDraw = True
13.2675 	EXP 	box1: autoDraw = True
13.2675 	EXP 	box2Text: autoDraw = True
13.2675 	EXP 	box2: autoDraw = True
13.8902 	DATA 	Mouse: Left button down, pos=(497,376)
13.9059 	EXP 	box1Check: autoDraw = True
13.9906 	DATA 	Mouse:  Left button up, pos=(497,376)
14.1908 	DATA 	Mouse: Right button down, pos=(503,376)
14.2064 	EXP 	box2Check: autoDraw = True
14.2064 	EXP 	continueText: autoDraw = True
14.2871 	DATA 	Mouse:  Right button up, pos=(503,376)
14.5485 	DATA 	Keypress: space
14.5853 	EXP 	window1: mouseVisible = True
14.5869 	EXP 	box1Text: autoDraw = False
14.5869 	EXP 	box2Text: autoDraw = False
14.5869 	EXP 	box1: autoDraw = False
14.5869 	EXP 	box2: autoDraw = False
14.5869 	EXP 	box1Check: autoDraw = False
14.5869 	EXP 	box2Check: autoDraw = False
14.5869 	EXP 	continueText: autoDraw = False
14.5869 	EXP 	Nbackinstructions: text = 'In the below 1-back example you should make a "yes" response (left click) on trial 3, since the position is the same as the position on trial 2, while the other trials require a "no" (right click) response.\n\n\n\n\n\n\n\n\n\n'
14.5869 	EXP 	Nbackinstructions: autoDraw = True
14.5869 	EXP 	ClickPrompt: text = 'Click to continue'
14.5869 	EXP 	NbackInstructionWideImg: autoDraw = True
14.5894 	EXP 	NbackInstructionWideImg: autoDraw = True
14.6063 	EXP 	NbackInstructionWideImg: autoDraw = True
14.6230 	EXP 	NbackInstructionWideImg: autoDraw = True
14.6397 	EXP 	NbackInstructionWideImg: autoDraw = True
14.6563 	EXP 	NbackInstructionWideImg: autoDraw = True
14.6731 	EXP 	NbackInstructionWideImg: autoDraw = True
14.6897 	EXP 	NbackInstructionWideImg: autoDraw = True
14.7066 	EXP 	NbackInstructionWideImg: autoDraw = True
14.7230 	EXP 	NbackInstructionWideImg: autoDraw = True
14.7400 	EXP 	NbackInstructionWideImg: autoDraw = True
14.7565 	EXP 	NbackInstructionWideImg: autoDraw = True
14.7731 	EXP 	NbackInstructionWideImg: autoDraw = True
14.7898 	EXP 	NbackInstructionWideImg: autoDraw = True
14.8064 	EXP 	NbackInstructionWideImg: autoDraw = True
14.8231 	EXP 	NbackInstructionWideImg: autoDraw = True
14.8398 	EXP 	NbackInstructionWideImg: autoDraw = True
14.8564 	EXP 	NbackInstructionWideImg: autoDraw = True
14.8731 	EXP 	NbackInstructionWideImg: autoDraw = True
14.8900 	EXP 	NbackInstructionWideImg: autoDraw = True
14.9065 	EXP 	NbackInstructionWideImg: autoDraw = True
14.9233 	EXP 	NbackInstructionWideImg: autoDraw = True
14.9398 	EXP 	NbackInstructionWideImg: autoDraw = True
14.9566 	EXP 	NbackInstructionWideImg: autoDraw = True
14.9734 	EXP 	NbackInstructionWideImg: autoDraw = True
14.9899 	EXP 	NbackInstructionWideImg: autoDraw = True
15.0065 	EXP 	NbackInstructionWideImg: autoDraw = True
15.0232 	EXP 	NbackInstructionWideImg: autoDraw = True
15.0399 	EXP 	NbackInstructionWideImg: autoDraw = True
15.0565 	EXP 	NbackInstructionWideImg: autoDraw = True
15.0732 	EXP 	NbackInstructionWideImg: autoDraw = True
15.0899 	EXP 	NbackInstructionWideImg: autoDraw = True
15.1065 	EXP 	NbackInstructionWideImg: autoDraw = True
15.1232 	EXP 	NbackInstructionWideImg: autoDraw = True
15.1401 	EXP 	NbackInstructionWideImg: autoDraw = True
15.1566 	EXP 	NbackInstructionWideImg: autoDraw = True
15.1735 	EXP 	NbackInstructionWideImg: autoDraw = True
15.1900 	EXP 	NbackInstructionWideImg: autoDraw = True
15.2067 	EXP 	NbackInstructionWideImg: autoDraw = True
15.2233 	EXP 	NbackInstructionWideImg: autoDraw = True
15.2400 	EXP 	NbackInstructionWideImg: autoDraw = True
15.2567 	EXP 	NbackInstructionWideImg: autoDraw = True
15.2733 	EXP 	NbackInstructionWideImg: autoDraw = True
15.2900 	EXP 	NbackInstructionWideImg: autoDraw = True
15.3066 	EXP 	NbackInstructionWideImg: autoDraw = True
15.3233 	EXP 	NbackInstructionWideImg: autoDraw = True
15.3400 	EXP 	NbackInstructionWideImg: autoDraw = True
15.3567 	EXP 	NbackInstructionWideImg: autoDraw = True
15.3734 	EXP 	NbackInstructionWideImg: autoDraw = True
15.3902 	EXP 	NbackInstructionWideImg: autoDraw = True
15.4067 	EXP 	NbackInstructionWideImg: autoDraw = True
15.4236 	EXP 	NbackInstructionWideImg: autoDraw = True
15.4403 	EXP 	NbackInstructionWideImg: autoDraw = True
15.4569 	EXP 	NbackInstructionWideImg: autoDraw = True
15.4735 	EXP 	NbackInstructionWideImg: autoDraw = True
15.4900 	EXP 	NbackInstructionWideImg: autoDraw = True
15.5067 	EXP 	NbackInstructionWideImg: autoDraw = True
15.5235 	EXP 	NbackInstructionWideImg: autoDraw = True
15.5400 	EXP 	NbackInstructionWideImg: autoDraw = True
15.5568 	EXP 	NbackInstructionWideImg: autoDraw = True
15.5734 	EXP 	NbackInstructionWideImg: autoDraw = True
15.5901 	EXP 	NbackInstructionWideImg: autoDraw = True
15.6080 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\3.png'
15.6080 	EXP 	NbackInstructionWideImg: autoDraw = True
15.6234 	EXP 	NbackInstructionWideImg: autoDraw = True
15.6403 	EXP 	NbackInstructionWideImg: autoDraw = True
15.6569 	EXP 	NbackInstructionWideImg: autoDraw = True
15.6735 	EXP 	NbackInstructionWideImg: autoDraw = True
15.6902 	EXP 	NbackInstructionWideImg: autoDraw = True
15.7069 	EXP 	NbackInstructionWideImg: autoDraw = True
15.7236 	EXP 	NbackInstructionWideImg: autoDraw = True
15.7405 	EXP 	NbackInstructionWideImg: autoDraw = True
15.7570 	EXP 	NbackInstructionWideImg: autoDraw = True
15.7738 	EXP 	NbackInstructionWideImg: autoDraw = True
15.7902 	EXP 	NbackInstructionWideImg: autoDraw = True
15.8069 	EXP 	NbackInstructionWideImg: autoDraw = True
15.8235 	EXP 	NbackInstructionWideImg: autoDraw = True
15.8402 	EXP 	NbackInstructionWideImg: autoDraw = True
15.8569 	EXP 	NbackInstructionWideImg: autoDraw = True
15.8736 	EXP 	NbackInstructionWideImg: autoDraw = True
15.8902 	EXP 	NbackInstructionWideImg: autoDraw = True
15.9069 	EXP 	NbackInstructionWideImg: autoDraw = True
15.9236 	EXP 	NbackInstructionWideImg: autoDraw = True
15.9403 	EXP 	NbackInstructionWideImg: autoDraw = True
15.9569 	EXP 	NbackInstructionWideImg: autoDraw = True
15.9736 	EXP 	NbackInstructionWideImg: autoDraw = True
15.9906 	EXP 	NbackInstructionWideImg: autoDraw = True
16.0072 	EXP 	NbackInstructionWideImg: autoDraw = True
16.0237 	EXP 	NbackInstructionWideImg: autoDraw = True
16.0407 	EXP 	NbackInstructionWideImg: autoDraw = True
16.0571 	EXP 	NbackInstructionWideImg: autoDraw = True
16.0738 	EXP 	NbackInstructionWideImg: autoDraw = True
16.0904 	EXP 	NbackInstructionWideImg: autoDraw = True
16.1070 	EXP 	NbackInstructionWideImg: autoDraw = True
16.1237 	EXP 	NbackInstructionWideImg: autoDraw = True
16.1404 	EXP 	NbackInstructionWideImg: autoDraw = True
16.1571 	EXP 	NbackInstructionWideImg: autoDraw = True
16.1737 	EXP 	NbackInstructionWideImg: autoDraw = True
16.1904 	EXP 	NbackInstructionWideImg: autoDraw = True
16.2071 	EXP 	NbackInstructionWideImg: autoDraw = True
16.2238 	EXP 	NbackInstructionWideImg: autoDraw = True
16.2405 	EXP 	NbackInstructionWideImg: autoDraw = True
16.2571 	EXP 	NbackInstructionWideImg: autoDraw = True
16.2740 	EXP 	NbackInstructionWideImg: autoDraw = True
16.2904 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3072 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3238 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3405 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3571 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3739 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3905 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4071 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4238 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4405 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4572 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4739 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4905 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5073 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5239 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5407 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5572 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5739 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5907 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6072 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\4.png'
16.6072 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6239 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6407 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6572 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6739 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6906 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7073 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7240 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7407 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7573 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7740 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7908 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8074 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8241 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8407 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8574 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8743 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8907 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9074 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9241 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9408 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9574 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9741 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9908 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0075 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0243 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0408 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0574 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0741 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0908 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1075 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1242 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1409 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1575 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1742 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1908 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2076 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2242 	EXP 	NbackInstructionWideImg: autoDraw = True
