square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
1,"[-0.2, 0.2]",0.0,0,0,0,0,0,20,20,20,,,,,,,137.8504593999969,None,137.8504593999969,138.8508703999978,138.83420009999827,139.83495390000462,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,137.8504593999969,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",1.0,0,0,0,0,0,21,21,21,,,,,,,139.85171509999782,None,139.85171509999782,140.85195860000385,140.83516660000896,141.8358995000017,0,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,139.85171509999782,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",1.0,0,0,0,0,0,22,22,22,,,,,,,141.85264070000267,None,141.85264070000267,142.85289350000676,142.83641400000488,143.8367181000067,0,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,141.85264070000267,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0.0,0,0,0,0,0,23,23,23,,,,,,,143.85344659999828,None,143.85344659999828,144.85404879999987,144.8374027999962,145.8378498999955,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,143.85344659999828,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0.0,0,0,0,0,0,24,24,24,,,,,,,145.85457009999664,None,145.85457009999664,146.85505739999644,146.8383393999975,147.83878069999628,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,145.85457009999664,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0.0,0,0,0,0,0,25,25,25,,,,,,,147.8555297999992,None,147.8555297999992,148.85597649999545,148.83949490000668,149.83991819999937,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,147.8555297999992,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",0.0,0,0,0,0,0,26,26,26,,,,,,,149.85670810000738,None,149.85670810000738,150.8568987000035,150.84019620000618,151.84092860000965,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,149.85670810000738,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",1.0,0,0,0,0,0,27,27,27,,,,,,,151.85748940000485,None,151.85748940000485,152.85788799999864,152.8412357000052,None,0,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,151.85748940000485,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0.0,0,0,0,0,0,28,28,28,,,,,,,153.84494330000598,None,153.84494330000598,154.85911060000944,154.8424331999995,155.84283560000767,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,153.84494330000598,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0.0,0,0,0,0,0,29,29,29,,,,,,,155.8595445999963,None,155.8595445999963,156.8599780000077,156.843472499997,157.84385530000145,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,155.8595445999963,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,157.86042730000918,None,space,157.86042730000918,None,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",None,0,0,0,0,0,0,0,0,,,,,2752.36196580001,None,2753.3784785000025,None,2753.3784785000025,2754.379713500006,2754.379713500006,None,0,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2753.3784785000025,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",1.0,0,0,0,0,0,1,1,1,,,,,,,2755.3802157000027,None,2755.3802157000027,2756.3806899000047,2756.364011400001,2757.364407300003,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2755.3802157000027,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0.0,0,0,0,0,0,2,2,2,,,,,,,2757.3811534999986,None,2757.3811534999986,2758.3816426999983,2758.3650877000036,2759.365653800007,0,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2757.3811534999986,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
9,"[0.2, -0.2]",0.0,0,0,0,0,0,3,3,3,,,,,,,2759.382053299996,None,2759.382053299996,2760.382852499999,2760.3661394000083,None,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2759.382053299996,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
9,"[0.2, -0.2]",1.0,0,0,0,0,0,4,4,4,,,,,,,2761.3664804,None,2761.3664804,2762.367079600008,2762.350381299999,2763.351351300007,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2761.3664804,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0.0,0,0,0,0,0,5,5,5,,,,,,,2763.367683400007,None,2763.367683400007,2764.3680100000056,2764.3513301000057,2765.351913400009,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2763.367683400007,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",0.0,0,0,0,0,0,6,6,6,,,,,,,2765.368745700005,None,2765.368745700005,2766.3688784999977,2766.3522517999954,2767.352906900007,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2765.368745700005,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0.0,0,0,0,0,0,7,7,7,,,,,,,2767.3698538000026,None,2767.3698538000026,2768.370111299999,2768.353402000008,2769.353922299997,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2767.3698538000026,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",1.0,0,0,0,0,0,8,8,8,,,,,,,2769.370865200006,None,2769.370865200006,2770.3712374000024,2770.3545003000036,2771.354714000001,0,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2769.370865200006,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
8,"[0, -0.2]",0.0,0,0,0,0,0,9,9,9,,,,,,,2771.3714843000052,None,2771.3714843000052,2772.3721573000075,2772.3554431000084,2773.355729700008,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2771.3714843000052,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0.0,0,0,0,0,0,10,10,10,,,,,,,2773.372458800004,None,2773.372458800004,2774.373171200001,2774.3400106000045,2775.340194400007,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2773.372458800004,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0.0,0,0,0,0,0,11,11,11,,,,,,,2775.373760900009,None,2775.373760900009,2776.3739532000036,2776.357364299998,2777.361177300001,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2775.373760900009,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",0.0,0,0,0,0,0,12,12,12,,,,,,,2777.374645899996,None,2777.374645899996,2778.375017700004,2778.3582650000026,2779.3588833999966,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2777.374645899996,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
4,"[-0.2, 0]",1.0,0,0,0,0,0,13,13,13,,,,,,,2779.3754479000054,None,2779.3754479000054,2780.3761936000083,2780.359362400006,2781.3598624000006,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2779.3754479000054,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
8,"[0, -0.2]",0.0,0,0,0,0,0,14,14,14,,,,,,,2781.3765125000064,None,2781.3765125000064,2782.3771188999963,2782.3631909999967,None,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2781.3765125000064,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
5,"[0, 0]",0.0,0,0,0,0,0,15,15,15,,,,,,,2783.3774535999983,None,2783.3774535999983,2784.3781270000036,2784.3613747000054,2785.3619171000028,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2783.3774535999983,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
5,"[0, 0]",1.0,0,0,0,0,0,16,16,16,,,,,,,2785.3785561999975,None,2785.3785561999975,2786.379197500006,2786.3623589000053,2787.362851800004,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2785.3785561999975,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0.0,0,0,0,0,0,17,17,17,,,,,,,2787.3796667999995,None,2787.3796667999995,2788.380013700007,2788.3633480999997,2789.363896900002,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2787.3796667999995,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0.0,0,0,0,0,0,18,18,18,,,,,,,2789.380749899996,None,2789.380749899996,2790.3811034999962,2790.364446599997,None,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2789.380749899996,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0.0,0,0,0,0,0,19,19,19,,,,,,,2791.36496620001,None,2791.36496620001,2792.3654820000083,2792.3487392000097,2793.349096200007,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2791.36496620001,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0.0,0,0,0,0,0,20,20,20,,,,,,,2793.365826699999,None,2793.365826699999,2794.366492400004,2794.3498710999993,2795.350269600007,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2793.365826699999,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",1.0,0,0,0,0,0,21,21,21,,,,,,,2795.367637999996,None,2795.367637999996,2796.3677395999985,2796.3514311000035,2797.351302199997,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2795.367637999996,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",1.0,0,0,0,0,0,22,22,22,,,,,,,2797.3679049000057,None,2797.3679049000057,2798.3684856000036,2798.351813500005,2799.3522266000073,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2797.3679049000057,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0.0,0,0,0,0,0,23,23,23,,,,,,,2799.3689228000003,None,2799.3689228000003,2800.369553800003,2800.3528210000077,2801.3535217000026,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2799.3689228000003,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0.0,0,0,0,0,0,24,24,24,,,,,,,2801.370095300008,None,2801.370095300008,2802.3705846000084,2802.3535854000074,2803.3542832000094,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2801.370095300008,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0.0,0,0,0,0,0,25,25,25,,,,,,,2803.371001599997,None,2803.371001599997,2804.3714256000094,2804.354747000005,2805.355411299999,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2803.371001599997,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",0.0,0,0,0,0,0,26,26,26,,,,,,,2805.3721434000036,None,2805.3721434000036,2806.3724863000098,2806.3557067000074,2807.3562489000033,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2805.3721434000036,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",1.0,0,0,0,0,0,27,27,27,,,,,,,2807.3730193000083,None,2807.3730193000083,2808.3735469999956,2808.356719999996,2809.3571878000075,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2807.3730193000083,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0.0,0,0,0,0,0,28,28,28,,,,,,,2809.3738328000036,None,2809.3738328000036,2810.3745548000006,2810.3578634000005,2811.3581986000063,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2809.3738328000036,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0.0,0,0,0,0,0,29,29,29,,,,,,,2811.3748987,None,2811.3748987,2812.375443099998,2812.358726000006,2813.359253900009,1,0.6402777777777777,0.17777777777777778,"[0, 0, 0]",0,0,2811.3748987,None,,,,,,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2813.3868916000065,None,space,2813.3868916000065,None,999,m,2,99,r,TEST,2021_Aug_03_2022,WASABI distractmap,2020.2.10,59.57991393981947,"['Right Arm', 'Left Face', 'Right Face', 'Right Leg']",
,,,,,,,,,,,,,,,2874.6399730999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
