square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,,,,,22.51044650003314,None,23.54280319996178,None,23.54280319996178,24.54410930001177,24.52747079997789,None,1,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,23.54280319996178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
6,"[0.2, 0]",1,0,1,1,1,,,,,,,25.510777299990878,None,25.510777299990878,26.510701999999583,26.49416909995489,27.49410610005725,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,25.510777299990878,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
2,"[0, 0.2]",0,0,2,2,2,,,,,,,27.51083100005053,None,27.51083100005053,28.510785600054078,28.494114800007083,29.494131700019352,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,27.51083100005053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
9,"[0.2, -0.2]",0,0,3,3,3,,,,,,,29.510859100031666,None,29.510859100031666,30.510798800038174,30.494192800018936,31.494208100019023,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,29.510859100031666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
9,"[0.2, -0.2]",1,0,4,4,4,,,,,,,31.510879199951887,None,31.510879199951887,32.51086120004766,32.494217599974945,33.49421669996809,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,31.510879199951887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
6,"[0.2, 0]",0,0,5,5,5,,,,,,,33.51088129996788,None,33.51088129996788,34.51087030000053,34.494151600054465,35.494232499971986,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,33.51088129996788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
4,"[-0.2, 0]",0,0,6,6,6,,,,,,,35.51086060004309,None,35.51086060004309,36.51091740000993,36.49426309997216,37.494225900038145,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,35.51086060004309,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
3,"[0.2, 0.2]",0,0,7,7,7,,,,,,,37.51091890002135,None,37.51091890002135,38.51083779998589,38.49421869998332,39.49426379997749,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,37.51091890002135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
3,"[0.2, 0.2]",1,0,8,8,8,,,,,,,39.51093230000697,None,39.51093230000697,40.510975799988955,40.494264899985865,41.49425720004365,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,39.51093230000697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
8,"[0, -0.2]",0,0,9,9,9,,,,,,,41.51098170003388,None,41.51098170003388,42.51098020002246,42.494260799954645,43.494271100033075,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,41.51098170003388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
1,"[-0.2, 0.2]",0,0,10,10,10,,,,,,,43.510979900020175,None,43.510979900020175,44.5109880999662,44.49425750004593,45.494260799954645,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,43.510979900020175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
2,"[0, 0.2]",0,0,11,11,11,,,,,,,45.51096630003303,None,45.51096630003303,46.510979200014845,46.494329100009054,47.49422230001073,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,45.51096630003303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
4,"[-0.2, 0]",0,0,12,12,12,,,,,,,47.511014500050806,None,47.511014500050806,48.511003499967046,48.49433440004941,49.49431420001201,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,47.511014500050806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
4,"[-0.2, 0]",1,0,13,13,13,,,,,,,49.51100990001578,None,49.51100990001578,50.511003499967046,50.494354799971916,51.49429910001345,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,49.51100990001578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
8,"[0, -0.2]",0,0,14,14,14,,,,,,,51.51101120002568,None,51.51101120002568,52.51104610005859,52.4943726999918,53.49438679998275,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,51.51101120002568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
5,"[0, 0]",0,0,15,15,15,,,,,,,53.51099219999742,None,53.51099219999742,54.51105710002594,54.49438170006033,55.494338599964976,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,53.51099219999742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
5,"[0, 0]",1,0,16,16,16,,,,,,,55.51108570001088,None,55.51108570001088,56.51104819995817,56.4944008999737,57.494393400033005,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,55.51108570001088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
1,"[-0.2, 0.2]",0,0,17,17,17,,,,,,,57.51112589996774,None,57.51112589996774,58.511096699978225,58.49439170002006,59.49442480003927,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,57.51112589996774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
3,"[0.2, 0.2]",0,0,18,18,18,,,,,,,59.51107080001384,None,59.51107080001384,60.51110440003686,60.49439630005509,61.494431099970825,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,59.51107080001384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
6,"[0.2, 0]",0,0,19,19,19,,,,,,,61.51109569997061,None,61.51109569997061,62.511111599975266,62.49433769995812,63.4944053000072,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,61.51109569997061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
1,"[-0.2, 0.2]",0,0,20,20,20,,,,,,,63.511130400002,None,63.511130400002,64.51114910002798,64.49445989995729,65.49447529995814,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,63.511130400002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
1,"[-0.2, 0.2]",1,0,21,21,21,,,,,,,65.51111059996765,None,65.51111059996765,66.51117389998399,66.49439110001549,67.49443510000128,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,65.51111059996765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
1,"[-0.2, 0.2]",1,0,22,22,22,,,,,,,67.51116730005015,None,67.51116730005015,68.51115519995801,68.49442999996245,69.4946493000025,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,67.51116730005015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
3,"[0.2, 0.2]",0,0,23,23,23,,,,,,,69.51134209998418,None,69.51134209998418,70.51117129996419,70.49447270005476,71.49451940006111,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,69.51134209998418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
2,"[0, 0.2]",0,0,24,24,24,,,,,,,71.51110570004676,None,71.51110570004676,72.51107929996215,72.49444549996406,73.49439310003072,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,71.51110570004676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
1,"[-0.2, 0.2]",0,0,25,25,25,,,,,,,73.51120449998416,None,73.51120449998416,74.5112154999515,74.49454560002778,75.49450739996973,0,0.09583333333333334,0.30833333333333335,"[0, 0, 0]",0,0,73.51120449998416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1304,distractmap,2020.2.10,59.982353169052,['Abdomen'],
