square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response_2.rt_left,response_2.rt_right,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
5,"[0, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,10,10,10,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",548.4379034000158,550.4382375000278,548.4379034000158,549.4375529000245,549.4222479000164,550.4234505000059,"[0, 0, 0]",0,548.4379034000158,550.4382375000278,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,11,11,11,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",550.4555908000038,552.4579492000048,550.4555908000038,551.45581460002,551.4387471000082,552.4391797000135,"[0, 0, 0]",1,550.4555908000038,552.4579492000048,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,12,12,12,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",552.4728940000059,554.473999800015,552.4728940000059,553.4758290000027,553.457318300003,554.4574348000169,"[0, 0, 0]",1,552.4728940000059,554.473999800015,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,13,13,13,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",554.4907955000235,556.4922664000187,554.4907955000235,555.4909955000039,555.4744131000189,556.4749907000223,"[0, 0, 0]",0,554.4907955000235,556.4922664000187,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
8,"[0, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,14,14,14,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",556.508636500017,558.5091713000147,556.508636500017,557.5085583000036,557.4924378000142,558.4941767000128,"[0, 0, 0]",1,556.508636500017,558.5091713000147,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,15,15,15,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",558.5276754000224,560.5278200000175,558.5276754000224,559.5431122000155,559.5094861000252,560.5101476000273,"[0, 0, 0]",1,558.5276754000224,560.5278200000175,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,16,16,16,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",560.5465148000221,None,560.5465148000221,561.5621396000206,561.5277928000141,562.5279790000059,"[0, 0, 0]",1,560.5465148000221,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,17,17,17,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",562.5614824000222,564.5640915000113,562.5614824000222,563.5625896000129,563.5451261000126,564.5458244000038,"[0, 0, 0]",1,562.5614824000222,564.5640915000113,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,18,18,18,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",564.5786458000075,566.5800380000146,564.5786458000075,565.5791407000215,565.5628981000045,566.5650898000167,"[0, 0, 0]",1,564.5786458000075,566.5800380000146,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,19,19,19,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",566.598621400015,568.5992934000096,566.598621400015,567.6160553000227,567.5802847000014,568.5810288000212,"[0, 0, 0]",1,566.598621400015,568.5992934000096,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,20,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",568.6140074000286,570.6165827000223,568.6140074000286,569.6150956000201,569.5980047000048,570.5987937000173,"[0, 0, 0]",0,568.6140074000286,570.6165827000223,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,21,21,21,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",570.6319180000282,572.6352559000079,570.6319180000282,571.6344116000109,571.6178983000282,572.6352559000079,"[0, 0, 0]",1,570.6319180000282,572.6352559000079,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,22,22,22,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",572.6495884000033,574.6504496000125,572.6495884000033,573.6499494000163,573.6335795000196,574.6344765000104,"[0, 0, 0]",1,572.6495884000033,574.6504496000125,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,23,23,23,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",574.6679421000008,576.669074400008,574.6679421000008,575.6697006000031,575.6510873000079,576.6514879000024,"[0, 0, 0]",0,574.6679421000008,576.669074400008,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,24,24,24,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",576.6865984000033,578.6886095000082,576.6865984000033,577.6855041000235,577.6691544000059,578.6692368000222,"[0, 0, 0]",1,576.6865984000033,578.6886095000082,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,25,25,25,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",578.7043957000133,580.7040529000224,578.7043957000133,579.7035121000081,579.6869039000012,580.6874873000197,"[0, 0, 0]",1,578.7043957000133,580.7040529000224,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,26,26,26,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",580.7204591000045,582.7211908000172,580.7204591000045,581.7207950000011,581.7055003000132,582.7049628000241,"[0, 0, 0]",1,580.7204591000045,582.7211908000172,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,27,27,27,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",582.7380945000041,584.7407536000246,582.7380945000041,583.7386954000103,583.7216626000009,584.7221683000098,"[0, 0, 0]",1,582.7380945000041,584.7407536000246,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,28,28,28,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",584.7557079000107,586.7569093000202,584.7557079000107,585.7566297000158,585.7392351000162,586.7401203000045,"[0, 0, 0]",1,584.7557079000107,586.7569093000202,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,29,29,29,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",586.7737141000107,None,586.7737141000107,587.7740789000236,587.7572424000246,588.7610469000065,"[0, 0, 0]",0,586.7737141000107,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,30,30,30,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",588.7780716000125,590.7755114000174,588.7780716000125,589.7915938000078,589.7585381000245,590.7608287000039,"[0, 0, 0]",1,588.7780716000125,590.7755114000174,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,31,31,31,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",590.7926024000044,592.7930069000286,590.7926024000044,591.7931496000092,591.7789494000026,592.7930069000286,"[0, 0, 0]",0,590.7926024000044,592.7930069000286,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,32,32,32,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",592.8095280000125,594.8106903000153,592.8095280000125,593.8099752000126,593.793276500015,594.7940642000176,"[0, 0, 0]",0,592.8095280000125,594.8106903000153,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,33,33,33,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",594.8272655000037,596.8282157000212,594.8272655000037,595.8279039000045,595.811053900019,596.8119439000147,"[0, 0, 0]",1,594.8272655000037,596.8282157000212,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,34,34,34,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",596.8465951000107,598.8461588000064,596.8465951000107,597.8455539000279,597.8291170000157,598.8293634000001,"[0, 0, 0]",1,596.8465951000107,598.8461588000064,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,35,35,35,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",598.8624490000075,600.8641936000204,598.8624490000075,599.8634565000248,599.8471022000012,600.8474585000076,"[0, 0, 0]",1,598.8624490000075,600.8641936000204,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,36,36,36,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",600.8802380000125,602.88148370001,600.8802380000125,601.8809928000264,601.8642574000114,602.8650448000117,"[0, 0, 0]",1,600.8802380000125,602.88148370001,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,37,37,37,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",602.9009026000276,None,602.9009026000276,603.8995148000249,603.8906007000187,604.8991320000205,"[0, 0, 0]",1,602.9009026000276,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,38,38,38,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",604.9197888000053,606.9167083000066,604.9197888000053,605.9229923000094,605.9037192000251,606.9027519000228,"[0, 0, 0]",0,604.9197888000053,606.9167083000066,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,39,39,39,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",606.9349164000014,608.9360256000073,606.9349164000014,607.9367480000074,607.9174211000209,608.9177355000284,"[0, 0, 0]",1,606.9349164000014,608.9360256000073,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,40,40,40,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",608.9524999000132,610.9521702000056,608.9524999000132,609.9515616999997,609.9348045000224,610.9354847000213,"[0, 0, 0]",1,608.9524999000132,610.9521702000056,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,41,41,41,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",610.9701301000023,612.9700568000262,610.9701301000023,611.9720047000155,611.9527148000197,612.955703900021,"[0, 0, 0]",0,610.9701301000023,612.9700568000262,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,42,42,42,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",612.9862699000223,614.9880674000015,612.9862699000223,613.9871971000102,613.9713980000233,614.971217400016,"[0, 0, 0]",1,612.9862699000223,614.9880674000015,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,43,43,43,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",615.0044525000267,617.0055831000209,615.0044525000267,616.0044400000188,616.0044400000188,617.0055831000209,"[0, 0, 0]",1,615.0044525000267,617.0055831000209,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,44,44,44,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",617.0219165000017,619.0230387000192,617.0219165000017,618.0223579000158,618.0060949000181,619.0062117000052,"[0, 0, 0]",1,617.0219165000017,619.0230387000192,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
8,"[0, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,45,45,45,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",619.0392429000058,621.04042450001,619.0392429000058,620.0400490000029,620.023879800021,621.0242056000279,"[0, 0, 0]",1,619.0392429000058,621.04042450001,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,46,46,46,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",621.0575604000187,623.0584783000231,621.0575604000187,622.0596173000231,622.0410543000035,623.0415229000209,"[0, 0, 0]",1,621.0575604000187,623.0584783000231,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,47,47,47,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",623.0750564000045,625.0779559000221,623.0750564000045,624.075608300016,624.0592338000133,625.0595625000133,"[0, 0, 0]",1,623.0750564000045,625.0779559000221,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,48,48,48,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",625.0926835999999,627.093469400017,625.0926835999999,626.0933862000238,626.0862208000035,627.093469400017,"[0, 0, 0]",0,625.0926835999999,627.093469400017,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,49,49,49,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",627.1109855000104,629.1115403000149,627.1109855000104,628.1108563000162,628.0943590000097,629.0956963000062,"[0, 0, 0]",1,627.1109855000104,629.1115403000149,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,50,50,50,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",629.128110700025,631.1304486000154,629.128110700025,630.1289367999998,630.111573400005,631.1124106000061,"[0, 0, 0]",1,629.128110700025,631.1304486000154,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,51,51,51,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",631.1492240000225,None,631.1492240000225,632.1630824000167,632.1294476000185,633.1299869000213,"[0, 0, 0]",0,631.1492240000225,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,52,52,52,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",633.1629755000176,635.1645728000149,633.1629755000176,634.1649302000005,634.1467704000243,635.1482439000101,"[0, 0, 0]",1,633.1629755000176,635.1645728000149,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,53,53,53,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",635.1805412000103,637.1818630000053,635.1805412000103,636.1813729000278,636.1668688000063,637.1671647000185,"[0, 0, 0]",1,635.1805412000103,637.1818630000053,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,54,54,54,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",637.2005120000103,None,637.2005120000103,638.2160471000243,638.1826268000004,639.182746800012,"[0, 0, 0]",1,637.2005120000103,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,55,55,55,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",639.2193335000193,None,639.2193335000193,640.2350506000221,640.2003079000278,641.200693700026,"[0, 0, 0]",1,639.2193335000193,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",1.0,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,56,56,56,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",641.2339435000031,643.2352153000247,641.2339435000031,642.234850400011,642.2202216000005,643.2352153000247,"[0, 0, 0]",0,641.2339435000031,643.2352153000247,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,57,57,57,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",643.2518246000109,645.252652300027,643.2518246000109,644.2517996000242,644.2354458000045,645.2360268000048,"[0, 0, 0]",1,643.2518246000109,645.252652300027,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,58,58,58,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",645.2696580000047,647.2709122000088,645.2696580000047,646.2701111000206,646.2531645000272,647.2538824000221,"[0, 0, 0]",1,645.2696580000047,647.2709122000088,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder7.xlsx,,,,,,,,,0,59,59,59,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",647.2873916000244,649.2883678000071,647.2873916000244,648.2888137000264,648.2708434000087,649.2721111000283,"[0, 0, 0]",1,647.2873916000244,649.2883678000071,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
