square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response_2.rt_left,response_2.rt_right,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,103,103,103,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1972.0013689000043,1974.003029900021,1972.0013689000043,1973.0021030000062,1972.984858700016,1973.9854830000259,"[0, 0, 0]",1,1972.0013689000043,1974.003029900021,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,104,104,104,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1974.020498100028,1976.0202474000107,1974.020498100028,1975.0201498000242,1975.0032042000093,1976.004944800021,"[0, 0, 0]",1,1974.020498100028,1976.0202474000107,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
8,"[0, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,105,105,105,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1976.037664500007,1978.0377799000125,1976.037664500007,1977.037788800022,1977.020656800014,1978.02243490002,"[0, 0, 0]",1,1976.037664500007,1978.0377799000125,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,106,106,106,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1978.0541248000227,1980.0553016000194,1978.0541248000227,1979.054715300008,1979.0389922000177,1980.0395043000171,"[0, 0, 0]",1,1978.0541248000227,1980.0553016000194,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,107,107,107,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1980.0729062000173,1982.0737960000115,1980.0729062000173,1981.0731588000199,1981.0557243000076,1982.0570197000052,"[0, 0, 0]",1,1980.0729062000173,1982.0737960000115,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,108,108,108,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1982.0896208000195,1984.0907557000173,1982.0896208000195,1983.0902407000249,1983.0741159000027,1984.0747007000027,"[0, 0, 0]",0,1982.0896208000195,1984.0907557000173,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,109,109,109,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1984.1075728000142,1986.1093647000089,1984.1075728000142,1985.1091668000154,1985.091296700004,1986.0917076000187,"[0, 0, 0]",1,1984.1075728000142,1986.1093647000089,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,110,110,110,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1986.1267208000063,1988.1259149000107,1986.1267208000063,1987.1254251000064,1987.1091598000203,1988.1113000000187,"[0, 0, 0]",1,1986.1267208000063,1988.1259149000107,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,111,111,111,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1988.1438377000159,None,1988.1438377000159,1989.1472258000285,1989.1279139000108,1990.1290520000039,"[0, 0, 0]",0,1988.1438377000159,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,112,112,112,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1990.1439903000137,1992.1446814000083,1990.1439903000137,1991.144202800002,1991.1287683000264,1992.1293258000223,"[0, 0, 0]",1,1990.1439903000137,1992.1446814000083,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,113,113,113,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1992.161698800017,None,1992.161698800017,1993.1629457000236,1993.1467322000244,1994.1468394000258,"[0, 0, 0]",1,1992.161698800017,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,114,114,114,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1994.1649598000222,None,1994.1649598000222,1995.1797524000285,1995.146145900013,1996.1466708000225,"[0, 0, 0]",1,1994.1649598000222,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,115,115,115,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1996.18061890002,1998.1813922000001,1996.18061890002,1997.1816061000281,1997.165939300001,1998.1813922000001,"[0, 0, 0]",1,1996.18061890002,1998.1813922000001,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,116,116,116,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1998.1997790000169,2000.199089200003,1998.1997790000169,1999.2158399000182,1999.1819992000237,2000.182191400003,"[0, 0, 0]",0,1998.1997790000169,2000.199089200003,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,117,117,117,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2000.2157244000118,2002.2164313000103,2000.2157244000118,2001.2168382000236,2001.199886700022,2002.2017362000188,"[0, 0, 0]",1,2000.2157244000118,2002.2164313000103,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,118,118,118,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2002.2332951000135,None,2002.2332951000135,2003.2335514000151,2003.2185217000078,2004.219443900016,"[0, 0, 0]",1,2002.2332951000135,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,119,119,119,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2004.2341062000196,2006.2352277000027,2004.2341062000196,2005.2349689000112,2005.2180373000156,2006.2186043000256,"[0, 0, 0]",1,2004.2341062000196,2006.2352277000027,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
,,,stimuli/orders/stimOrder1.xlsx,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2006.7065354399965,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,0,0,0,0,1,1,0,None,None,,,,,,,,,,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],1,None,None,,,,,,,,,,,0.013918860000558197,10.016909159981878,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2040.4079872000148,None,2040.4079872000148,2041.4195475000015,2041.402787900006,2042.4033133000194,"[0, 0, 0]",1,2040.4079872000148,None,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,2,2,2,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2042.420011500013,2044.4208486000134,2042.420011500013,2043.4208896000055,2043.4039958000067,2044.4041439000284,"[0, 0, 0]",1,2042.420011500013,2044.4208486000134,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,3,3,3,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2044.437649200001,2046.438539100025,2044.437649200001,2045.4386255000136,2045.4221349,2046.4218686000095,"[0, 0, 0]",1,2044.437649200001,2046.438539100025,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,4,4,4,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2046.4555516000255,2048.4563433000003,2046.4555516000255,2047.4558598000149,2047.4393939000147,2048.439692200016,"[0, 0, 0]",1,2046.4555516000255,2048.4563433000003,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,5,5,5,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2048.4729067000153,2050.473782300018,2048.4729067000153,2049.473630100023,2049.4567316000175,2050.4573740000196,"[0, 0, 0]",0,2048.4729067000153,2050.473782300018,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,6,6,6,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2050.490588900022,2052.491690200026,2050.490588900022,2051.4915493000008,2051.474391800002,2052.47478270001,"[0, 0, 0]",1,2050.490588900022,2052.491690200026,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,7,7,7,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2052.5084191000205,2054.509437200002,2052.5084191000205,2053.508820200019,2053.492414700013,2054.492891300004,"[0, 0, 0]",1,2052.5084191000205,2054.509437200002,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,8,8,8,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2054.5260394000215,2056.5269881000277,2054.5260394000215,2055.5267439000017,2055.5100787000265,2056.510340400011,"[0, 0, 0]",1,2054.5260394000215,2056.5269881000277,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,9,9,9,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2056.5437638000003,2058.544470600027,2056.5437638000003,2057.5441094000125,2057.5279162000224,2058.5281358000066,"[0, 0, 0]",1,2056.5437638000003,2058.544470600027,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,10,10,10,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2058.5612165000057,2060.5622448000067,2058.5612165000057,2059.5618030000187,2059.5451253000065,2060.545630000008,"[0, 0, 0]",0,2058.5612165000057,2060.5622448000067,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,11,11,11,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2060.5790508000064,2062.5800753000076,2060.5790508000064,2061.5795942000113,2061.5627066000015,2062.563458700024,"[0, 0, 0]",1,2060.5790508000064,2062.5800753000076,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,12,12,12,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2062.596851900016,2064.59776970002,2062.596851900016,2063.5973930000036,2063.5806118000182,2064.5811761000077,"[0, 0, 0]",1,2062.596851900016,2064.59776970002,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,13,13,13,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2064.61415400001,2066.615396100009,2064.61415400001,2065.6147515000193,2065.5986026000173,2066.598627200001,"[0, 0, 0]",0,2064.61415400001,2066.615396100009,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
8,"[0, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,14,14,14,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2066.632660300005,2068.6331004000094,2066.632660300005,2067.6329272000003,2067.6159427000093,2068.6164766,"[0, 0, 0]",1,2066.632660300005,2068.6331004000094,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,15,15,15,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2068.6496688000043,2070.650764900027,2068.6496688000043,2069.6501479000144,2069.63367760001,2070.634126800025,"[0, 0, 0]",1,2068.6496688000043,2070.650764900027,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
9,"[0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,16,16,16,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2070.6676418000134,2072.6684938000108,2070.6676418000134,2071.668032000016,2071.6535259000084,2072.6684938000108,"[0, 0, 0]",1,2070.6676418000134,2072.6684938000108,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
1,"[-0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,17,17,17,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2072.684833700012,2074.686238000024,2072.684833700012,2073.685753800004,2073.669282000017,2074.669559700007,"[0, 0, 0]",1,2072.684833700012,2074.686238000024,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,18,18,18,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2074.7028575000004,2076.7037748000002,2074.7028575000004,2075.7034883000015,2075.686489200016,2076.6868496000243,"[0, 0, 0]",1,2074.7028575000004,2076.7037748000002,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,19,19,19,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2076.7205947000184,2078.7215492000105,2076.7205947000184,2077.7208565000037,2077.704157900007,2078.704823600012,"[0, 0, 0]",1,2076.7205947000184,2078.7215492000105,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
3,"[0.2, 0.2]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,20,20,20,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2078.7381802000164,2080.7394467000267,2078.7381802000164,2079.7389735000033,2079.722499400028,2080.7225660000113,"[0, 0, 0]",0,2078.7381802000164,2080.7394467000267,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,21,21,21,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2080.7555865000177,2082.756917200022,2080.7555865000177,2081.7562145000265,2081.7397091000166,2082.7399873000104,"[0, 0, 0]",1,2080.7555865000177,2082.756917200022,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,22,22,22,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2082.7734617000096,2084.7746223000286,2082.7734617000096,2083.7741841000097,2083.7572658999998,2084.757803500019,"[0, 0, 0]",1,2082.7734617000096,2084.7746223000286,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,23,23,23,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2084.7918472000165,2086.7923463000043,2084.7918472000165,2085.7916947000194,2085.7751035000256,2086.775531900028,"[0, 0, 0]",0,2084.7918472000165,2086.7923463000043,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,24,24,24,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2086.809016300016,2088.809895800019,2086.809016300016,2087.8097078000137,2087.792790000007,2088.7933869000117,"[0, 0, 0]",1,2086.809016300016,2088.809895800019,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
5,"[0, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,25,25,25,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2088.8264114000194,2090.8275180000055,2088.8264114000194,2089.8270240000274,2089.81045010002,2090.8108047000133,"[0, 0, 0]",1,2088.8264114000194,2090.8275180000055,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
2,"[0, 0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,26,26,26,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2090.844546700013,2092.8452249000256,2090.844546700013,2091.844939500006,2091.8283461000246,2092.8285678000248,"[0, 0, 0]",1,2090.844546700013,2092.8452249000256,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,27,27,27,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2092.8626010000007,2094.8630951000086,2092.8626010000007,2093.8624050000217,2093.8457998000085,2094.846682100004,"[0, 0, 0]",1,2092.8626010000007,2094.8630951000086,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
7,"[-0.2, -0.2]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,28,28,28,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2094.879594100028,2096.880432200007,2094.879594100028,2095.88010770001,2095.863237100013,2096.864203300007,"[0, 0, 0]",1,2094.879594100028,2096.880432200007,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",1.0,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,29,29,29,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2096.897424500028,2098.8981010999996,2096.897424500028,2097.897665800003,2097.8810819000064,2098.881677200028,"[0, 0, 0]",0,2096.897424500028,2098.8981010999996,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
6,"[0.2, 0]",None,stimuli/orders/stimOrder1.xlsx,,,,,,,,,0,30,30,30,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2098.9150044000125,2100.916235300014,2098.9150044000125,2099.916222300002,2099.8990703000163,2100.899073000008,"[0, 0, 0]",1,2098.9150044000125,2100.916235300014,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1448,WASABI distractmap,2020.2.10,59.79752557858937,"['Left Arm', 'Left Face', 'Right Arm', 'Right Face']",
