	onset	duration	rt	response	correct	bodySite	temperature	condition
0	7190.377449399995	1.9834716599725652			1.0	Chest	46.0	1back
1	7192.361966900004	2.0096335799898952			0.0	Chest	46.0	1back
2	7194.361938699993	2.007969280006364			0.0	Chest	46.0	1back
3	7196.361969499994	2.0079627800150774			0.0	Chest	46.0	1back
4	7198.413171499997	1.962701640004525			0.0	Chest	46.0	1back
5	7200.378770799987	2.0114256799861323			0.0	Chest	46.0	1back
6	7202.378746400005	2.0073208800167777			0.0	Chest	46.0	1back
7	7204.378632999986	2.006757180002751			0.0	Chest	46.0	1back
8	7206.3786808	2.0071769800269976			0.0	Chest	46.0	1back
9	7208.3787916	2.0073132799880113			0.0	Chest	46.0	1back
10	intensity: 	50.0						
11	7230.411046299996	1.9821962599817198			1.0	Chest	46.0	1back
12	7232.395843999984	2.008294479979668			0.0	Chest	46.0	1back
13	7234.395621200005	2.0082206800288986			0.0	Chest	46.0	1back
14	7236.395623499993	2.0082518800045364			0.0	Chest	46.0	1back
15	7238.446344800002	1.9548209400090855			0.0	Chest	46.0	1back
16	7240.4122766999935	2.0117942800279707			0.0	Chest	46.0	1back
17	7242.4123844999995	2.0071607799909543			0.0	Chest	46.0	1back
18	7244.412323600001	2.007473480014596			0.0	Chest	46.0	1back
19	7246.412383699993	2.007439480017638			0.0	Chest	46.0	1back
20	7248.412393699982	2.007500479987357			0.0	Chest	46.0	1back
21	intensity: 	50.0						
22	7270.444738499995	1.9672612799913622			1.0	Chest	46.0	1back
23	7272.429286600003	2.0096402800118085			0.0	Chest	46.0	1back
24	7274.429281799996	2.0079461799759883			0.0	Chest	46.0	1back
25	7276.4293206	2.0078067800204735			0.0	Chest	46.0	1back
26	7278.479965299979	1.9607983400055673			0.0	Chest	46.0	1back
27	7280.445961099991	2.0113776799698826			0.0	Chest	46.0	1back
28	7282.4460259999905	2.007756379985949			0.0	Chest	46.0	1back
29	7284.446039600007	2.0076357800280675			0.0	Chest	46.0	1back
30	7286.446010299987	2.0076678800105583			0.0	Chest	46.0	1back
31	7288.4460198000015	2.007329780026339			0.0	Chest	46.0	1back
32	intensity: 	50.0						
33	7310.478382899979	1.9673908799886703			1.0	Chest	46.0	1back
34	7312.462987299979	2.009101580013521			0.0	Chest	46.0	1back
35	7314.463028600003	2.0086950800032355			0.0	Chest	46.0	1back
36	7316.463037799986	2.0085864799912088			0.0	Chest	46.0	1back
37	7318.5135582000075	1.9594202200241853			0.0	Chest	46.0	1back
38	7320.479672499991	2.011504080001032			0.0	Chest	46.0	1back
39	7322.4796858000045	2.007575680006994			0.0	Chest	46.0	1back
40	7324.479676499992	2.008028979995288			0.0	Chest	46.0	1back
41	7326.479689300002	2.0082708800327964			0.0	Chest	46.0	1back
42	7328.47970679999	2.008204180019675			0.0	Chest	46.0	1back
43	intensity: 	50.0						
44	7348.045332799986	1.9794825600110926			1.0	Chest	46.0	2back
45	7350.0298817	2.009432380000362			1.0	Chest	46.0	2back
46	7352.046593499981	2.0119762800168246			0.0	Chest	46.0	2back
47	7354.063215400005	2.0118960800464265			0.0	Chest	46.0	2back
48	7356.130446800002	1.9572940399812069			0.0	Chest	46.0	2back
49	7358.096605300001	2.011389980005333			0.0	Chest	46.0	2back
50	7360.113256499986	2.012026979995426			0.0	Chest	46.0	2back
51	7362.130011200003	2.0116073800309096			0.0	Chest	46.0	2back
52	7364.14669709999	2.012021280010231			0.0	Chest	46.0	2back
53	7366.163359700004	2.011877879995154			0.0	Chest	46.0	2back
54	intensity:	50.0						
55	7388.212379899982	1.9782319600053597			1.0	Chest	46.0	2back
56	7390.196868900006	2.0094778799975757			1.0	Chest	46.0	2back
57	7392.2135442	2.0119318799988832			0.0	Chest	46.0	2back
58	7394.2302469999995	2.0113609799882397			0.0	Chest	46.0	2back
59	7396.28084219998	1.9734874399728142			0.0	Chest	46.0	2back
60	7398.263602999999	2.0112627800263			0.0	Chest	46.0	2back
61	7400.280262699991	2.0116296800260898			0.0	Chest	46.0	2back
62	7402.297050399997	2.011645079997834			0.0	Chest	46.0	2back
63	7404.313679999992	2.0116295800253283			0.0	Chest	46.0	2back
64	7406.330293000006	2.01181858003838			0.0	Chest	46.0	2back
65	intensity:	50.0						
66	7428.379311800003	1.979262060020119			1.0	Chest	46.0	2back
67	7430.363815799996	2.0093180799740367			1.0	Chest	46.0	2back
68	7432.380538199999	2.0116930800140835			0.0	Chest	46.0	2back
69	7434.397172700003	2.011877379991347			0.0	Chest	46.0	2back
70	7436.481192899984	1.9492906000232324			0.0	Chest	46.0	2back
71	7438.430496899993	2.0113044799945783			0.0	Chest	46.0	2back
72	7440.4472138999845	2.011786280054366			0.0	Chest	46.0	2back
73	7442.464016199985	2.0102195799991023			0.0	Chest	46.0	2back
74	7444.4807137000025	2.0116993799747434			0.0	Chest	46.0	2back
75	7446.4973184999835	2.0117798800347373			0.0	Chest	46.0	2back
76	intensity:	50.0						
77	7468.546313500003	1.979508860007627			1.0	Chest	46.0	2back
78	7470.530756599997	2.0097052799828816			1.0	Chest	46.0	2back
79	7472.547509299999	2.0116372799675446			0.0	Chest	46.0	2back
80	7474.564190699981	2.011804080015281			0.0	Chest	46.0	2back
81	7476.631353300007	1.953186739992816			0.0	Chest	46.0	2back
