	onset	duration	rt	response	correct	attempt	condition
0	119.51765439996962	1.9713552399771288			1.0	0.0	2back
1	121.50876469997456	2.006129770015832			1.0	0.0	2back
2	123.52657370001543	2.0111627700389363			0.0	0.0	2back
3	125.54398419999052	2.0111455700243823	[0.0, 0.0, 0.7515658999909647]	2.0	1.0	0.0	2back
4	127.56191409996245	2.0115759700420313	[0.0, 0.0, 0.4693699000054039]	2.0	1.0	0.0	2back
5	129.5790382999694	2.0096572700422257	[0.0, 0.0, 0.4516386999748647]	2.0	1.0	0.0	2back
6	131.5969501999789	2.0090294699766673	[0.0, 0.0, 0.7519879000028595]	2.0	1.0	0.0	2back
7	133.61455319996458	2.0100370700238273	[0.0, 0.0, 0.7193086000042967]	2.0	1.0	0.0	2back
8	135.63204130000668	2.00933317001909	[0.0, 0.0, 0.6195327999885194]	2.0	0.0	0.0	2back
9	137.6503859999939	2.0111110699363053	[0.0, 0.0, 0.5186180000309832]	2.0	1.0	0.0	2back
10	139.66797439998481	2.0111400700407103	[0.0, 0.0, 0.6028414000174962]	2.0	1.0	0.0	2back
11	141.68548099999316	2.0057272700360045	[0.40362029999960214, 0.0, 0.0]	0.0	1.0	0.0	2back
12	143.70282910001697	2.0120982700027525	[0.0, 0.0, 0.4700059999595396]	2.0	1.0	0.0	2back
13	145.720505699981	2.01231437001843	[0.0, 0.0, 0.53720170003362]	2.0	1.0	0.0	2back
14	147.7381958999904	2.0109778699697927	[0.0, 0.0, 0.5511913999798708]	2.0	1.0	0.0	2back
15	149.7559219999821	2.0116325700073503	[0.0, 0.0, 0.5520240000332706]	2.0	1.0	0.0	2back
16	151.77371889998903	2.009466470044572	[0.0, 0.0, 0.5680958000011742]	2.0	1.0	0.0	2back
17	153.79221230000257	2.0121241699671373	[0.0, 0.0, 0.6539115000050515]	2.0	1.0	0.0	2back
18	155.8094909999636	2.012131369963754	[0.41842850000830367, 0.0, 0.0]	0.0	1.0	0.0	2back
19	157.82656269997824	2.0117537699989043	[0.0, 0.0, 0.4382861999911256]	2.0	1.0	0.0	2back
20	159.84419490001164	2.011346469982527	[0.0, 0.0, 0.5220048999763094]	2.0	1.0	0.0	2back
21	161.86190369998803	2.011584669991862	[0.0, 0.0, 0.6221146999741904]	2.0	0.0	0.0	2back
22	163.8798681999906	2.007709869998507	[0.0, 0.0, 0.9521845999988727]	2.0	1.0	0.0	2back
23	165.89749629999278	2.009372170025017	[0.0, 0.0, 0.45518709998577833]	2.0	1.0	0.0	2back
24	167.91513410001062	2.009517370024696	[0.0, 0.0, 0.4020748999901116]	2.0	1.0	0.0	2back
25	169.93304959998932	2.0067345700226724	[0.0, 0.0, 0.7538129999884404]	2.0	1.0	0.0	2back
26	171.95094529999187	2.0100046700099483	[0.0, 0.0, 0.6030419000308029]	2.0	0.0	0.0	2back
27	173.96816180000314	2.0124036699999124	[0.0, 0.0, 0.3524673000210896]	2.0	1.0	0.0	2back
28	175.98563409998314	2.011537570040673	[0.0, 0.0, 0.6880348000559025]	2.0	1.0	0.0	2back
29	178.00480830000015	2.0120544700184837	[0.0, 0.0, 0.6361780000152066]	2.0	1.0	0.0	2back
30	score: 	86.66666666666667					
