square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,,,,,19.780207799980417,None,20.812601900077425,None,20.812601900077425,21.813960000057705,21.797236300073564,None,1,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,20.812601900077425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
6,"[0.2, 0]",1,0,1,1,1,,,,,,,22.797306300024502,None,22.797306300024502,23.79737689998001,23.780620399978943,24.780613900045864,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,22.797306300024502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
2,"[0, 0.2]",0,0,2,2,2,,,,,,,24.79731040005572,None,24.79731040005572,25.797321900026873,25.780675600050017,26.780657700030133,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,24.79731040005572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
9,"[0.2, -0.2]",0,0,3,3,3,,,,,,,26.79736279998906,None,26.79736279998906,27.79734550009016,27.78063850000035,28.780597700038925,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,26.79736279998906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
9,"[0.2, -0.2]",1,0,4,4,4,,,,,,,28.79734940000344,None,28.79734940000344,29.79735700006131,29.78066970000509,30.780617300071754,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,28.79734940000344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
6,"[0.2, 0]",0,0,5,5,5,,,,,,,30.797345000086352,None,30.797345000086352,31.797365900012664,31.780654400005005,32.78069250006229,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,30.797345000086352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
4,"[-0.2, 0]",0,0,6,6,6,,,,,,,32.797317299991846,None,32.797317299991846,33.79739940003492,33.780703100026585,34.78068590001203,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,32.797317299991846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
3,"[0.2, 0.2]",0,0,7,7,7,,,,,,,34.797372900065966,None,34.797372900065966,35.79740020004101,35.78072829998564,36.780702400021255,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,34.797372900065966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
3,"[0.2, 0.2]",1,0,8,8,8,,,,,,,36.79736199998297,None,36.79736199998297,37.7974279000191,37.780728599987924,38.78072090004571,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,36.79736199998297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
8,"[0, -0.2]",0,0,9,9,9,,,,,,,38.79742640000768,None,38.79742640000768,39.79741310002282,39.780759699991904,40.78076400002465,0,-0.08194444444444444,0.13472222222222222,"[0, 0, 0]",0,0,38.79742640000768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1327,distractmap,2020.2.10,59.966922231183275,['Abdomen'],
