square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
3,"[0.2, 0.2]",0.0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",230.38115339999786,232.38200610000058,230.38115339999786,231.3813678000006,231.36493229999905,232.36539360001916,"[0, 0, 0]",1,230.38115339999786,232.38200610000058,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
6,"[0.2, 0]",1.0,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",232.3987909000134,234.39993600000162,232.3987909000134,233.39920840002014,233.38237380000646,234.3830060000182,"[0, 0, 0]",0,232.3987909000134,234.39993600000162,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
5,"[0, 0]",0.0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",234.41626870000619,236.41733340002247,234.41626870000619,235.41684370001894,235.40052789999754,236.40092970000114,"[0, 0, 0]",1,234.41626870000619,236.41733340002247,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",236.43403210001998,238.43521820000024,236.43403210001998,237.43466820000322,237.41771300000255,238.41825960000278,"[0, 0, 0]",1,236.43403210001998,238.43521820000024,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
5,"[0, 0]",1.0,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",238.4515711000131,240.4527250000101,238.4515711000131,239.45206790001248,239.43572340000537,240.43609970001853,"[0, 0, 0]",0,238.4515711000131,240.4527250000101,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
1,"[-0.2, 0.2]",0.0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",240.46956230001524,242.47029680002015,240.46956230001524,241.46997490001377,241.45312660001218,242.4541819000151,"[0, 0, 0]",1,240.46956230001524,242.47029680002015,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",242.48724310001126,244.48818899999605,242.48724310001126,243.48771549999947,243.47081430000253,244.47137290000683,"[0, 0, 0]",1,242.48724310001126,244.48818899999605,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
9,"[0.2, -0.2]",0.0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",244.5048051000049,246.5057577000116,244.5048051000049,245.50519050000003,245.48883410001872,246.4892887000169,"[0, 0, 0]",1,244.5048051000049,246.5057577000116,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
3,"[0.2, 0.2]",0.0,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",246.5224634000042,248.5233671000169,246.5224634000042,247.52308500002255,247.50626910000574,248.50666569999885,"[0, 0, 0]",1,246.5224634000042,248.5233671000169,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
9,"[0.2, -0.2]",1.0,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",248.54000020000967,250.54100769999786,248.54000020000967,249.54049400001531,249.52421770000365,250.52442580001662,"[0, 0, 0]",0,248.54000020000967,250.54100769999786,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
6,"[0.2, 0]",0.0,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",250.5580993000185,252.55905569999595,250.5580993000185,251.55852859999868,251.54150600000867,252.5420207999996,"[0, 0, 0]",1,250.5580993000185,252.55905569999595,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
2,"[0, 0.2]",0.0,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",252.5753825000138,254.5764138000086,252.5753825000138,253.57614069999545,253.55952140002046,254.56003650001367,"[0, 0, 0]",1,252.5753825000138,254.5764138000086,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
5,"[0, 0]",0.0,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",254.59335040001315,256.5944157000049,254.59335040001315,255.5939399000199,255.57686980001745,256.57743560001836,"[0, 0, 0]",1,254.59335040001315,256.5944157000049,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.61077280002064,None,space,256.61077280002064,None,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1432,WASABI distractmap,2020.2.10,59.79638136407722,"['Right Leg', 'Right Face', 'Left Arm', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,282.94042500000796,None,283.9430618000042,None,283.9430618000042,284.9583337000222,284.9416112000181,None,1,None,None,"[0, 0, 0]",,,283.9430618000042,None,,,,,,,,,,,,,,,,,,,273.8448902000091,273.8448902000091,None,space,2.3646797999972478,273.8448902000091,None,"[0, 0, 0]",,,,,,,,,,,,
