square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,,,,,20.663392600021325,None,21.69567459996324,None,21.69567459996324,22.69696450000629,22.680370699963532,None,1,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,21.69567459996324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
6,"[0.2, 0]",1,0,1,1,1,,,,,,,23.68039609992411,None,23.68039609992411,24.680483300006017,24.663726400001906,25.663665700005367,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,23.68039609992411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
2,"[0, 0.2]",0,0,2,2,2,,,,,,,25.6805131000001,None,25.6805131000001,26.68043199996464,26.6637748000212,27.66372870001942,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,25.6805131000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
9,"[0.2, -0.2]",0,0,3,3,3,,,,,,,27.680566899944097,None,27.680566899944097,28.68047999998089,28.663790500024334,29.66373679996468,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,27.680566899944097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
9,"[0.2, -0.2]",1,0,4,4,4,,,,,,,29.680490899947472,None,29.680490899947472,30.68039510003291,30.663798399968073,31.66377199999988,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,29.680490899947472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
6,"[0.2, 0]",0,0,5,5,5,,,,,,,31.680446399957873,None,31.680446399957873,32.68050779995974,32.66382569994312,33.66383019997738,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,31.680446399957873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
4,"[-0.2, 0]",0,0,6,6,6,,,,,,,33.680469600018114,None,33.680469600018114,34.68050649994984,34.66367809998337,35.66381850000471,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,33.680469600018114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
3,"[0.2, 0.2]",0,0,7,7,7,,,,,,,35.68051169998944,None,35.68051169998944,36.68052589998115,36.66385349992197,37.663857299950905,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,35.68051169998944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
3,"[0.2, 0.2]",1,0,8,8,8,,,,,,,37.68049429997336,None,37.68049429997336,38.68053020001389,38.663896600017324,39.663818300003186,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,37.68049429997336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
8,"[0, -0.2]",0,0,9,9,9,,,,,,,39.680561600020155,None,39.680561600020155,40.680582999950275,40.66386989993043,41.663924299995415,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,39.680561600020155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
1,"[-0.2, 0.2]",0,0,10,10,10,,,,,,,41.68042400002014,None,41.68042400002014,42.68056849995628,42.66393819998484,43.66389959992375,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,41.68042400002014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
2,"[0, 0.2]",0,0,11,11,11,,,,,,,43.68054590001702,None,43.68054590001702,44.68057600001339,44.66390789998695,45.66394420003053,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,43.68054590001702,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
4,"[-0.2, 0]",0,0,12,12,12,,,,,,,45.680599999963306,None,45.680599999963306,46.68062290002126,46.6639651999576,47.663953299983405,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,45.680599999963306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
4,"[-0.2, 0]",1,0,13,13,13,,,,,,,47.680601299973205,None,47.680601299973205,48.680621100007556,48.66397559992038,49.663774300017394,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,47.680601299973205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
8,"[0, -0.2]",0,0,14,14,14,,,,,,,49.68060770002194,None,49.68060770002194,50.680620400002226,50.6637651999481,51.66395159997046,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,49.68060770002194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
5,"[0, 0]",0,0,15,15,15,,,,,,,51.68065569992177,None,51.68065569992177,52.68060560000595,52.663931499933824,53.66395860002376,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,51.68065569992177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
5,"[0, 0]",1,0,16,16,16,,,,,,,53.68069760000799,None,53.68069760000799,54.68060590000823,54.66404980001971,55.66397460002918,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,53.68069760000799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
1,"[-0.2, 0.2]",0,0,17,17,17,,,,,,,55.68067649996374,None,55.68067649996374,56.68062499992084,56.66405110002961,57.66406670003198,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,55.68067649996374,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
3,"[0.2, 0.2]",0,0,18,18,18,,,,,,,57.680693299975246,None,57.680693299975246,58.6807510999497,58.66401499998756,59.664028899976984,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,57.680693299975246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
6,"[0.2, 0]",0,0,19,19,19,,,,,,,59.68067719996907,None,59.68067719996907,60.680716799921356,60.66400180000346,61.66404429997783,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,59.68067719996907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
1,"[-0.2, 0.2]",0,0,20,20,20,,,,,,,61.680724399979226,None,61.680724399979226,62.68069079995621,62.66402979998384,63.664137099985965,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,61.680724399979226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
1,"[-0.2, 0.2]",1,0,21,21,21,,,,,,,63.68076040002052,None,63.68076040002052,64.68064639996737,64.6640999999363,65.66408769995905,0,-0.0125,0.28194444444444444,"[0, 0, 0]",0,0,63.68076040002052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1203,distractmap,2020.2.10,59.66654756327341,['Abdomen'],
