square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
8,"[0, -0.2]",0.0,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",144.66071530000772,146.661877800012,144.66071530000772,145.66121719998773,145.6445644000196,146.64509910001652,"[0, 0, 0]",1,144.66071530000772,146.661877800012,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
6,"[0.2, 0]",0.0,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",146.67845940002007,148.67938859999413,146.67845940002007,147.67898470000364,147.66225340001984,148.6627781999996,"[0, 0, 0]",1,146.67845940002007,148.67938859999413,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
3,"[0.2, 0.2]",0.0,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",148.69614130002446,150.69718870002544,148.69614130002446,149.69673830003012,149.68006179999793,150.68043050001143,"[0, 0, 0]",1,148.69614130002446,150.69718870002544,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
6,"[0.2, 0]",1.0,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",150.7137227000203,152.7148445000057,150.7137227000203,151.71441519999644,151.6976749000023,152.69810009998037,"[0, 0, 0]",1,150.7137227000203,152.7148445000057,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
5,"[0, 0]",0.0,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",152.7314894000301,154.73244940000586,152.7314894000301,153.73191510001197,153.71529720001854,154.71593850001227,"[0, 0, 0]",1,152.7314894000301,154.73244940000586,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",154.74912440002663,156.75011419999646,154.74912440002663,155.74964990001172,155.73297230002936,156.73344610002823,"[0, 0, 0]",1,154.74912440002663,156.75011419999646,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
5,"[0, 0]",1.0,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",156.7667687999783,158.76781240000855,156.7667687999783,157.76750950003043,157.7509418000118,158.75119580002502,"[0, 0, 0]",1,156.7667687999783,158.76781240000855,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
1,"[-0.2, 0.2]",0.0,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",158.7845001000096,160.7854502000264,158.7845001000096,159.78501839999808,159.7684006000054,160.76886459998786,"[0, 0, 0]",1,158.7845001000096,160.7854502000264,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",160.80215619999217,162.80336920003174,160.80215619999217,161.80265800002962,161.78601739997976,162.78657579998253,"[0, 0, 0]",1,160.80215619999217,162.80336920003174,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
9,"[0.2, -0.2]",0.0,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",162.82001670001773,164.82095949997893,162.82001670001773,163.82032599998638,163.8036829000339,164.80419890000485,"[0, 0, 0]",1,162.82001670001773,164.82095949997893,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
3,"[0.2, 0.2]",0.0,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",164.8374668000033,166.83846609998727,164.8374668000033,165.83797569997841,165.8213906000019,166.8218951000017,"[0, 0, 0]",1,164.8374668000033,166.83846609998727,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
9,"[0.2, -0.2]",1.0,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",166.85512950003613,168.8561856999877,166.85512950003613,167.8557349999901,167.83907230000477,168.83945040003164,"[0, 0, 0]",1,166.85512950003613,168.8561856999877,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
6,"[0.2, 0]",0.0,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",168.87291989999358,170.87383350002347,168.87291989999358,169.87335690000327,169.85674309998285,170.8572589000105,"[0, 0, 0]",1,168.87291989999358,170.87383350002347,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
2,"[0, 0.2]",0.0,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",170.89051880000625,172.89163050003117,170.89051880000625,171.8911391000147,171.8743549999781,172.87493759999052,"[0, 0, 0]",1,170.89051880000625,172.89163050003117,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
5,"[0, 0]",0.0,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",172.90821730002062,174.90918150002835,172.90821730002062,173.9086959999986,173.89203079999425,174.89250399998855,"[0, 0, 0]",1,172.90821730002062,174.90918150002835,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.93370659998618,None,space,174.93370659998618,None,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
4,"[-0.2, 0]",None,stimuli/orders/stimOrder3.xlsx,,,,,0,0,0,0,,,,,0,0,0,1,268.99938639998436,None,270.00786180002615,None,270.00786180002615,271.00750010000775,271.00750010000775,None,1,None,None,"[0, 0, 0]",,,270.00786180002615,None,,,,,,,,,,,,,,,,,,,250.87578260002192,250.87578260002192,None,space,6.627589699986856,250.87578260002192,None,"[0, 0, 0]",,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
7,"[-0.2, -0.2]",0.0,stimuli/orders/stimOrder3.xlsx,,,,,0,1,1,1,,,,,0,0,0,1,,,272.00789980002446,272.00789980002446,272.00789980002446,273.00856530002784,272.9918553000316,273.99221510003554,1,None,None,"[0, 0, 0]",,,272.00789980002446,272.00789980002446,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
7,"[-0.2, -0.2]",1.0,stimuli/orders/stimOrder3.xlsx,,,,,0,2,2,2,,,,,0,0,0,1,,,274.00904159998754,274.00904159998754,274.00904159998754,275.0093974000192,274.9927094000159,275.99331280001206,1,None,None,"[0, 0, 0]",,,274.00904159998754,274.00904159998754,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
4,"[-0.2, 0]",0.0,stimuli/orders/stimOrder3.xlsx,,,,,0,3,3,3,,,,,0,0,0,1,,,276.00990489998367,276.00990489998367,276.00990489998367,277.01044310000725,276.9937730000238,277.9943793999846,1,None,None,"[0, 0, 0]",,,276.00990489998367,276.00990489998367,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
8,"[0, -0.2]",0.0,stimuli/orders/stimOrder3.xlsx,,,,,0,4,4,4,,,,,0,0,0,1,,,278.01098979997914,278.01098979997914,278.01098979997914,279.0114593000035,278.9947416000068,279.9952437999891,1,None,None,"[0, 0, 0]",,,278.01098979997914,278.01098979997914,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
4,"[-0.2, 0]",0.0,stimuli/orders/stimOrder3.xlsx,,,,,0,5,5,5,,,,,0,0,0,1,,,280.01186889997916,280.01186889997916,280.01186889997916,281.01247200003127,280.9957391000353,281.99633530003484,1,None,None,"[0, 0, 0]",,,280.01186889997916,280.01186889997916,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
7,"[-0.2, -0.2]",0.0,stimuli/orders/stimOrder3.xlsx,,,,,0,6,6,6,,,,,0,0,0,1,,,282.0129108999972,282.0129108999972,282.0129108999972,283.0135166000109,282.996850800002,283.9972703999956,1,None,None,"[0, 0, 0]",,,282.0129108999972,282.0129108999972,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
,,,stimuli/orders/stimOrder3.xlsx,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.574074074074076,273.8629121600534,,,999,m,2,99,r,TEST,2021_Aug_08_1847,WASABI distractmap,2020.2.10,59.86299753205142,"['Left Arm', 'Chest', 'Right Arm', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01253563998034224,None,,,,,,,,,,,,
