runSeq,moviefile,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,movie.started,movie.stopped,fix_cross.started,fix_cross.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,33.26673440000741,None,space,4.224798699986422,33.26673440000741,None,,,,,00006,m,20,r,MH,2023_Jan_13_1701,Hyperalignment,2020.2.10,60.004056270163375,
"[OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-Of-Few\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-Of-Few\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])]",c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-Of-Few\WASABI hyperalignment\stimuli\videos\kungfury.mp4,0,0,0,0,0,0,0,0,,,,,,,64.99295440001879,None,,,00006,m,20,r,MH,2023_Jan_13_1701,Hyperalignment,2020.2.10,60.004056270163375,
"[OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-Of-Few\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-Of-Few\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])]",c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-Of-Few\WASABI hyperalignment\stimuli\videos\01_Inscapes_NoScannerSound_h264.wmv,0,0,0,0,0,1,1,1,,,,,,,1987.4801607000118,None,,,00006,m,20,r,MH,2023_Jan_13_1701,Hyperalignment,2020.2.10,60.004056270163375,
,,,,,,,,,,,,,,,,,,2443.168427700002,None,00006,m,20,r,MH,2023_Jan_13_1701,Hyperalignment,2020.2.10,60.004056270163375,
