square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt_left,response_2.rt_right,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation_rest.started,fixation_rest.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",177.00954300002195,179.00955360010266,177.00954300002195,178.0095663999673,177.99288680008613,178.99288500007242,"[0, 0, 0]",0,177.00954300002195,179.00955360010266,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",179.0262354000006,181.02626010007225,179.0262354000006,180.02625029999763,180.00957039999776,181.00959110003896,"[0, 0, 0]",0,179.0262354000006,181.02626010007225,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",181.0429028000217,183.04293690016493,181.0429028000217,182.04292850010097,182.02626770013012,183.0262698000297,"[0, 0, 0]",0,181.0429028000217,183.04293690016493,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",183.05959099996835,185.05962070007809,183.05959099996835,184.0595992000308,184.0429393001832,185.04295310005546,"[0, 0, 0]",1,183.05959099996835,185.05962070007809,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",185.07629280001856,187.076309800148,185.07629280001856,186.07629940006882,186.05963330017403,187.05962880002335,"[0, 0, 0]",1,185.07629280001856,187.076309800148,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",187.09297120012343,189.0929841999896,187.09297120012343,188.09297390002757,188.07630309998058,189.07632290013134,"[0, 0, 0]",1,187.09297120012343,189.0929841999896,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",189.1096560000442,191.1096634999849,189.1096560000442,190.1096636999864,190.0930926001165,191.09301099996082,"[0, 0, 0]",1,189.1096560000442,191.1096634999849,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",191.12633620016277,193.1263508000411,191.12633620016277,192.12629070016555,192.10962830018252,193.10968200000934,"[0, 0, 0]",1,191.12633620016277,193.1263508000411,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",193.14301520003937,195.14302169997245,193.14301520003937,194.1430361000821,194.12635889998637,195.12635560007766,"[0, 0, 0]",1,193.14301520003937,195.14302169997245,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",195.15970279998146,197.15971240005456,195.15970279998146,196.1596999000758,196.1430375999771,197.14304890017956,"[0, 0, 0]",1,195.15970279998146,197.15971240005456,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",197.17638740013354,199.1763924001716,197.17638740013354,198.17639440018684,198.1597150999587,199.15972850006074,"[0, 0, 0]",1,197.17638740013354,199.1763924001716,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",199.19306330010295,201.19308760017157,199.19306330010295,200.19314109999686,200.17641630000435,201.17641720012762,"[0, 0, 0]",1,199.19306330010295,201.19308760017157,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,22,22,22,,,None,None,"[0, 0, 0]",201.2097497000359,203.20975320017897,201.2097497000359,202.2097479000222,202.1930888001807,203.1931219000835,"[0, 0, 0]",1,201.2097497000359,203.20975320017897,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,23,23,23,,,None,None,"[0, 0, 0]",203.22643070016056,205.22645370010287,203.22643070016056,204.22644959995523,204.21004420006648,205.20977049996145,"[0, 0, 0]",1,203.22643070016056,205.22645370010287,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,24,24,24,,,None,None,"[0, 0, 0]",205.24315560003743,207.24322300008498,205.24315560003743,206.24312810017727,206.22644979995675,207.22646120004356,"[0, 0, 0]",1,205.24315560003743,207.24322300008498,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",0,0,25,25,25,,,None,None,"[0, 0, 0]",207.25979220005684,209.2598103999626,207.25979220005684,208.25981079996563,208.24315110011958,209.24314939999022,"[0, 0, 0]",1,207.25979220005684,209.2598103999626,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",1,0,26,26,26,,,None,None,"[0, 0, 0]",209.27648780005984,211.27649160008878,209.27648780005984,210.27648470015265,210.25981880002655,211.2598381000571,"[0, 0, 0]",1,209.27648780005984,211.27649160008878,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",0,0,27,27,27,,,None,None,"[0, 0, 0]",211.29316840018146,213.29318769997917,211.29316840018146,212.29318130016327,212.27651090011932,213.27650559996255,"[0, 0, 0]",1,211.29316840018146,213.29318769997917,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
2,"[0, 0.2]",0,0,28,28,28,,,None,None,"[0, 0, 0]",213.30985690001398,215.30986170005053,213.30985690001398,214.30985060008243,214.2931848000735,215.29324190015905,"[0, 0, 0]",1,213.30985690001398,215.30986170005053,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,29,29,29,,,None,None,"[0, 0, 0]",215.32652240013704,217.32654640008695,215.32652240013704,216.32653960003518,216.3098779001739,217.30988329998218,"[0, 0, 0]",1,215.32652240013704,217.32654640008695,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
,,,,,,,,,,,,,,,,,,,,,,,,217.34321620012634,None,space,217.34321620012634,None,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",None,0,0,0,0,282.2937503999565,None,None,None,"[0, 0, 0]",283.3104277001694,None,283.3104277001694,284.31043760012835,284.29376080003567,285.2937662000768,"[0, 0, 0]",1,283.3104277001694,None,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",285.31044300016947,287.3104656999931,285.31044300016947,286.31045210012235,286.29380590002984,287.2937933001667,"[0, 0, 0]",1,285.31044300016947,287.3104656999931,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",287.3271483001299,289.3271612999961,287.3271483001299,288.32748530013487,288.3105604001321,289.3104934000876,"[0, 0, 0]",1,287.3271483001299,289.3271612999961,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",289.3438132000156,291.3438266001176,289.3438132000156,290.34382560011,290.32716940017417,291.3271524000447,"[0, 0, 0]",1,289.3438132000156,291.3438266001176,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",291.36050040018745,293.3605253000278,291.36050040018745,292.36050350009464,292.3438351000659,293.34384430013597,"[0, 0, 0]",1,291.36050040018745,293.3605253000278,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",293.37719810009,295.3772438999731,293.37719810009,294.37718870001845,294.36053530010395,295.36061750003137,"[0, 0, 0]",1,293.37719810009,295.3772438999731,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",295.3939029001631,297.39401699998416,295.3939029001631,296.3938824001234,296.37731570005417,297.37729059997946,"[0, 0, 0]",1,295.3939029001631,297.39401699998416,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",297.4105726000853,299.41061280015856,297.4105726000853,298.4106419000309,298.39396320004016,299.3939352000598,"[0, 0, 0]",1,297.4105726000853,299.41061280015856,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",299.42724990006536,301.42726470017806,299.42724990006536,300.42724029999226,300.4105997001752,301.41058350005187,"[0, 0, 0]",1,299.42724990006536,301.42726470017806,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",301.4439032000955,303.4439245001413,301.4439032000955,302.443926300155,302.42728199996054,303.42727710003965,"[0, 0, 0]",1,301.4439032000955,303.4439245001413,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",303.46061419998296,305.46062150015496,303.46061419998296,304.4606209001504,304.4439389000181,305.443922100123,"[0, 0, 0]",1,303.46061419998296,305.46062150015496,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",305.4772936999798,307.47731070010923,305.4772936999798,306.47730140015483,306.46063700015657,307.46062909998,"[0, 0, 0]",1,305.4772936999798,307.47731070010923,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",307.493954700185,309.49399850005284,307.493954700185,308.49398500006646,308.47732770000584,309.47733879997395,"[0, 0, 0]",1,307.493954700185,309.49399850005284,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",309.5105576000642,311.510672000004,309.5105576000642,310.510670900112,310.4940108000301,311.4940045999829,"[0, 0, 0]",1,309.5105576000642,311.510672000004,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",311.5273518001195,313.527360400185,311.5273518001195,312.5273586001713,312.51069080014713,313.5106764000375,"[0, 0, 0]",1,311.5273518001195,313.527360400185,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",313.5440353001468,315.54402890009806,313.5440353001468,314.54424370010383,314.52735990006477,315.52738169999793,"[0, 0, 0]",1,313.5440353001468,315.54402890009806,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",315.5607062999625,317.56073640007526,315.5607062999625,316.56072419998236,316.5440587999765,317.54405939998105,"[0, 0, 0]",1,315.5607062999625,317.56073640007526,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",317.5774290000554,319.57739920006134,317.5774290000554,318.577387599973,318.5607316000387,319.5607471000403,"[0, 0, 0]",1,317.5774290000554,319.57739920006134,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",319.59405359998345,321.5940885001328,319.59405359998345,320.5940986000933,320.5774133000523,321.57742580003105,"[0, 0, 0]",1,319.59405359998345,321.5940885001328,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",321.6107505001128,323.61077899998054,321.6107505001128,322.61076320009306,322.59411599999294,323.59412270016037,"[0, 0, 0]",1,321.6107505001128,323.61077899998054,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",323.6274533001706,325.62744770012796,323.6274533001706,324.62745940010063,324.6107799001038,325.6107820000034,"[0, 0, 0]",1,323.6274533001706,325.62744770012796,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",325.6441256001126,327.64414740004577,325.6441256001126,326.64412420010194,326.6274779001251,327.6275031999685,"[0, 0, 0]",1,325.6441256001126,327.64414740004577,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,22,22,22,,,None,None,"[0, 0, 0]",327.6608111001551,329.66083319997415,327.6608111001551,328.6608220001217,328.6441632001661,329.6441432000138,"[0, 0, 0]",1,327.6608111001551,329.66083319997415,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,23,23,23,,,None,None,"[0, 0, 0]",329.67748980014585,331.67751640011556,329.67748980014585,330.6774955999572,330.6608385001309,331.6608443001751,"[0, 0, 0]",1,329.67748980014585,331.67751640011556,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,24,24,24,,,None,None,"[0, 0, 0]",331.6941868001595,333.69418720016256,331.6941868001595,332.69418380013667,332.6775156001095,333.67758500017226,"[0, 0, 0]",1,331.6941868001595,333.69418720016256,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",0,0,25,25,25,,,None,None,"[0, 0, 0]",333.7108542001806,335.71087549999356,333.7108542001806,334.71086210012436,334.69417989999056,335.6942210001871,"[0, 0, 0]",1,333.7108542001806,335.71087549999356,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",1,0,26,26,26,,,None,None,"[0, 0, 0]",335.7275579001289,337.7275523999706,335.7275579001289,336.72755590011366,336.71089190011844,337.7109032999724,"[0, 0, 0]",1,335.7275579001289,337.7275523999706,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",0,0,27,27,27,,,None,None,"[0, 0, 0]",337.74424430006184,339.74423229997046,337.74424430006184,338.744235600112,338.7275731000118,339.7275823999662,"[0, 0, 0]",1,337.74424430006184,339.74423229997046,,,,,,,,,,,,,,,,,,,,,4,M,1,20,l,MH SK,49,49,2022_Jul_26_1226,2020.2.10,distractmap1,59.974654671547576,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
