	onset	duration	rt	response	correct	bodySite	temperature	condition	pretrial-jitter
0	2.767170300001453	7.77560000000085				Chest	32.0	2back Instructions	
1	10.784195400003227	1.9997892300016247			1.0	Chest	49.0	2back-stim	
2	12.796003100003873	2.0095372300056624			1.0	Chest	49.0	2back-stim	3.0
3	14.812068100000033	2.0107724299959955	0.0	2.0	1.0	Chest	49.0	2back-stim	
4	16.82900140000129	2.0102968300052453	0.0	2.0	1.0	Chest	49.0	2back-stim	
5	18.882711099999142	1.9695665899998858	0.5666449999989709	0.0	1.0	Chest	49.0	2back-stim	
6	20.862223600001016	2.010551330000453	0.0	2.0	0.0	Chest	49.0	2back-stim	
7	22.878803400002653	2.0108107300038682	0.0	2.0	1.0	Chest	49.0	2back-stim	
8	24.895302700002503	2.0110005300011835	0.0	2.0	1.0	Chest	49.0	2back-stim	
9	26.912261299999955	2.010605929994199	0.0	2.0	1.0	Chest	49.0	2back-stim	
10	28.929084299998067	2.01034172999789	0.8001975000006496	0.0	1.0	Chest	49.0	2back-stim	
11	37.946244200000365	5.009867229993688		42.160493827160494		Chest	49.0	2back-stim Rating	7.0
12	42.95155320000049	47.959770500005106				Chest	32.0	2back Instructions	
13	50.98416910000378	2.000569830001041			1.0	Chest	49.0	2back-stim	
14	52.99621450000268	2.0098534300050233			1.0	Chest	49.0	2back-stim	3.0
15	55.01251190000039	2.010579529996903	0.0	2.0	1.0	Chest	49.0	2back-stim	
16	57.029393299999356	2.010210629996436	0.0	2.0	1.0	Chest	49.0	2back-stim	
17	59.06392870000127	1.9911950600071577	0.4335692999957246	0.0	1.0	Chest	49.0	2back-stim	
18	61.06260779999866	2.010497930001293	0.0	2.0	1.0	Chest	49.0	2back-stim	
19	63.079188600000634	2.0107136299993726	0.0	2.0	1.0	Chest	49.0	2back-stim	
20	65.09585109999898	2.010760430006485	0.35225249999348307	0.0	1.0	Chest	49.0	2back-stim	
21	67.11254520000512	2.01074122999853	0.0	2.0	1.0	Chest	49.0	2back-stim	
