square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response_2.rt_left,response_2.rt_right,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
9,"[0.2, -0.2]",1,0,7,7,7,,,,,,,2134.6529898999725,2134.6529898999725,2134.6529898999725,2135.6529993999284,2135.6363416998647,2136.636343799997,1,None,None,"[0, 0, 0]",,,2134.6529898999725,2134.6529898999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
4,"[-0.2, 0]",0,0,8,8,8,,,,,,,2136.652912199963,2136.652912199963,2136.652912199963,2137.653022199869,2137.6363470000215,2138.6363623000216,1,None,None,"[0, 0, 0]",,,2136.652912199963,2136.652912199963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",0,0,9,9,9,,,,,,,2138.6530245998874,2138.6530245998874,2138.6530245998874,2139.6530609000474,2139.636373199988,2140.6363732998725,1,None,None,"[0, 0, 0]",,,2138.6530245998874,2138.6530245998874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
,,,,,,,,,,,2140.653061900055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.753086419753085,2124.7598381501157,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",None,,,,,0,0,0,0,2158.66994599998,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2160.7198963998817,None,2160.7198963998817,2161.719864799874,2161.7032077000476,2162.703210099833,"[0, 0, 0]",1,2160.7198963998817,None,,,,,,,,,,,,0.013954449910670519,5.0103477500379086,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2162.7198840999044,2164.7198888000567,2162.7198840999044,2163.7197721998673,2163.703216099879,2164.7032365999185,"[0, 0, 0]",1,2162.7198840999044,2164.7198888000567,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2164.7365516000427,2166.7366201998666,2164.7365516000427,2165.736571899848,2165.7199092998635,2166.7199111999944,"[0, 0, 0]",1,2164.7365516000427,2166.7366201998666,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
8,"[0, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2166.753239999991,2168.7532669999637,2166.753239999991,2167.753272499889,2167.7365876999684,2168.7365900999866,"[0, 0, 0]",1,2166.753239999991,2168.7532669999637,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2168.82029409986,None,2168.82029409986,2169.8199465998914,2169.803270400036,None,"[0, 0, 0]",1,2168.82029409986,None,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2170.7865974998567,2172.7866275999695,2170.7865974998567,2171.786620199913,2171.769948999863,2172.7699573000427,"[0, 0, 0]",1,2170.7865974998567,2172.7866275999695,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2172.8032960998826,2174.803306199843,2172.8032960998826,2173.8032898998354,2173.7866267999634,2174.7866440999787,"[0, 0, 0]",1,2172.8032960998826,2174.803306199843,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2174.819967099931,2176.8200019998476,2174.819967099931,2175.819980900036,2175.8033739000093,2176.803316100035,"[0, 0, 0]",1,2174.819967099931,2176.8200019998476,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2176.8366548998747,2178.83665429987,2176.8366548998747,2177.8366548998747,2177.819995699916,2178.820005199872,"[0, 0, 0]",1,2176.8366548998747,2178.83665429987,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
1,"[-0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2178.8533319998533,2180.853330799844,2178.8533319998533,2179.8533516000025,2179.836675700033,2180.836692099925,"[0, 0, 0]",1,2178.8533319998533,2180.853330799844,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
,,,,,,,,,,,2180.8700257998426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.185185185185187,2161.7767202500254,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",None,0,0,0,0,,,,,2196.8035323999356,None,2200.9368542998563,None,2200.9368542998563,2201.936850100057,2201.903541599866,2202.9035471999086,1,None,None,"[0, 0, 0]",,,2200.9368542998563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013987049926072359,5.010394850047305,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",1,0,1,1,1,,,,,,,2202.93684999994,None,2202.93684999994,2203.936881999951,2203.920200899942,2204.920202099951,1,None,None,"[0, 0, 0]",,,2202.93684999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2204.9368634999264,2204.9368634999264,2204.9368634999264,2205.9368807999417,2205.9202145999297,2206.92022069986,1,None,None,"[0, 0, 0]",,,2204.9368634999264,2204.9368634999264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2206.936900799861,2206.936900799861,2206.936900799861,2207.93689799984,2207.920229499927,2208.920237999875,1,None,None,"[0, 0, 0]",,,2206.936900799861,2206.936900799861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,2209.003925799858,2209.003925799858,2209.003925799858,2210.003606399987,2209.986905799946,None,1,None,None,"[0, 0, 0]",,,2209.003925799858,2209.003925799858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2210.9536086998414,None,2210.9536086998414,2211.9536079999525,2211.936806899961,2212.9369210998993,1,None,None,"[0, 0, 0]",,,2210.9536086998414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
6,"[0.2, 0]",0,0,6,6,6,,,,,,,2212.953579999972,2212.953579999972,2212.953579999972,2213.9536079999525,2213.936930899974,2214.9369554999284,1,None,None,"[0, 0, 0]",,,2212.953579999972,2212.953579999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
8,"[0, -0.2]",0,0,7,7,7,,,,,,,2214.953613999998,2214.953613999998,2214.953613999998,2215.9536286999937,2215.9369699999224,2216.9369725999422,1,None,None,"[0, 0, 0]",,,2214.953613999998,2214.953613999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
9,"[0.2, -0.2]",0,0,8,8,8,,,,,,,2216.953653299948,2216.953653299948,2216.953653299948,2217.9536411999725,2217.9368520998396,2218.9369818000123,1,None,None,"[0, 0, 0]",,,2216.953653299948,2216.953653299948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
9,"[0.2, -0.2]",1,0,9,9,9,,,,,,,2218.953648200026,2218.953648200026,2218.953648200026,2219.953673399985,2219.9369975000154,2220.9369995000307,1,None,None,"[0, 0, 0]",,,2218.953648200026,2218.953648200026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
,,,,,,,,,,,2220.953658899991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.48148148148149,2201.1263545500115,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
4,"[-0.2, 0]",None,0,0,0,0,,,,,2236.9208503998816,None,2241.0038242000155,None,2241.0038242000155,2242.00382740004,2241.970514399931,2242.9705254000146,1,None,None,"[0, 0, 0]",,,2241.0038242000155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014663349837064743,5.011769849807024,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
7,"[-0.2, -0.2]",0,0,1,1,1,,,,,,,2243.0038630999625,None,2243.0038630999625,2244.003856000025,2243.987185699865,2244.9871904999018,1,None,None,"[0, 0, 0]",,,2243.0038630999625,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,,,,,2245.0037866998464,2245.0037866998464,2245.0037866998464,2246.0038695998956,2245.987191000022,2246.987200499978,1,None,None,"[0, 0, 0]",,,2245.0037866998464,2245.0037866998464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
4,"[-0.2, 0]",0,0,3,3,3,,,,,,,2247.003869500011,2247.003869500011,2247.003869500011,2248.003874799935,2247.9872120998334,2248.9872140998486,1,None,None,"[0, 0, 0]",,,2247.003869500011,2247.003869500011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
8,"[0, -0.2]",0,0,4,4,4,,,,,,,2249.0542629000265,2249.0542629000265,2249.0542629000265,2250.053906999994,2250.037234300049,None,1,None,None,"[0, 0, 0]",,,2249.0542629000265,2249.0542629000265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2251.0205659999046,None,2251.0205659999046,2252.020615699934,2252.0039268999826,2253.0039118998684,1,None,None,"[0, 0, 0]",,,2251.0205659999046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
7,"[-0.2, -0.2]",0,0,6,6,6,,,,,,,2253.0205873998348,2253.0205873998348,2253.0205873998348,2254.020596199902,2254.0039435999934,2255.003939999966,1,None,None,"[0, 0, 0]",,,2253.0205873998348,2253.0205873998348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,2255.0206106998958,2255.0206106998958,2255.0206106998958,2256.02061389992,2256.0039409999736,2257.0039488999173,1,None,None,"[0, 0, 0]",,,2255.0206106998958,2255.0206106998958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
6,"[0.2, 0]",1,0,8,8,8,,,,,,,2257.020612400025,2257.020612400025,2257.020612400025,2258.0206255000085,2258.0039385999553,2259.003949600039,1,None,None,"[0, 0, 0]",,,2257.020612400025,2257.020612400025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,0,9,9,9,,,,,,,2259.0206297000404,2259.0206297000404,2259.0206297000404,2260.0206303999294,2260.0039860999677,2261.00397849991,1,None,None,"[0, 0, 0]",,,2259.0206297000404,2259.0206297000404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
,,,,,,,,,,,2261.020627700025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,2244.2102035500575,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,2547.289645999903,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2549.972795699956,None,2549.972795699956,2550.9729124000296,2550.956255099969,2551.956258499995,"[0, 0, 0]",1,2549.972795699956,None,2312.5877261999995,2312.5877261999995,None,space,201.7640779998619,2312.5877261999995,None,,,,,0.01450544991530478,5.011436050059274,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2551.972924300004,2553.9729408998974,2551.972924300004,2552.9729253000114,2552.956284899963,2553.9562776999082,"[0, 0, 0]",1,2551.972924300004,2553.9729408998974,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2553.9896044998895,2555.9896352998912,2553.9896044998895,2554.9896169998683,2554.972947299946,2555.9729477998335,"[0, 0, 0]",1,2553.9896044998895,2555.9896352998912,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2556.006295399973,2558.0063499999233,2556.006295399973,2557.0061836999375,2556.9896335999947,2557.9896835000254,"[0, 0, 0]",1,2556.006295399973,2558.0063499999233,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2558.090023000026,None,2558.090023000026,2559.0896489999723,2559.073000299977,None,"[0, 0, 0]",1,2558.090023000026,None,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2560.0396620000247,2562.0396769000217,2560.0396620000247,2561.0396654000506,2561.022990099853,2562.0228943000548,"[0, 0, 0]",1,2560.0396620000247,2562.0396769000217,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2562.05635920004,2564.0563682999928,2562.05635920004,2563.0563389000017,2563.0396928999107,2564.0396827999502,"[0, 0, 0]",1,2562.05635920004,2564.0563682999928,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2564.0730188000016,2566.0729274998885,2564.0730188000016,2565.072949799942,2565.0563739999197,2566.0563642999623,"[0, 0, 0]",1,2564.0730188000016,2566.0729274998885,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2566.089623000007,2568.0897170000244,2566.089623000007,2567.0897025000304,2567.073044599965,2568.073035300011,"[0, 0, 0]",1,2566.089623000007,2568.0897170000244,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2568.106399399927,2570.1063908999786,2568.106399399927,2569.1063985000364,2569.089727899991,2570.089738199953,"[0, 0, 0]",1,2568.106399399927,2570.1063908999786,,,,,,,,,,,,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
,,,,,,,,,,,2570.1230480000377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.839506172839506,2549.429257150041,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",None,0,0,0,0,,,,,2584.005994600011,None,2590.189911299851,None,2590.189911299851,2591.1898963998538,2591.173233699985,2592.1732507999986,1,None,None,"[0, 0, 0]",,,2590.189911299851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014514749869704247,5.011399250011891,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
5,"[0, 0]",1,0,1,1,1,,,,,,,2592.1899118998554,None,2592.1899118998554,2593.189916400006,2593.173246299848,2594.1732471999712,1,None,None,"[0, 0, 0]",,,2592.1899118998554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,2594.189920200035,2594.189920200035,2594.189920200035,2595.1899383999407,2595.1727487999015,2596.173269599909,1,None,None,"[0, 0, 0]",,,2594.189920200035,2594.189920200035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2596.189928199863,2596.189928199863,2596.189928199863,2597.189947299892,2597.173282200005,2598.1732929998543,1,None,None,"[0, 0, 0]",,,2596.189928199863,2596.189928199863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,2598.2235923998524,2598.2235923998524,2598.2235923998524,2599.223308699904,2599.223308699904,None,1,None,None,"[0, 0, 0]",,,2598.2235923998524,2598.2235923998524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,2600.206627999898,None,2600.206627999898,2601.2066548999865,2601.1899867998436,2602.1899945000187,1,None,None,"[0, 0, 0]",,,2600.206627999898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,2602.206693999935,2602.206693999935,2602.206693999935,2603.2066611000337,2603.189989199862,2604.190005699871,1,None,None,"[0, 0, 0]",,,2602.206693999935,2602.206693999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,2604.2065407999326,2604.2065407999326,2604.2065407999326,2605.206678000046,2605.1900053999852,2606.1900050998665,1,None,None,"[0, 0, 0]",,,2604.2065407999326,2604.2065407999326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,2606.2066935000475,2606.2066935000475,2606.2066935000475,2607.206699699862,2607.1900259999093,2608.190042400034,1,None,None,"[0, 0, 0]",,,2606.2066935000475,2606.2066935000475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,2608.206697799964,2608.206697799964,2608.206697799964,2609.206729599973,2609.1900561999064,2610.1900531998836,1,None,None,"[0, 0, 0]",,,2608.206697799964,2608.206697799964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
,,,,,,,,,,,2610.206720399903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.851851851851855,2590.362275850028,,,,4,M,2,13,l,CIB,2021_Sep_28_1036,2020.2.10,distractmap2,60.00214807928742,"['Left Arm', 'Chest', 'Right Leg', 'Right Face']",
