square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,response.rt_left,response.rt_right,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
5,"[0, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1378.297018100042,1380.2970424999949,1378.297018100042,1379.297032600036,1379.2803661000216,1380.280360899982,"[0, 0, 0]",1,1378.297018100042,1380.2970424999949,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1380.3469065000536,None,1380.3469065000536,1381.3470486999722,1381.3303706999868,None,"[0, 0, 0]",1,1380.3469065000536,None,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1382.3303915000288,1384.330389300012,1382.3303915000288,1383.3303925000364,1383.3137118000304,1384.3137281000381,"[0, 0, 0]",1,1382.3303915000288,1384.330389300012,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1384.3465839000419,1386.347072100034,1384.3465839000419,1385.347073800047,1385.3303884000052,1386.3304227000335,"[0, 0, 0]",1,1384.3465839000419,1386.347072100034,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1386.36373620003,1388.363747700001,1386.36373620003,1387.3637512000278,1387.3470787999686,1388.3471087999642,"[0, 0, 0]",1,1386.36373620003,1388.363747700001,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1388.3804300000193,1390.380453699967,1388.3804300000193,1389.3804405999836,1389.3637706999434,1390.3637676000362,"[0, 0, 0]",0,1388.3804300000193,1390.380453699967,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1390.3971054999856,1392.3971263000276,1390.3971054999856,1391.3971336999675,1391.3804550999776,1392.3804742000066,"[0, 0, 0]",1,1390.3971054999856,1392.3971263000276,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
,,,,,,,,,,,1392.4137880000053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.753086419753085,1359.1597401699983,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",None,,,,,0,0,0,0,1405.6474166000262,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1412.4639729999471,None,1412.4639729999471,1413.4639774999814,1413.447336000041,1414.4473204000387,"[0, 0, 0]",1,1412.4639729999471,None,,,,,,,,,,0.014987129950895905,5.012613729923032,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1414.463993399986,1416.4640021000523,1414.463993399986,1415.4640282000182,1415.4473746999865,1416.4473385999445,"[0, 0, 0]",1,1414.463993399986,1416.4640021000523,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1416.4806658000452,1418.4806666000513,1416.4806658000452,1417.480656699976,1417.4640192999505,1418.4640132000204,"[0, 0, 0]",1,1416.4806658000452,1418.4806666000513,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1418.497353099985,1420.4973694999935,1418.497353099985,1419.4973725000164,1419.4806749999989,1420.4806910000043,"[0, 0, 0]",1,1418.497353099985,1420.4973694999935,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1420.5974028999917,None,1420.5974028999917,1421.5973460000241,1421.5807356999721,None,"[0, 0, 0]",1,1420.5974028999917,None,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1422.5307231999468,1424.5307236999506,1422.5307231999468,1423.5307101999642,1423.514067400014,1424.514064099989,"[0, 0, 0]",0,1422.5307231999468,1424.5307236999506,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1424.547378999996,1426.5474238999886,1424.547378999996,1425.5474023999413,1425.530729399994,1426.530752700055,"[0, 0, 0]",1,1424.547378999996,1426.5474238999886,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1426.5640822000569,1428.5640952000394,1426.5640822000569,1427.5641003999626,1427.5474257000023,1428.547424999997,"[0, 0, 0]",1,1426.5640822000569,1428.5640952000394,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1428.5807679999853,1430.580765199964,1428.5807679999853,1429.5807602000423,1429.5641050999984,1430.564122700016,"[0, 0, 0]",1,1428.5807679999853,1430.580765199964,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1430.5974516000133,1432.5974587999517,1430.5974516000133,1431.5974573000567,1431.5807751000393,1432.5807813999709,"[0, 0, 0]",1,1430.5974516000133,1432.5974587999517,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
,,,,,,,,,,,1432.6141530999448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.950617283950617,1399.360102870036,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
8,"[0, -0.2]",None,0,0,0,0,,,,,1445.8641923000105,None,1452.6809763000347,None,1452.6809763000347,1453.680981399957,1453.6643018999603,1454.6643089000136,1,None,None,"[0, 0, 0]",,,1452.6809763000347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01495092990808189,5.01254272996448,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,0,1,1,1,,,,,,,1454.6809852999868,None,1454.6809852999868,1455.6809904000256,1455.6643261000281,1456.6643271000357,1,None,None,"[0, 0, 0]",,,1454.6809852999868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,0,2,2,2,,,,,,,1456.6810091000516,1456.6810091000516,1456.6810091000516,1457.6810130999656,1457.664318999974,1458.6643335999688,1,None,None,"[0, 0, 0]",,,1456.6810091000516,1456.6810091000516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1458.6809726000065,1458.6809726000065,1458.6809726000065,1459.6810177000007,1459.6643422000343,1460.6643493999727,1,None,None,"[0, 0, 0]",,,1458.6809726000065,1458.6809726000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,1460.7640556000406,1460.7640556000406,1460.7640556000406,1461.7643638999434,1461.7477101000259,None,1,None,None,"[0, 0, 0]",,,1460.7640556000406,1460.7640556000406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,0,5,5,5,,,,,,,1462.697725099977,None,1462.697725099977,1463.6977265999885,1463.6810611999827,1464.681016699993,1,None,None,"[0, 0, 0]",,,1462.697725099977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,1464.6977274999954,1464.6977274999954,1464.6977274999954,1465.697756199981,1465.6810740999645,1466.6811454000417,1,None,None,"[0, 0, 0]",,,1464.6977274999954,1464.6977274999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,,,,,1466.6976400000276,1466.6976400000276,1466.6976400000276,1467.697750500054,1467.6811007000506,1468.6810957000125,1,None,None,"[0, 0, 0]",,,1466.6976400000276,1466.6976400000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,0,8,8,8,,,,,,,1468.6977735999972,1468.6977735999972,1468.6977735999972,1469.6977817999432,1469.6811145000393,1470.6811151000438,1,None,None,"[0, 0, 0]",,,1468.6977735999972,1468.6977735999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,0,9,9,9,,,,,,,1470.6977740000002,1470.6977740000002,1470.6977740000002,1471.6977817999432,1471.681129100034,1472.6811298000393,1,None,None,"[0, 0, 0]",,,1470.6977740000002,1470.6977740000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
,,,,,,,,,,,1472.6977998999646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.753086419753085,1443.4438326701056,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",None,0,0,0,0,,,,,1489.9148000000278,None,1492.7479800999863,None,1492.7479800999863,1493.7479866000358,1493.714640500024,1494.7146242000163,1,None,None,"[0, 0, 0]",,,1492.7479800999863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014914129860699177,5.012468229862861,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",1,0,1,1,1,,,,,,,1494.7479862000328,None,1494.7479862000328,1495.7479964999948,1495.731327699963,1496.7313339000102,1,None,None,"[0, 0, 0]",,,1494.7479862000328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",1,0,2,2,2,,,,,,,1496.7480106999865,1496.7480106999865,1496.7480106999865,1497.7480125000002,1497.7313283999683,1498.7313482000027,1,None,None,"[0, 0, 0]",,,1496.7480106999865,1496.7480106999865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,0,3,3,3,,,,,,,1498.748018400045,1498.748018400045,1498.748018400045,1499.748032100033,1499.7313627999974,1500.7313617999898,1,None,None,"[0, 0, 0]",,,1498.748018400045,1498.748018400045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,0,4,4,4,,,,,,,1500.780545799993,1500.780545799993,1500.780545799993,1501.781370199984,1501.781370199984,None,1,None,None,"[0, 0, 0]",,,1500.780545799993,1500.780545799993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,1502.7647172999568,None,1502.7647172999568,1503.7647016999545,1503.74805439997,1504.7480582999997,1,None,None,"[0, 0, 0]",,,1502.7647172999568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,1504.7647319999523,1504.7647319999523,1504.7647319999523,1505.7647357999813,1505.7480877999915,1506.7480254999828,1,None,None,"[0, 0, 0]",,,1504.7647319999523,1504.7647319999523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,1506.7647536000004,1506.7647536000004,1506.7647536000004,1507.764741800027,1507.7480912000174,1508.7481040999992,1,None,None,"[0, 0, 0]",,,1506.7647536000004,1506.7647536000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,0,8,8,8,,,,,,,1508.7646959000267,1508.7646959000267,1508.7646959000267,1509.7647664999822,1509.7480004000245,1510.748117799987,1,None,None,"[0, 0, 0]",,,1508.7646959000267,1508.7646959000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",1,0,9,9,9,,,,,,,1510.7647794999648,1510.7647794999648,1510.7647794999648,1511.764790300047,1511.748128099949,1512.7481302999659,0,None,None,"[0, 0, 0]",,,1510.7647794999648,1510.7647794999648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
,,,,,,,,,,,1512.7648003000068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.65432098765432,1483.5105548700085,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",None,0,0,0,0,,,,,1530.0152004000265,None,1532.8149621000048,None,1532.8149621000048,1533.8149715999607,1533.7983072999632,1534.798294599983,1,None,None,"[0, 0, 0]",,,1532.8149621000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015201129950582981,5.013051229878329,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
8,"[0, -0.2]",0,0,1,1,1,,,,,,,1534.814997700043,None,1534.814997700043,1535.814964500023,1535.7983403999824,1536.7983295000158,1,None,None,"[0, 0, 0]",,,1534.814997700043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,1536.815017499961,1536.815017499961,1536.815017499961,1537.8150092000142,1537.7983433000045,1538.7983475000365,1,None,None,"[0, 0, 0]",,,1536.815017499961,1536.815017499961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1538.8150177999632,1538.8150177999632,1538.8150177999632,1539.8150268000318,1539.7983517999528,1540.7983447000152,1,None,None,"[0, 0, 0]",,,1538.8150177999632,1538.8150177999632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,1540.8986673000036,1540.8986673000036,1540.8986673000036,1541.898371999967,1541.8817031000508,None,1,None,None,"[0, 0, 0]",,,1540.8986673000036,1540.8986673000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,0,5,5,5,,,,,,,1542.8317087000469,None,1542.8317087000469,1543.8317167999921,1543.8150585000403,1544.815067299991,1,None,None,"[0, 0, 0]",,,1542.8317087000469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,1544.8317257999443,1544.8317257999443,1544.8317257999443,1545.8317375000333,1545.8150678999955,1546.8150869000237,1,None,None,"[0, 0, 0]",,,1544.8317257999443,1544.8317257999443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",1,0,7,7,7,,,,,,,1546.831735500018,1546.831735500018,1546.831735500018,1547.8317457999801,1547.8150913999416,1548.8150964999804,1,None,None,"[0, 0, 0]",,,1546.831735500018,1546.831735500018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,0,8,8,8,,,,,,,1548.8317608999787,1548.8317608999787,1548.8317608999787,1549.8317566999467,1549.8150967999827,1550.8151192000369,1,None,None,"[0, 0, 0]",,,1548.8317608999787,1548.8317608999787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,0,9,9,9,,,,,,,1550.831784900045,1550.831784900045,1550.831784900045,1551.83178769995,1551.8151219999418,1552.815126899979,1,None,None,"[0, 0, 0]",,,1550.831784900045,1550.831784900045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
,,,,,,,,,,,1552.83182880003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.666666666666668,1519.5787118701264,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,1566.765246600029,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1572.8985324000241,None,1572.8985324000241,1573.8986346999882,1573.8819588000188,1574.8819696999853,"[0, 0, 0]",1,1572.8985324000241,None,,,,,,,,,,0.013966629863716662,5.010551329818554,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1574.8986542000202,1576.8986635999754,1574.8986542000202,1575.8986629999708,1575.8819776000455,1576.8819839999778,"[0, 0, 0]",1,1574.8986542000202,1576.8986635999754,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1576.915314999991,1578.9153442999814,1576.915314999991,1577.9153218000429,1577.8986781999702,1578.8986835000105,"[0, 0, 0]",1,1576.915314999991,1578.9153442999814,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1578.9320114000002,1580.9320337000536,1578.9320114000002,1579.9320276000071,1579.9153543999419,1580.9152650999604,"[0, 0, 0]",1,1578.9320114000002,1580.9320337000536,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1581.0153654000023,None,1581.0153654000023,1582.0153880999424,1581.9987047000322,None,"[0, 0, 0]",1,1581.0153654000023,None,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1582.9653846999863,1584.9653838999802,1582.9653846999863,1583.9653861999977,1583.9487063999986,1584.948717399966,"[0, 0, 0]",1,1582.9653846999863,1584.9653838999802,,,,,,,,,,,,,1002,M,2,6,R,ARB,2022_Jan_27_1849,2020.2.10,distractmap2,60.004992397498185,"['Chest', 'Right Face', 'Right Leg', 'Left Leg']",
