RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,20.23307300003944,None,space,96.42916990001686,20.23307300003944,None,,,,,,,,,,,,,,,,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,117.44552240002668,None,None,None,0,117.77877420000732,None,117.77877420000732,118.77887139999075,118.74554560001707,None,0,1,117.77877420000732,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,0,119.71221110003535,None,119.71221110003535,120.71221470000455,120.69556030002423,121.69556349999039,0,1,119.71221110003535,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,0,121.71223000000464,None,121.71223000000464,122.71223699999973,122.69558130000951,123.69550880003953,0,1,121.71223000000464,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,0,123.71223990002181,None,123.71223990002181,124.71225809998577,124.69560630002525,125.69559329998447,0,1,123.71223990002181,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,125.71226460003527,None,125.71226460003527,126.71226910001133,126.69559800002025,127.69561970001087,0,1,125.71226460003527,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,127.71228570002131,None,127.71228570002131,128.71228229999542,128.6956174999941,129.69560300000012,0,1,127.71228570002131,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,129.7122868000297,None,129.7122868000297,130.71230419998756,130.69562670000596,131.6956397999893,0,1,129.7122868000297,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,131.7123137000017,None,131.7123137000017,132.7123313000193,132.69565000000875,133.69566690002102,0,1,131.7123137000017,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,133.7123286999995,None,133.7123286999995,134.71233040001243,134.6956640999997,135.69566900003701,0,1,133.7123286999995,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,9,9,9,,,,,,,,,None,None,0,135.71234410000034,None,135.71234410000034,136.7123623000225,136.69568730000174,137.6956817000173,0,1,135.71234410000034,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,10,10,10,,,,,,,,,None,None,0,137.71234930003993,None,137.71234930003993,138.7123636000324,138.6957000999828,139.6957055000239,0,1,137.71234930003993,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,11,11,11,,,,,,,,,None,None,0,139.71238400001312,None,139.71238400001312,140.7123816999956,140.6956887000124,141.69572530000005,0,1,139.71238400001312,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,12,12,12,,,,,,,,,None,None,0,141.71238899999298,None,141.71238899999298,142.71240800002124,142.6957192000118,143.69574140000623,0,1,141.71238899999298,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,13,13,13,,,,,,,,,None,None,0,143.71241089998512,None,143.71241089998512,144.71240080002462,144.69575070001883,145.69575379998423,0,1,143.71241089998512,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,14,14,14,,,,,,,,,None,None,0,145.71242480003275,None,145.71242480003275,146.71241630002623,146.69577089999802,147.6957786999992,0,1,145.71242480003275,None,,,8,f,7,r,CIB,2021_Oct_18_1350,WASABI Nback,2020.2.10,59.99275289010845,
