square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,fixation_rest.started,fixation_rest.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,409.7773176000337,None,None,None,"[0, 0, 0]",410.7940053999773,None,410.7940053999773,411.79399390000617,411.7773393000243,412.77735320001375,"[0, 0, 0]",1,410.7940053999773,None,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",412.7940265000216,414.79403540003113,412.7940265000216,413.79403019999154,413.7773826000048,414.7773710000329,"[0, 0, 0]",1,412.7940265000216,414.79403540003113,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",414.8107105999952,416.8107200000086,414.8107105999952,415.81072160002077,415.7940391000011,416.7939573000185,"[0, 0, 0]",1,414.8107105999952,416.8107200000086,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",416.8273802000331,418.82739940000465,416.8273802000331,417.8273941000225,417.8107419000007,418.8107420000015,"[0, 0, 0]",1,416.8273802000331,418.82739940000465,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",418.8440911999787,420.8440984999761,418.8440911999787,419.84407950000605,419.82740660000127,420.8274204999907,"[0, 0, 0]",1,418.8440911999787,420.8440984999761,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",420.8607607000158,422.8607766000205,420.8607607000158,421.860776800022,421.84409989998676,422.8441032000119,"[0, 0, 0]",1,420.8607607000158,422.8607766000205,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",422.8774341000244,424.87744790001307,422.8774341000244,423.8774735000334,423.86078570003156,424.86079940001946,"[0, 0, 0]",1,422.8774341000244,424.87744790001307,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",424.89414300001226,426.89413889998104,424.89414300001226,425.8941352000111,425.87746909999987,426.87747409997974,"[0, 0, 0]",1,424.89414300001226,426.89413889998104,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",426.910827899992,428.9108160000178,426.910827899992,427.9108208999969,427.89446510002017,428.894165900012,"[0, 0, 0]",1,426.910827899992,428.9108160000178,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",428.92751300003147,430.9275141999824,428.92751300003147,429.92747970001074,429.9108363999985,430.910847000021,"[0, 0, 0]",1,428.92751300003147,430.9275141999824,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",430.94418739998946,432.9441925000283,430.94418739998946,431.9441831000149,431.92754250002326,432.9275246000034,"[0, 0, 0]",1,430.94418739998946,432.9441925000283,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",432.9608723000274,434.9608716000221,432.9608723000274,433.96089550002944,433.94419780001044,434.944219099998,"[0, 0, 0]",1,432.9608723000274,434.9608716000221,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",434.9775421000086,436.9775566000026,434.9775421000086,435.9775971000199,435.96123180002905,436.9609018000192,"[0, 0, 0]",1,434.9775421000086,436.9775566000026,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",436.99423489999026,438.99424740002723,436.99423489999026,437.99423930002376,437.9775646000053,438.97757609997643,"[0, 0, 0]",1,436.99423489999026,438.99424740002723,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",439.01090850000037,441.0109057999798,439.01090850000037,440.0109370999853,439.99423569999635,440.99424299999373,"[0, 0, 0]",1,439.01090850000037,441.0109057999798,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",441.0276059000171,443.0275898000109,441.0276059000171,442.0276101999916,442.01093500002753,443.01093310001306,"[0, 0, 0]",1,441.0276059000171,443.0275898000109,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",443.0442980999942,445.0442856000154,443.0442980999942,444.04426170000806,444.0276219000225,445.0276343000005,"[0, 0, 0]",1,443.0442980999942,445.0442856000154,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",445.0609462999855,447.06096510001225,445.0609462999855,446.0609655000153,446.0442900999915,447.04430680000223,"[0, 0, 0]",1,445.0609462999855,447.06096510001225,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",447.0776477000327,449.0776721999864,447.0776477000327,448.07766750000883,448.06098529999144,449.0609993999824,"[0, 0, 0]",1,447.0776477000327,449.0776721999864,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",449.09432500001276,451.09434110001894,449.09432500001276,450.09430739999516,450.0771491000196,451.0776964999968,"[0, 0, 0]",1,449.09432500001276,451.09434110001894,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",451.11100279999664,453.11102630000096,451.11100279999664,452.1110210000188,452.0943541000015,453.0943509999779,"[0, 0, 0]",1,451.11100279999664,453.11102630000096,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",453.1276941000251,455.12772039999254,453.1276941000251,454.12770820001606,454.11103640001966,455.1110326999915,"[0, 0, 0]",1,453.1276941000251,455.12772039999254,,,,,,,,,,,,,,,,,,,6,M,1,18,R,MH,49,49,2022_Aug_15_1722,2020.2.10,distractmap1,59.981093968840895,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
