runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,moviefile,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,30.863984299998265,None,space,2.3600533999851905,30.863984299998265,None,999,m,1,r,MS,2021_Jun_14_1337,Hyperalignment,2020.2.10,59.985915311569514,
