square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation_rest.started,fixation_rest.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",565.3099574999651,567.3099653000245,565.3099574999651,566.3099685000489,566.2932875000406,567.2933269999921,"[0, 0, 0]",1,565.3099574999651,567.3099653000245,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",567.3267224000301,569.3266511999536,567.3267224000301,568.3266337000532,568.3099837000482,569.3099960000254,"[0, 0, 0]",1,567.3267224000301,569.3266511999536,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",569.3433079000097,571.343322700006,569.3433079000097,570.3432680000551,570.3266661999514,571.3266573000001,"[0, 0, 0]",1,569.3433079000097,571.343322700006,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",571.3600249000592,573.3600272999611,571.3600249000592,572.3600500000175,572.3433375000022,573.3433484999696,"[0, 0, 0]",1,571.3600249000592,573.3600272999611,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",573.3766859000316,575.3766964999959,573.3766859000316,574.3766984000104,574.3600371000357,575.360022900044,"[0, 0, 0]",1,573.3766859000316,575.3766964999959,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",575.393369999947,577.3933909999905,575.393369999947,576.3933901999844,576.3767039000522,577.3767236999702,"[0, 0, 0]",1,575.393369999947,577.3933909999905,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",577.4100476000458,579.4101211000234,577.4100476000458,578.4100608000299,578.3933828000445,579.3934032999678,"[0, 0, 0]",0,577.4100476000458,579.4101211000234,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",0,0,22,22,22,,,None,None,"[0, 0, 0]",579.4267318999628,581.4267505999887,579.4267318999628,580.4267305999529,580.4100774000399,581.4100808999501,"[0, 0, 0]",1,579.4267318999628,581.4267505999887,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",0,0,23,23,23,,,None,None,"[0, 0, 0]",581.4434256999521,583.4434674000368,581.4434256999521,582.4434096000623,582.4267941999715,583.426769600017,"[0, 0, 0]",0,581.4434256999521,583.4434674000368,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",0,0,24,24,24,,,None,None,"[0, 0, 0]",583.4600919999648,585.4600970000029,583.4600919999648,584.460096099996,584.4434376000427,585.4434469999978,"[0, 0, 0]",1,583.4600919999648,585.4600970000029,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",0,0,25,25,25,,,None,None,"[0, 0, 0]",585.4767949000234,587.4767961000325,585.4767949000234,586.476801599958,586.46011059999,587.4601261999924,"[0, 0, 0]",1,585.4767949000234,587.4767961000325,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",1,0,26,26,26,,,None,None,"[0, 0, 0]",587.4934626000468,589.4934855999891,587.4934626000468,588.4934598000254,588.4768098000204,589.4768360999878,"[0, 0, 0]",1,587.4934626000468,589.4934855999891,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",0,0,27,27,27,,,None,None,"[0, 0, 0]",589.510151399998,591.5101692000171,589.510151399998,590.5101704000263,590.4933781999862,591.4934181000572,"[0, 0, 0]",1,589.510151399998,591.5101692000171,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
2,"[0, 0.2]",0,0,28,28,28,,,None,None,"[0, 0, 0]",591.5268521000398,593.5268499000231,591.5268521000398,592.5268456999911,592.5101529000094,593.5101959999884,"[0, 0, 0]",1,591.5268521000398,593.5268499000231,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",0,0,29,29,29,,,None,None,"[0, 0, 0]",593.543529800023,595.5435224999674,593.543529800023,594.5434992000228,594.5268817000324,595.526870300062,"[0, 0, 0]",1,593.543529800023,595.5435224999674,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
,,,,,,,,,,,,,,,,,,,,,,595.5602074000053,None,space,595.5602074000053,None,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
,,,,,,,754.778119900031,None,,,,,,,,,,,,,,,,,,,613.443958900054,613.443958900054,None,space,93.91972280002665,613.443958900054,None,734.7779681000393,None,17.037037037037038,419.02028158004396,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
,,,,,,,789.7951282999711,None,,,,,,,,,,,,,,,,,,,,,,,,,,769.7949126999592,None,16.296296296296298,451.2045535799116,0.015312019968405366,5.013595720054582,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
,,,,,,,824.8120124000125,None,,,,,,,,,,,,,,,,,,,,,,,,,,804.8118644000497,None,15.061728395061733,489.16952347999904,0.014643420116044581,5.012131820083596,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",None,0,0,0,0,841.8454957000213,None,None,None,"[0, 0, 0]",844.845516200061,846.8455271000275,844.845516200061,845.8455316000618,845.8455316000618,846.8455271000275,"[0, 0, 0]",1,844.845516200061,846.8455271000275,,,,,,,,,,,,,,,,,0.016630419995635748,5.015981620061211,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",846.8622230000328,848.862222500029,846.8622230000328,847.8622034,847.8455301000504,848.8455467000604,"[0, 0, 0]",1,846.8622230000328,848.862222500029,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",0,0,2,2,2,,,None,None,"[0, 0, 0]",848.8788907000562,850.8788972999901,848.8788907000562,849.878894799971,849.8622202000115,850.8622311999789,"[0, 0, 0]",1,848.8788907000562,850.8788972999901,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",850.8955593999708,852.895571699948,850.8955593999708,851.8955823000288,851.8789104999742,852.8789193000412,"[0, 0, 0]",1,850.8955593999708,852.895571699948,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",1,0,4,4,4,,,None,None,"[0, 0, 0]",852.9122422999935,854.9122625000309,852.9122422999935,853.9122559999814,853.8955834000371,854.895598800038,"[0, 0, 0]",1,852.9122422999935,854.9122625000309,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
8,"[0, -0.2]",0,0,5,5,5,,,None,None,"[0, 0, 0]",854.928939800011,856.9289560000179,854.928939800011,855.9289779999526,855.9122780000325,856.9122775000287,"[0, 0, 0]",1,854.928939800011,856.9289560000179,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",1,0,6,6,6,,,None,None,"[0, 0, 0]",856.9456097000511,858.9456273999531,856.9456097000511,857.9456356000155,857.9289602000499,858.9289807999739,"[0, 0, 0]",1,856.9456097000511,858.9456273999531,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",858.9622651999816,860.9623056000564,858.9622651999816,859.9623071999522,859.945643199957,860.9456496000057,"[0, 0, 0]",1,858.9622651999816,860.9623056000564,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",860.9789886999642,862.9790019999491,860.9789886999642,861.978997200029,861.9623312000185,862.9622746000532,"[0, 0, 0]",1,860.9789886999642,862.9790019999491,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,None,None,"[0, 0, 0]",862.9956583000021,864.9956846999703,862.9956583000021,863.9956882999977,863.979012100026,864.9790150000481,"[0, 0, 0]",0,862.9956583000021,864.9956846999703,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
,,,,,,,,,,,,,,,,,,,,,,865.0290200000163,None,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",None,0,0,0,0,877.0457927000243,None,None,None,"[0, 0, 0]",880.045727299992,882.0458138999529,880.045727299992,881.0458193999948,881.0458193999948,882.0458138999529,"[0, 0, 0]",1,880.045727299992,882.0458138999529,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",882.0624792999588,884.0624980999855,882.0624792999588,883.0624954999657,883.0458346999949,884.0458437999478,"[0, 0, 0]",1,882.0624792999588,884.0624980999855,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",884.079185300041,886.0791875000577,884.079185300041,885.0791784999892,885.0625112999696,886.062519100029,"[0, 0, 0]",1,884.079185300041,886.0791875000577,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
4,"[-0.2, 0]",0,0,3,3,3,,,None,None,"[0, 0, 0]",886.0958603000036,888.0958833000623,886.0958603000036,887.0958583999891,887.0792028000578,888.0792032000609,"[0, 0, 0]",1,886.0958603000036,888.0958833000623,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",888.1125394999981,890.1125430000247,888.1125394999981,889.1125681999838,889.0958757000044,890.0959069000091,"[0, 0, 0]",0,888.1125394999981,890.1125430000247,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
8,"[0, -0.2]",0,0,5,5,5,,,None,None,"[0, 0, 0]",890.1292173999827,892.1292351000011,890.1292173999827,891.1292387000285,891.1125558000058,892.1125749000348,"[0, 0, 0]",1,890.1292173999827,892.1292351000011,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",1,0,6,6,6,,,None,None,"[0, 0, 0]",892.1459231000626,894.145949000027,892.1459231000626,893.1459057000466,893.1292390000308,894.1292433999479,"[0, 0, 0]",0,892.1459231000626,894.145949000027,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
8,"[0, -0.2]",1,0,7,7,7,,,None,None,"[0, 0, 0]",894.1625834000297,896.1626292000292,894.1625834000297,895.1626578000141,895.1459974000463,896.1459516000468,"[0, 0, 0]",1,894.1625834000297,896.1626292000292,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",1,0,8,8,8,,,None,None,"[0, 0, 0]",896.1792971000541,898.1793384000193,896.1792971000541,897.1793275000528,897.1626444000285,898.1626766000409,"[0, 0, 0]",1,896.1792971000541,898.1793384000193,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",0,0,9,9,9,,,None,None,"[0, 0, 0]",898.1959559000097,900.1960291999858,898.1959559000097,899.196072199964,899.1793933999725,900.1793455999577,"[0, 0, 0]",1,898.1959559000097,900.1960291999858,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
,,,,,,,,,,,,,,,,,,,,,,900.2126263000537,None,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",None,0,0,0,0,910.2294261000352,None,None,None,"[0, 0, 0]",915.2294253000291,None,915.2294253000291,916.2294302999508,916.2127652999479,917.2127692999784,"[0, 0, 0]",1,915.2294253000291,None,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",917.2294362999965,919.2294524000026,917.2294362999965,918.229445099947,918.2127781000454,919.2128019999946,"[0, 0, 0]",1,917.2294362999965,919.2294524000026,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,None,None,"[0, 0, 0]",919.2461295999819,921.2461422999622,919.2461295999819,920.2461417999584,920.2294595000567,921.2294672999997,"[0, 0, 0]",1,919.2461295999819,921.2461422999622,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",0,0,3,3,3,,,None,None,"[0, 0, 0]",921.2628181000473,923.2628168000374,921.2628181000473,922.2628160000313,922.2462229999946,923.246166100027,"[0, 0, 0]",1,921.2628181000473,923.2628168000374,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",923.2794986000517,925.2795023999643,923.2794986000517,924.2794967000373,924.2628315000329,925.2628395999782,"[0, 0, 0]",1,923.2794986000517,925.2795023999643,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",925.296180000063,927.2962011999916,925.296180000063,926.2961938000517,926.2795102000237,927.2795227000024,"[0, 0, 0]",1,925.296180000063,927.2962011999916,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",1,0,6,6,6,,,None,None,"[0, 0, 0]",927.3127714999719,929.3128675000044,927.3127714999719,928.3128620999632,928.296209000051,929.2962148999795,"[0, 0, 0]",1,927.3127714999719,929.3128675000044,,,,,,,,,,,,,,,,,,,8,f,2,18,r,MS,49,49,2022_Jul_22_1014,2020.2.10,distractmap2,59.973827417916326,"['Left Face', 'Chest', 'Left Face', 'Chest']",
