RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,29.266858299961314,None,space,58.2760438999976,29.266858299961314,None,,,,,,,,,,,,,,,,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,9,9,9,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,10,10,10,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,11,11,11,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,12,12,12,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,13,13,13,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,14,14,14,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,15,15,15,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,16,16,16,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,17,17,17,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,18,18,18,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,19,19,19,,,,,,,,,None,None,0,126.8700502999709,None,126.8700502999709,127.8700559999561,127.8533846999635,None,0,1,126.8700502999709,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",1,0,0,0,0,,,,,0,0,0,0,0,20,20,20,,,,,,,,,None,None,0,128.58670649997657,None,128.58670649997657,129.58673390001059,129.57006729999557,130.57007660000818,0,0,128.58670649997657,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,21,21,21,,,,,,,,,None,None,0,130.5867486000061,None,130.5867486000061,131.58671479998156,131.57006890000775,132.57009579997975,0,1,130.5867486000061,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,22,22,22,,,,,,,,,None,None,0,132.5867645999533,None,132.5867645999533,133.58676769997692,133.57009479997214,134.570101899968,0,1,132.5867645999533,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,4,"[-0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,23,23,23,,,,,,,,,None,None,0,134.58678239997244,None,134.58678239997244,135.58677950000856,135.57010609999998,136.57012379996013,0,1,134.58678239997244,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,24,24,24,,,,,,,,,None,None,0,136.586778900004,None,136.586778900004,137.58670210000128,137.57011709996732,138.57014709996292,0,1,136.586778900004,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,25,25,25,,,,,,,,,None,None,0,138.586782999977,None,138.586782999977,139.58680589997675,139.57014500000514,140.57014399999753,0,1,138.586782999977,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,26,26,26,,,,,,,,,None,None,0,140.58681780000916,None,140.58681780000916,141.58683609997388,141.57017319998704,142.57016020000447,0,1,140.58681780000916,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,27,27,27,,,,,,,,,None,None,0,142.58683859999292,None,142.58683859999292,143.58685099997092,143.57017399999313,144.57019419997232,0,1,142.58683859999292,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,28,28,28,,,,,,,,,None,None,0,144.58683210000163,None,144.58683210000163,145.58687969995663,145.5702050999971,146.57021309999982,0,1,144.58683210000163,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,29,29,29,,,,,,,,,None,None,0,146.58686999999918,None,146.58686999999918,147.5868960999651,147.57022639998468,148.57022649998544,0,1,146.58686999999918,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,30,30,30,,,,,,,,,None,None,0,148.58682589995442,None,148.58682589995442,149.5867234999896,149.57023499999195,150.57024659996387,0,1,148.58682589995442,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,31,31,31,,,,,,,,,None,None,0,150.58689370000502,None,150.58689370000502,151.58690009999555,151.570237500011,152.5702495999867,0,0,150.58689370000502,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,32,32,32,,,,,,,,,None,None,0,152.5869428999722,None,152.5869428999722,153.58695279998938,153.57027719996404,154.57028059998993,0,1,152.5869428999722,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,33,33,33,,,,,,,,,None,None,0,154.5869749999838,None,154.5869749999838,155.5869669999811,155.57027490000473,156.5702971999999,0,1,154.5869749999838,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,34,34,34,,,,,,,,,None,None,0,156.58696889999555,None,156.58696889999555,157.5869842999964,157.57030299998587,158.57029889995465,0,1,156.58696889999555,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,35,35,35,,,,,,,,,None,None,0,158.58695500000613,None,158.58695500000613,159.58699069998693,159.57032209995668,160.57031270000152,0,1,158.58695500000613,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,36,36,36,,,,,,,,,None,None,0,160.5869896999793,None,160.5869896999793,161.58698829996865,161.57032009999966,162.5702459999593,0,1,160.5869896999793,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,37,37,37,,,,,,,,,None,None,0,162.58701279998058,None,162.58701279998058,163.58703389996663,163.57035669998731,164.57035729999188,0,1,162.58701279998058,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,4,"[-0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,38,38,38,,,,,,,,,None,None,0,164.5870389000047,None,164.5870389000047,165.58697780000512,165.570362199971,166.5703671000083,0,1,164.5870389000047,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,39,39,39,,,,,,,,,None,None,0,166.58704469999066,None,166.58704469999066,167.58704569999827,167.57039199996507,168.57039989996701,0,1,166.58704469999066,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,40,40,40,,,,,,,,,None,None,0,168.58707129996037,None,168.58707129996037,169.58707519999007,169.57040560001042,170.5704049000051,0,1,168.58707129996037,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",1,0,0,0,0,,,,,0,0,0,0,0,41,41,41,,,,,,,,,None,None,0,170.5870706999558,None,170.5870706999558,171.58701660000952,171.5704190999968,172.57041330001084,0,1,170.5870706999558,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,42,42,42,,,,,,,,,None,None,0,172.5870859999559,None,172.5870859999559,173.58710419997806,173.5704319999786,174.5704349000007,0,1,172.5870859999559,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,43,43,43,,,,,,,,,None,None,0,174.58711319998838,None,174.58711319998838,175.58711219998077,175.57044360000873,176.5704485999886,0,1,174.58711319998838,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,44,44,44,,,,,,,,,None,None,0,176.58711229998153,None,176.58711229998153,177.58713890000945,177.57048049999867,178.57047719997354,0,1,176.58711229998153,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,45,45,45,,,,,,,,,None,None,0,178.58713729999727,None,178.58713729999727,179.58714560000226,179.5705636999919,180.57048150000628,0,1,178.58713729999727,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,46,46,46,,,,,,,,,None,None,0,180.58714719995623,None,180.58714719995623,181.58717590000015,181.5705072999699,182.57051519997185,0,1,180.58714719995623,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,47,47,47,,,,,,,,,None,None,0,182.58708239998668,None,182.58708239998668,183.5871793999686,183.57053039997118,184.57050619996153,0,1,182.58708239998668,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,48,48,48,,,,,,,,,None,None,0,184.58718799997587,None,184.58718799997587,185.58719759999076,185.5705345000024,186.5705495000002,0,1,184.58718799997587,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,49,49,49,,,,,,,,,None,None,0,186.5872151000076,None,186.5872151000076,187.58720969996648,187.5705297999666,188.57056979998015,0,1,186.5872151000076,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,50,50,50,,,,,,,,,None,None,0,188.58723469998222,None,188.58723469998222,189.58722729998408,189.57055149995722,190.57056469999952,0,1,188.58723469998222,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,51,51,51,,,,,,,,,None,None,0,190.58724259998417,None,190.58724259998417,191.5872595999972,191.57058850000612,192.57058939995477,0,1,190.58724259998417,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,52,52,52,,,,,,,,,None,None,0,192.58726120000938,None,192.58726120000938,193.5872621999588,193.57060440001078,194.5705859999871,0,1,192.58726120000938,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,53,53,53,,,,,,,,,None,None,0,194.58728249999695,None,194.58728249999695,195.58730749995448,195.57065650000004,196.5706469999859,0,1,194.58728249999695,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,54,54,54,,,,,,,,,None,None,0,196.5872949999757,None,196.5872949999757,197.5873050999944,197.57061689998955,198.57064449996687,0,1,196.5872949999757,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,55,55,55,,,,,,,,,None,None,0,198.58731430000626,None,198.58731430000626,199.5873286999995,199.57068509998498,200.570691299974,0,1,198.58731430000626,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,56,56,56,,,,,,,,,None,None,0,200.58731709996937,None,200.58731709996937,201.58733169996412,201.57069219998084,202.5706544999848,0,1,200.58731709996937,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,57,57,57,,,,,,,,,None,None,0,202.58735539996997,None,202.58735539996997,203.58734969998477,203.57067609997466,204.5707005999866,0,1,202.58735539996997,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,58,58,58,,,,,,,,,None,None,0,204.58742719999282,None,204.58742719999282,205.58737739996286,205.5707075999817,206.5707225999795,0,1,204.58742719999282,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,59,59,59,,,,,,,,,None,None,0,206.58735769998748,None,206.58735769998748,207.5873855999671,207.5707357999636,208.57069469999988,0,1,206.58735769998748,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,60,60,60,,,,,,,,,None,None,0,208.58740689995466,None,208.58740689995466,209.5873865999747,209.57075509999413,210.5707478999975,0,1,208.58740689995466,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,61,61,61,,,,,,,,,None,None,0,210.58741719997488,None,210.58741719997488,211.58743670000695,211.5707720000064,212.57073390000733,0,1,210.58741719997488,None,,,1002,m,5,r,SK,2022_Jan_21_2013,WASABI Nback,2020.2.10,59.99131326153367,
