square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,fixation_rest.started,fixation_rest.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,90.61235929990653,None,None,None,"[0, 0, 0]",91.6290369000053,None,91.6290369000053,92.62904449994676,92.61236639996059,93.61238049995154,"[0, 0, 0]",1,91.6290369000053,None,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",93.62905879993923,95.62906559999101,93.62905879993923,94.62905779993162,94.6123876000056,95.612388099893,"[0, 0, 0]",1,93.62905879993923,95.62906559999101,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",95.6457368999254,97.64574459998403,95.6457368999254,96.64574429998174,96.6290756999515,97.62906449998263,"[0, 0, 0]",1,95.6457368999254,97.64574459998403,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",97.6624130998971,99.66243009991013,97.6624130998971,98.66240619996097,98.64576929993927,99.64577439997811,"[0, 0, 0]",1,97.6624130998971,99.66243009991013,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",99.67911339993589,101.6791077000089,99.67911339993589,100.67912449990399,100.66244819993153,101.66244539991021,"[0, 0, 0]",1,99.67911339993589,101.6791077000089,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",101.69577749993186,103.69578879990149,101.69577749993186,102.6957936999388,102.67913319997024,103.67912709992379,"[0, 0, 0]",1,101.69577749993186,103.69578879990149,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",103.71246819989756,105.71247809997294,103.71246819989756,104.71246999991126,104.69580459990539,105.6958178000059,"[0, 0, 0]",1,103.71246819989756,105.71247809997294,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",105.72913439990953,107.72916309989523,105.72913439990953,106.72917489998508,106.71250359993428,107.71249369997531,"[0, 0, 0]",1,105.72913439990953,107.72916309989523,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",107.74582819989882,109.7458420000039,107.74582819989882,108.7458362999605,108.72916639992036,109.72918379993644,"[0, 0, 0]",1,107.74582819989882,109.7458420000039,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",109.76251089992002,111.76252559991553,109.76251089992002,110.7625049999915,110.74586359993555,111.74587619991507,"[0, 0, 0]",1,109.76251089992002,111.76252559991553,,,,,,,,,,,,,,,,,,,6,M,2,19,R,MH,49,49,2022_Aug_17_1136,2020.2.10,distractmap2,60.00168004586376,"['Left Face', 'Right Leg', 'Left Face', 'Right Leg']",
