RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,16.753938799985917,None,space,21.58712189999642,16.753938799985917,None,,,,,,,,,,,,,,,,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,47.377642199979164,None,47.377642199979164,48.37777149997419,48.37777149997419,None,0,1,47.377642199979164,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,49.37778949999483,None,49.37778949999483,50.37779020000016,50.36111979998532,51.36111429997254,0,0,49.37778949999483,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,51.37779289999162,None,51.37779289999162,52.37779959998443,52.36114169997745,53.36113389997627,0,1,51.37779289999162,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,53.377798799978336,None,53.377798799978336,54.377806199976476,54.361139599990565,55.361157499981346,0,1,53.377798799978336,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,55.377829899982316,None,55.377829899982316,56.37782419999712,56.361167199997,57.361181799991755,0,1,55.377829899982316,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,9,9,9,,,,,,,,,None,None,0,57.3778420999879,None,57.3778420999879,58.37785759998951,58.361185499990825,59.36119349999353,0,1,57.3778420999879,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,10,10,10,,,,,,,,,None,None,0,59.37786379997851,None,59.37786379997851,60.37787319999188,60.3611953999789,61.36120149999624,0,1,59.37786379997851,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,11,11,11,,,,,,,,,None,None,0,61.37788549999823,None,61.37788549999823,62.377889899973525,62.36122379999142,63.36122069999692,0,1,61.37788549999823,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,12,12,12,,,,,,,,,None,None,0,63.377888299990445,None,63.377888299990445,64.37790349998977,64.36122609997983,65.36123359997873,0,1,63.377888299990445,None,,,,6,m,10,r,mck,2021_Dec_17_1149,WASABI Nback,2020.2.10,59.983900320766296,
