audio1	0.05029559996910393	1.915419501133787	SOA1	2.4
audio2	2.5280732000246644	1.516235827664399	SOA2	3.3
visual3	5.876741099986248	1.2800703999819234	SOA3	3.0
checker4	8.88040510006249	1.3093074000207707	SOA4	2.7
visual5	11.570552000077441	1.2968884999863803	SOA5	3.6
audio6	15.176360300043598	1.2693877551020407	SOA6	3.0
audio7	18.208018900011666	1.5346485260770975	SOA7	2.7
audio8	20.943403400015086	1.4761451247165533	SOA8	3.0
visual9	23.983772800071165	1.296577800065279	SOA9	3.0
audio10	26.989396600052714	1.739501133786848	SOA10	3.0
audio11	30.03870849998202	1.1847619047619047	SOA11	3.3
checker12	33.37529610004276	1.297917899908498	SOA12	2.4
visual13	35.776643700082786	1.2972245999844745	SOA13	3.6
visual14	39.38017310004216	1.2964723999612033	SOA14	2.7
visual15	42.083570900023915	1.296602000016719	SOA15	3.0
visual16	45.086893500061706	1.2966808000346646	SOA16	3.3
visual17	48.390362499980256	1.2965289000421762	SOA17	2.7
visual18	51.11055119999219	1.2798149000154808	SOA18	3.0
visual19	54.12707769998815	1.2834732999326661	SOA19	2.7
visual20	56.829989599995315	1.2970848999684677	SOA20	3.3
checker21	60.13353340001777	1.3065125999273732	SOA21	2.7
visual22	62.826439000084065	1.297035500057973	SOA22	3.6
visual23	66.4439352999907	1.2825187999987975	SOA23	3.0
audio24	69.4480461999774	1.5346485260770975	SOA24	2.4
audio25	71.87702959997114	1.739501133786848	SOA25	3.6
visual26	75.5218704000581	1.2954713000217453	SOA26	3.0
visual27	78.54427180008497	1.2776108999969438	SOA27	2.4
visual28	80.96069540001918	1.2835597000084817	SOA28	3.0
visual29	83.96393399999943	1.2967593999346718	SOA29	3.6
visual30	87.56756220001262	1.296368999988772	SOA30	2.7
audio31	90.27323559997603	1.2524263038548753	SOA31	3.3
visual32	93.62738080008421	1.277137600001879	SOA32	3.0
checker33	96.63062760001048	1.3096899000229314	SOA33	3.0
visual34	99.64427290007006	1.2734172999626026	SOA34	3.0
visual35	102.66097760002594	1.283294100081548	SOA35	3.0
visual36	105.6778384000063	1.2831399999558926	SOA36	3.0
visual37	108.68128590006381	1.296546500059776	SOA37	2.4
visual38	111.09434760001022	1.2869438999332488	SOA38	3.3
visual39	114.41089729999658	1.2834508999949321	SOA39	3.0
audio40	117.41552130004857	1.739501133786848	SOA40	2.7
audio41	120.15555440005846	1.1723356009070294	SOA41	3.3
checker42	123.50529980007559	1.3018691000761464	SOA42	2.7
audio43	126.20397460006643	1.6239455782312926	SOA43	3.6
visual44	129.87778430001345	1.2721554999006912	SOA44	2.4
visual45	132.28061400004663	1.2971697000321	SOA45	3.6
visual46	135.8843473000452	1.2962665999075398	SOA46	2.7
visual47	138.58798720000777	1.2963603999232873	SOA47	2.7
checker48	141.29108930006623	1.2995449000736699	SOA48	3.0
visual49	144.291917799972	1.2965193999698386	SOA49	3.3
audio50	147.597588500008	1.2817233560090704	SOA50	2.7
checker51	150.32898410002235	1.311718099983409	SOA51	3.6
audio52	153.91910669999197	1.7005442176870749	SOA52	3.0
checker53	156.9432132000802	1.2975036000134423	SOA53	3.0
visual54	159.94593310006894	1.2967178000835702	SOA54	3.0
visual55	162.94925080006942	1.2966846000635996	SOA55	2.4
audio56	165.3541234000586	1.7178231292517008	SOA56	3.3
visual57	168.6929796000477	1.29666770005133	SOA57	2.7
visual58	171.39608920004684	1.2968912000069395	SOA58	3.3
visual59	174.7003836000804	1.29570000001695	SOA59	3.0
checker60	177.70390179997776	1.3036488000070676	SOA60	3.0
visual61	180.7113617999712	1.285377599997446	SOA61	3.0
visual62	183.72801020008046	1.2833532999502495	SOA62	3.3
visual63	187.044717199984	1.2832924999529496	SOA63	2.4
checker64	189.44746300007682	1.3101769000058994	SOA64	3.3
visual65	192.73823320004158	1.2963027999503538	SOA65	3.3
visual66	196.0420503000496	1.296202199999243	SOA66	3.0
audio67	199.04644790000748	1.7072108843537415	SOA67	3.0
audio68	202.0880918999901	1.4157369614512472	SOA68	2.7
checker69	204.82841690001078	1.3126405000220984	SOA69	3.3
checker70	208.1160662000766	1.308322099968791	SOA70	3.0
checker71	211.1075685999822	1.3002272000303492	SOA71	2.7
audio72	213.8086006999947	1.739501133786848	SOA72	3.0
audio73	216.8569263999816	1.739501133786848	SOA73	3.0
checker74	219.9056549000088	1.3021965000079945	SOA74	2.7
audio75	222.60392869997304	1.7072108843537415	SOA75	3.3
checker76	225.9541353000095	1.3037336999550462	SOA76	3.0
audio77	228.95186160004232	1.5346485260770975	SOA77	3.0
visual78	231.9774194000056	1.2958634999813512	SOA78	3.3
audio79	235.28229090000968	1.722267573696145	SOA79	2.7
audio80	238.0230840999866	1.3997732426303855	SOA80	3.3
visual81	241.37837420008145	1.2798302000155672	SOA81	3.0
visual82	244.39509590005036	1.2832745000487193	SOA82	3.0
visual83	247.39841919997707	1.2966735999798402	SOA83	2.4
checker84	249.8017856000224	1.3062476000050083	SOA84	3.3
visual85	253.09575920004863	1.2964111000765115	SOA85	3.0
visual86	256.0991074000485	1.296653600060381	SOA86	2.7
visual87	258.8029131999938	1.2961937000509351	SOA87	3.0
audio88	261.80879110004753	1.4583673469387755	SOA88	3.6
checker89	265.45383920008317	1.3043211000040174	SOA89	2.7
checker90	268.14911400002893	1.3090743999928236	SOA90	3.0
checker91	271.1397449000506	1.3017634000862017	SOA91	3.0
visual92	274.16214929998387	1.272471999982372	SOA92	2.7
audio93	276.86675090005156	1.5346485260770975	SOA93	3.0
checker94	279.89453759999014	1.2970970999449492	SOA94	3.3
