square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation_rest.started,fixation_rest.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,93.05184770002961,None,None,None,"[0, 0, 0]",94.08517249999568,None,94.08517249999568,95.0851968000643,95.06851650006138,None,"[0, 0, 0]",1,94.08517249999568,None,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",96.06853280006908,98.06854090001434,96.06853280006908,97.06853849999607,97.05189049988985,98.05189860006794,"[0, 0, 0]",1,96.06853280006908,98.06854090001434,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",98.08523329999298,100.08523950004019,98.08523329999298,99.0852049998939,99.06855929992162,100.06855369987898,"[0, 0, 0]",1,98.08523329999298,100.08523950004019,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",100.10193879995495,102.10193939995952,100.10193879995495,101.10194019996561,101.08526289998554,102.08523879991844,"[0, 0, 0]",1,100.10193879995495,102.10193939995952,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",102.11856890004128,104.11860059993342,102.11856890004128,103.11859049997292,103.10194449988194,104.1019569998607,"[0, 0, 0]",1,102.11856890004128,104.11860059993342,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",104.13526390003972,106.13531009992585,104.13526390003972,105.13519449997693,105.11860679998063,106.11861929995939,"[0, 0, 0]",1,104.13526390003972,106.13531009992585,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",106.15194689994678,108.1519712000154,106.15194689994678,107.15196709986776,107.13529619993642,108.13529350003228,"[0, 0, 0]",1,106.15194689994678,108.1519712000154,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",108.16863809991628,110.168650199892,108.16863809991628,109.16863640001975,109.15197889995761,110.15197569993325,"[0, 0, 0]",1,108.16863809991628,110.168650199892,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",110.18521529994905,112.1853324000258,110.18521529994905,111.18532809987664,111.16865850007161,112.16866849991493,"[0, 0, 0]",1,110.18521529994905,112.1853324000258,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",112.20200380007736,114.20202869991772,112.20200380007736,113.20200939988717,113.18533129990101,114.18534309999086,"[0, 0, 0]",1,112.20200380007736,114.20202869991772,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",114.21869000000879,116.2186918000225,114.21869000000879,115.21868980000727,115.2020125000272,116.20202729990706,"[0, 0, 0]",1,114.21869000000879,116.2186918000225,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",116.23534479993396,118.23537990008481,116.23534479993396,117.23536189994775,117.2187133000698,118.21871259994805,"[0, 0, 0]",0,116.23534479993396,118.23537990008481,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",118.2520627998747,120.25204799999483,118.2520627998747,119.25206650001928,119.23538640001789,120.2354182000272,"[0, 0, 0]",0,118.2520627998747,120.25204799999483,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",120.26872970000841,122.26874889992177,120.26872970000841,121.26873399992473,121.25212419987656,122.25207729986869,"[0, 0, 0]",1,120.26872970000841,122.26874889992177,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",122.28536559990607,124.28544789995067,122.28536559990607,123.28542000008747,123.26875739987008,124.26876470004208,"[0, 0, 0]",1,122.28536559990607,124.28544789995067,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",124.30210159998387,126.30215790006332,124.30210159998387,125.30211129994132,125.28547240002081,126.28544020000845,"[0, 0, 0]",1,124.30210159998387,126.30215790006332,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",126.31880429992452,128.31880109990016,126.31880429992452,127.31880209990777,127.3021180999931,128.30213299999014,"[0, 0, 0]",1,126.31880429992452,128.31880109990016,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",128.33544970001094,130.33547689998522,128.33544970001094,129.33546159998514,129.3188262998592,130.31883249990642,"[0, 0, 0]",1,128.33544970001094,130.33547689998522,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",130.35215920000337,132.3521575999912,130.35215920000337,131.35215929988772,131.33547240006737,132.33548279991373,"[0, 0, 0]",0,130.35215920000337,132.3521575999912,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",132.36883890000172,134.36885869991966,132.36883890000172,133.3688383998815,133.3521585999988,134.35218889988028,"[0, 0, 0]",1,132.36883890000172,134.36885869991966,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",134.38551270007156,136.3855264999438,134.38551270007156,135.38551039993763,135.36885820003226,136.36886440007947,"[0, 0, 0]",1,134.38551270007156,136.3855264999438,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",136.40222829999402,138.40221319999546,136.40222829999402,137.4022198000457,137.38553490000777,138.38553079986013,"[0, 0, 0]",0,136.40222829999402,138.40221319999546,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",0,0,22,22,22,,,None,None,"[0, 0, 0]",138.4188907998614,140.4188925998751,138.4188907998614,139.41890519997105,139.40220979996957,140.40222200006247,"[0, 0, 0]",1,138.4188907998614,140.4188925998751,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",0,0,23,23,23,,,None,None,"[0, 0, 0]",140.43554509989917,142.4355726998765,140.43554509989917,141.43556839996018,141.41893939999864,142.41891160001978,"[0, 0, 0]",1,140.43554509989917,142.4355726998765,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",0,0,24,24,24,,,None,None,"[0, 0, 0]",142.45209929998964,144.45224680006504,142.45209929998964,143.45224109990522,143.43557849992067,144.43560980004258,"[0, 0, 0]",1,142.45209929998964,144.45224680006504,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",0,0,25,25,25,,,None,None,"[0, 0, 0]",144.46895159990527,146.46897719986737,144.46895159990527,145.46897859987803,145.45226050005294,146.4522720000241,"[0, 0, 0]",1,144.46895159990527,146.46897719986737,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",1,0,26,26,26,,,None,None,"[0, 0, 0]",146.4856076000724,148.48562569986098,146.4856076000724,147.48560009989887,147.4689473998733,148.4689778999891,"[0, 0, 0]",0,146.4856076000724,148.48562569986098,,,,,,,,,,,,,,,,,,,1,M,3.2,42,r,,49,49,2022_Jul_05_1101,2020.2.10,distractmap,59.977640360920795,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
