runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,,28.4256506000238,None,space,2.1077523000130896,28.4256506000238,None,1,m,1,r,MS,2021_Sep_17_1153,Hyperalignment,2020.2.10,59.98695883710627,
