	onset	duration	phase	condition
0	2.8179280003532767	1.483199399895966	cue	Left Leg
1	4.301127400249243	16.511841769795865	movement	Left Leg
2	20.85595340002328	1.4833535999059677	cue	Chest
3	22.33930699992925	16.51091077970341	movement	Chest
4	38.83953900029883	18.010696520097554	rest	Rest
5	56.89637750014663	1.483131700195372	cue	Right Arm
6	58.379509200342	16.514159579295665	movement	Right Arm
7	74.93419360043481	1.4831512998789549	cue	Right Leg
8	76.41734490031376	16.50544166052714	movement	Right Leg
9	92.97324400022626	1.4833761001937091	cue	Right Face
10	94.45662010041997	16.51071257935837	movement	Right Face
11	110.95673710014671	18.010700520593673	rest	Rest
12	129.00427530007437	1.4664574996568263	cue	Left Face
13	130.4707327997312	16.516085680108517	movement	Left Face
14	147.02470940025523	1.4833359001204371	cue	Abdomen
15	148.50804530037567	16.50860687950626	movement	Abdomen
16	165.00665980018675	18.011645920109004	rest	Rest
17	183.06891290005296	1.483106799889356	cue	Left Arm
18	184.55201969994232	16.504348979797214	movement	Left Arm
19	201.05748359998688	18.01058432040736	rest	Rest
20	219.10484220040962	1.4666960998438299	cue	Left Face
21	220.57153830025345	16.51604847982526	movement	Left Face
22	237.07448290009052	18.010440620128065	rest	Rest
23	255.12266260012984	1.483362799976021	cue	Left Leg
24	256.60602540010586	16.51434947969392	movement	Left Leg
25	273.1578292003833	1.4833382000215352	cue	Abdomen
26	274.6411674004048	16.510911979712546	movement	Abdomen
27	291.1415692004375	18.010358420666307	rest	Rest
28	309.1863820999861	1.4831236000172794	cue	Right Leg
29	310.66950570000336	16.504572059959173	movement	Right Leg
30	327.2314406000078	1.4830506001599133	cue	Right Arm
31	328.7144912001677	16.514789179433137	movement	Right Arm
32	345.224700700026	18.01158242020756	rest	Rest
33	363.2871529003605	1.4831220996566117	cue	Left Arm
34	364.77027500001714	16.50385037995875	movement	Left Arm
35	381.3284586002119	1.4831722998060286	cue	Chest
36	382.8116309000179	16.504809079691768	movement	Chest
37	399.30844080029055	18.01163532026112	rest	Rest
38	417.35874200006947	1.4831031998619437	cue	Right Face
39	418.8418451999314	16.511533579789102	movement	Right Face
40	Condition Order: 	['Left Leg', 'Chest', 'Rest', 'Right Arm', 'Right Leg', 'Right Face', 'Rest', 'Left Face', 'Abdomen', 'Rest', 'Left Arm', 'Rest', 'Left Face', 'Rest', 'Left Leg', 'Abdomen', 'Rest', 'Right Leg', 'Right Arm', 'Rest', 'Left Arm', 'Chest', 'Rest', 'Right Face']		
