	onset	duration	condition
0	2.7604812000645325	1862.3057490853826	c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-of-Few\WASABI hyperalignment\stimuli\videos\kungfury.mp4
