square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,response.rt_left,response.rt_right,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
3,"[0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",883.4154687998816,885.4156046998687,883.4154687998816,884.4155873998534,884.3989172999281,885.3989376998506,"[0, 0, 0]",1,883.4154687998816,885.4156046998687,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
,,,,,,,,,,,885.4322575000115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.938271604938272,864.433494159719,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
8,"[0, -0.2]",None,0,0,0,0,,,,,903.6329051000066,None,905.4990909998305,None,905.4990909998305,906.4991181998048,906.4824361999054,907.4824595998507,1,None,None,"[0, 0, 0]",,,905.4990909998305,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,0.014587340177968144,5.011568340240046,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,1,1,1,,,,,,,907.4991066998336,None,907.4991066998336,908.4991019999143,908.4824467999861,909.4824595998507,1,None,None,"[0, 0, 0]",,,907.4991066998336,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",1,0,2,2,2,,,,,,,909.4990863997955,909.4990863997955,909.4990863997955,910.4991421999875,910.4825124999043,911.4825198999606,1,None,None,"[0, 0, 0]",,,909.4990863997955,909.4990863997955,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,911.499118699925,911.499118699925,911.499118699925,912.4991541998461,912.4825028998312,913.4825005999301,1,None,None,"[0, 0, 0]",,,911.499118699925,911.499118699925,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,913.6160440999083,913.6160440999083,913.6160440999083,914.6158346999437,914.599040000001,None,1,None,None,"[0, 0, 0]",,,913.6160440999083,913.6160440999083,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,5,5,5,,,,,,,915.5157302999869,None,915.5157302999869,916.5158435998019,916.4991778000258,917.4991796999238,1,None,None,"[0, 0, 0]",,,915.5157302999869,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,917.5158645999618,917.5158645999618,917.5158645999618,918.5158585999161,918.4991890999954,919.4991843998432,1,None,None,"[0, 0, 0]",,,917.5158645999618,917.5158645999618,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,,,,,919.5158651999664,919.5158651999664,919.5158651999664,920.5158829998691,920.499204199994,921.4992203000002,1,None,None,"[0, 0, 0]",,,919.5158651999664,919.5158651999664,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,8,8,8,,,,,,,921.5158773998264,921.5158773998264,921.5158773998264,922.5159112999681,922.499224399915,923.4992374998983,1,None,None,"[0, 0, 0]",,,921.5158773998264,921.5158773998264,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",1,0,9,9,9,,,,,,,923.5159238998313,923.5159238998313,923.5159238998313,924.5159024000168,924.4992380000185,925.4992386000231,1,None,None,"[0, 0, 0]",,,923.5159238998313,923.5159238998313,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
,,,,,,,,,,,925.5159187999088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.209876543209877,900.6664597599301,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
2,"[0, 0.2]",None,,,,,0,0,0,0,939.1661932999268,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",945.5827585000079,None,945.5827585000079,946.5827471998055,946.566073999973,947.5661569000222,"[0, 0, 0]",1,945.5827585000079,None,,,,,,,,,,,,,0.01519364002160728,5.012769839959219,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",947.582750099944,949.5827808999456,947.582750099944,948.5827689999714,948.5661038998514,949.5659988999832,"[0, 0, 0]",1,947.582750099944,949.5827808999456,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",949.5994302998297,951.5994529998861,949.5994302998297,950.5994900998194,950.5827685999684,951.5827591000125,"[0, 0, 0]",1,949.5994302998297,951.5994529998861,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",951.6161272998434,953.6161340000108,951.6161272998434,952.6161287999712,952.59945530002,953.5994839998893,"[0, 0, 0]",1,951.6161272998434,953.6161340000108,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",953.7163374999072,None,953.7163374999072,954.716141999932,954.6994994999841,None,"[0, 0, 0]",1,953.7163374999072,None,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",955.6494839999359,957.649538999889,955.6494839999359,956.6495109000243,956.6328191999346,957.6328294000123,"[0, 0, 0]",1,955.6494839999359,957.649538999889,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",957.6661604000255,959.6661791999359,957.6661604000255,958.6661643998232,958.6495032999665,959.6495327998418,"[0, 0, 0]",1,957.6661604000255,959.6661791999359,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",959.6828552999068,961.6828609998338,959.6828552999068,960.6828664999921,960.6661862998735,961.6661852998659,"[0, 0, 0]",1,959.6828552999068,961.6828609998338,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",961.6995293998625,963.6995417999569,961.6995293998625,962.6995358997956,962.6828672999982,963.6828888999298,"[0, 0, 0]",1,961.6995293998625,963.6995417999569,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",963.716225199867,965.7162369999569,963.716225199867,964.7162259998731,964.6995504999068,965.6996460999362,"[0, 0, 0]",0,963.716225199867,965.7162369999569,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
,,,,,,,,,,,965.7328609998804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.444444444444446,942.0002626599744,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",None,0,0,0,0,,,,,981.8825279998127,None,985.7997255998198,None,985.7997255998198,986.7997328999918,986.7830669998657,987.7830719999038,1,None,None,"[0, 0, 0]",,,985.7997255998198,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,0.01508694002404809,5.012574339983985,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",1,0,1,1,1,,,,,,,987.7997425999492,None,987.7997425999492,988.7997351998929,988.783065199852,989.7830803999677,1,None,None,"[0, 0, 0]",,,987.7997425999492,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",1,0,2,2,2,,,,,,,989.799750899896,989.799750899896,989.799750899896,990.7997653000057,990.7830914999358,991.7831019998994,0,None,None,"[0, 0, 0]",,,989.799750899896,989.799750899896,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",0,0,3,3,3,,,,,,,991.7997641998809,991.7997641998809,991.7997641998809,992.7997766998596,992.7831265998539,993.7831105999649,1,None,None,"[0, 0, 0]",,,991.7997641998809,991.7997641998809,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
5,"[0, 0]",0,0,4,4,4,,,,,,,993.8499560998753,993.8499560998753,993.8499560998753,994.8497850999702,994.8331279000267,None,1,None,None,"[0, 0, 0]",,,993.8499560998753,993.8499560998753,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,995.8165037999861,None,995.8165037999861,996.8164663999341,996.7998103999998,997.7998150999192,1,None,None,"[0, 0, 0]",,,995.8165037999861,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,997.8165026998613,997.8165026998613,997.8165026998613,998.8164907000028,998.7998241998721,999.7998263998888,1,None,None,"[0, 0, 0]",,,997.8165026998613,997.8165026998613,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,999.8164986998308,999.8164986998308,999.8164986998308,1000.8165359999985,1000.7998347999528,1001.7998761998024,1,None,None,"[0, 0, 0]",,,999.8164986998308,999.8164986998308,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
2,"[0, 0.2]",0,0,8,8,8,,,,,,,1001.8165255999193,1001.8165255999193,1001.8165255999193,1002.8165254998021,1002.799874600023,1003.7998684998602,1,None,None,"[0, 0, 0]",,,1001.8165255999193,1001.8165255999193,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
2,"[0, 0.2]",1,0,9,9,9,,,,,,,1003.8165311999619,1003.8165311999619,1003.8165311999619,1004.8165509998798,1004.7998640998267,1005.7998835998587,1,None,None,"[0, 0, 0]",,,1003.8165311999619,1003.8165311999619,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
,,,,,,,,,,,1005.8165459998418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.370370370370374,980.1842286600731,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,1020.0002065999433,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1025.8667170000263,None,1025.8667170000263,1026.8667132998817,1026.8500341000035,1027.8500438998453,"[0, 0, 0]",1,1025.8667170000263,None,,,,,,,,,,,,,0.014737039804458618,5.0118883398827165,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
9,"[0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1027.8667098998558,1029.8667421999853,1027.8667098998558,1028.8667152000125,1028.8500598999672,1029.8500855998136,"[0, 0, 0]",1,1027.8667098998558,1029.8667421999853,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1029.8834167998284,1031.8834443998057,1029.8834167998284,1030.8834118000232,1030.8667432998773,1031.8667493998073,"[0, 0, 0]",1,1029.8834167998284,1031.8834443998057,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1031.9000676998403,1033.9000979999546,1031.9000676998403,1032.8995699998923,1032.8834511998575,1033.8834381999914,"[0, 0, 0]",1,1031.9000676998403,1033.9000979999546,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
8,"[0, -0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1033.967096899869,None,1033.967096899869,1034.966657700017,1034.9501051998232,None,"[0, 0, 0]",1,1033.967096899869,None,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1035.933455799939,1037.933478299994,1035.933455799939,1036.9334870998282,1036.916832699906,1037.9167950998526,"[0, 0, 0]",1,1035.933455799939,1037.933478299994,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1037.950148299802,1039.9501504998188,1037.950148299802,1038.9501370999496,1038.9334679997992,1039.9335111998953,"[0, 0, 0]",1,1037.950148299802,1039.9501504998188,,,,,,,,,,,,,,,1,M,,22,r,CIB,2021_Sep_03_1231,2020.2.10,distractmap,60.00157203918752,"['Abdomen', 'Right Leg', 'Right Arm', 'Chest', 'Abdomen', 'Right Leg', 'Left Arm', 'Right Face', 'Left Arm', 'Left Face', 'Right Face', 'Right Arm', 'Chest', 'Left Leg', 'Left Leg', 'Left Face']",
