BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation.started,fixation.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,AvoidRating.response,AvoidRating.rt,AvoidRating.started,AvoidRating.stopped,RelaxRating.response,RelaxRating.rt,RelaxRating.started,RelaxRating.stopped,TaskAttentionRating.response,TaskAttentionRating.rt,TaskAttentionRating.started,TaskAttentionRating.stopped,BoredomRating.response,BoredomRating.rt,BoredomRating.started,BoredomRating.stopped,AlertnessRating.response,AlertnessRating.rt,AlertnessRating.started,AlertnessRating.stopped,PosThxRating.response,PosThxRating.rt,PosThxRating.started,PosThxRating.stopped,NegThxRating.response,NegThxRating.rt,NegThxRating.started,NegThxRating.stopped,SelfRating.response,SelfRating.rt,SelfRating.started,SelfRating.stopped,OtherRating.response,OtherRating.rt,OtherRating.started,OtherRating.stopped,ImageryRating.response,ImageryRating.rt,ImageryRating.started,ImageryRating.stopped,PresentRating.response,PresentRating.rt,PresentRating.started,PresentRating.stopped,subject number,gender,experience(1) or regulate(2),session,handedness,scanner,date,psychopyVersion,expName,body_site_order,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012545290403068066,None,-20.18518518518519,194.05814640969038,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011633890215307474,None,-18.703703703703695,194.3907049098052,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012521390337496996,None,-19.259259259259252,194.9915300095454,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
209.0435939002782,209.0435939002782,None,space,8.87068419996649,209.0435939002782,None,236.76829760009423,236.76829760009423,33.51851851851852,230.39101931033656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011915790382772684,None,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,0.01387958973646164,5.0126874898560345,-20.0,237.66143720969558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,0.013285890221595764,None,-10.925925925925924,238.429986809846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,44.629629629629626,238.9562981100753,,,,,,,,,0.01175319030880928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,0.0028301901184022427,None,,,,,,,,,46.85185185185185,239.31176860956475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,0.01377019053325057,None,48.79629629629629,239.68043150985613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01220929017290473,None,50.0,239.9990634098649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010424490086734295,None,45.55555555555556,240.31353060994297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01285389019176364,None,0.0,240.53240011027083,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011863089632242918,None,0.0,240.98265880998224,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011567989829927683,None,6.481481481481495,241.332239610143,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012014389969408512,None,0.0,241.51603620965034,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011768190190196037,None,0.0,241.68147910991684,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012321489863097668,None,0.0,241.81357750995085,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01346539007499814,None,0.0,241.9815492099151,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
254.73070080019534,254.73070080019534,None,space,1.896065500099212,254.73070080019534,None,273.20235570007935,None,50.0,274.14362740982324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012541890144348145,None,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,0.01610149024054408,5.017623490188271,-17.962962962962962,275.4136983095668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,0.013546590227633715,None,-0.9259259259259238,275.7976297098212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,40.46296296296297,276.0926960101351,,,,,,,,,0.013115290086716413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,0.0013234899379312992,None,,,,,,,,,50.0,276.2989561096765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,0.011914590373635292,None,51.85185185185185,277.1167920101434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011725389864295721,None,50.0,277.38168851006776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013365190010517836,None,50.0,277.5653448100202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012706489767879248,None,0.0,277.7156129097566,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013053890317678452,None,0.0,277.8490870096721,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01258839014917612,None,-22.40740740740742,278.41706950962543,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011582290288060904,None,0.0,278.966073309537,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01263849064707756,None,-6.296296296296305,279.3996447096579,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012636290397495031,None,-4.8148148148148096,279.7336087101139,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01223859004676342,None,-0.5555555555555571,279.90052300971,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
292.7270022002049,292.7270022002049,None,space,1.0285372002981603,292.7270022002049,None,328.8468608004041,None,35.27777777777778,325.78618941036984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012557490263134241,None,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,0.016129689756780863,5.017724189441651,-0.18518518518519045,325.89065970946103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,0.012027090415358543,None,-21.48148148148148,326.85720851039514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,44.90740740740741,327.38382681040093,,,,,,,,,0.0123829897493124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,0.00272458977997303,None,,,,,,,,,42.96296296296296,327.8081835093908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,0.011846690438687801,None,34.35185185185185,328.65768940979615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012630690354853868,None,32.407407407407405,329.2086567101069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012132490053772926,None,21.296296296296294,329.75857621012256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013381490018218756,None,42.22222222222223,330.69347850978374,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011396490037441254,None,-55.74074074074074,331.36072100978345,,,,,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011590590234845877,None,54.07407407407405,331.8935443093069,,,,,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012179090641438961,None,-54.25925925925926,332.52667771000415,,,,,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012293090112507343,None,45.55555555555557,332.9612873098813,,,,,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011890090070664883,None,-35.55555555555556,333.41010280977935,,,,,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013065290171653032,None,-2.037037037037024,333.8798541096039,,,999,m,1,99,r,TEST,2022_Feb_09_1334,2020.2.10,acceptmap-exp,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",59.735265307710144,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009816290345042944,None,,,,,,,,,,,,
