	repetition	confirm_time	body_site	stim_temp	calibration_onset	calibration_jitter	calibration_duration	heat_onset	heat_jitter	heat_duration	hot_temp	valence_rating	intensity_rating
0	1	1105.8635800001211	Left Leg	36.0	1115.1526452000253	0	32	1150.3049437000882	0	14.496120220050216	48.0	-51	50
1	1	1253.662059100112	Right Leg	35.5	1259.402016500011	0	30	1294.2718245999422	1	14.592254239832982	47.0	-36	45
2	1	1379.2688669001218	Right Arm	34.0	1385.2376489001326	0	32	1420.758457500022	0	14.519005679991096	48.0	-47	50
3	1	1494.5775371000636	Abdomen	37.5	1503.9678440000862	3	30	1538.0553401999641	0	14.506943219806999	47.0	-40	45
4	1	1630.517497499939	Right Face	36.0	1636.4672846000176	0	32	1674.3966949000023	2	14.574307219823822	48.0	-39	39
5	1	1749.1972382999957	Left Face	37.0	1755.8987777000293	1	32	1794.357211299939	3	14.651514719706029	48.0	-45	49
6	1	1862.6858105999418	Left Arm	35.5	1866.916646800004	0	29	1900.1927298000082	0	14.51033139997162	46.5	-50	49
7	1	1997.346859100042	Chest	37.0	2004.7994401000906	2	32	2041.8181849000975	1	14.99704679986462	48.0	-52	51
8	2	2121.1729340001475	Left Leg	39.5	2126.715281400131	2	31	2161.4607041000854	0	14.440255359979346	47.5	-50	49
9	2	2257.8845341000706	Abdomen	42.5	2262.3817726001143	0	31	2300.0778225001413	2	14.522391139995307	47.5	-51	50
10	2	2360.584520300152	Right Leg	37.5	2368.531416400103	3	32	2407.1901299001183	3	14.49725233973004	48.0	-53	51
11	2	2448.9573278999887	Left Face	37.0	2456.23127009999	3	33	2493.8540608000476	1	14.554569419939071	48.5	-48	47
12	2	2551.449396900134	Left Arm	35.5	2555.113690300146	0	31	2592.8425170001574	2	14.25860093999654	47.5	-53	51
13	2	2645.6592494000215	Right Arm	35.5	2655.178651700029	1	32	2693.982345600147	3	14.298460279824212	48.0	-53	50
14	2	2748.376658000052	Right Face	40.5	2752.946381200105	1	33	2790.6206509999465	1	14.995300020091236	48.5	-46	48
15	2	2869.612250500126	Chest	40.5	2889.3295657001436	2	32	2927.751723200083	2	14.316738500026986	48.0	-52	50
16	3	3119.059090099996	Left Arm	35.0	3125.861591800116	0	31	3164.51092400006	3	14.466588960029185	47.5	-52	50
17	3	3203.7666766999755	Left Face	44.0	3210.4779471000656	1	33	3249.5889715999365	2	14.494025900028646	48.5	-49	48
18	3	3309.7882535001263	Chest	37.0	3315.109444499947	3	33	3353.624444999965	2	14.453828159952536	48.5	-54	51
19	3	3499.9890573001467	Right Arm	36.5	3506.210667300038	3	30	3543.084513399983	3	14.599030580138788	47.0	-47	47
20	3	3604.8197133999784	Abdomen	34.0	3611.7432486999314	3	30	3647.2070945999585	2	14.60281143989414	47.0	-49	48
21	3	3694.627805599943	Right Face	38.5	3699.3764772000723	3	34	3739.545411300147	2	14.594054060289636	49.0	-53	50
22	3	3811.6490656000096	Left Leg	35.5	3818.142341000028	0	32	3853.7780892001465	0	14.628465260146186	48.0	-54	51
23	3	3916.7731969000306	Right Leg	38.5	3920.9253267000895	0	32	3959.0086175999604	2	14.484248320106417	48.0	-54	51
24	4	4028.5111177000217	Left Leg	36.5	4031.3915343999397	1	32	4068.8111322999466	2	14.528174799866974	48.0	-54	51
25	4	4114.510633700062	Abdomen	38.0	4122.441312200157	1	32	4159.704421800096	1	14.620892739854753	48.0	-53	51
26	4	4198.620014999993	Left Face	45.0	4200.223923200043	0	32	4241.109589900123	1	14.38086643978022	49.0	-52	49
27	4	4319.551362700062	Left Arm	37.5	4322.940454600146	1	28	4356.803302000044	2	14.538174099987373	46.0	-39	41
28	4	4417.894306499977	Chest	35.5	4420.673282900127	1	32	4459.7561836999375	3	14.482619859743863	48.0	-54	51
29	4	4499.298569400096	Right Arm	36.5	4505.023312800098	2	32	4542.005701699993	1	14.985302519984543	48.0	-53	50
30	4	4593.596548500005	Right Leg	36.5	4600.339568899944	1	32	4635.828285000054	0	14.503144179936498	48.0	-51	51
31	4	4674.213947700104	Right Face	38.5	4675.572165100137	0	32	4717.577715900028	2	14.416051560081542	49.0	-46	49
