RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,58.293767699971795,None,,,,,,,,,,,,,,,,,,,,,,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,348.61288599995896,None,space,66.42156899999827,348.61288599995896,None,,,,,,,,,,,,,,,,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,415.8634119001217,None,None,None,0,416.12963860016316,None,416.12963860016316,417.13008280005306,417.13008280005306,None,0,1,416.12963860016316,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,0,418.08008279977366,None,418.08008279977366,419.08011629991233,419.06344129983336,420.06345980009064,0,1,418.08008279977366,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,0,420.08012969978154,None,420.08012969978154,421.0801165997982,421.06346199987456,422.063477399759,0,1,420.08012969978154,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,0,422.0801284997724,None,422.0801284997724,423.0801542000845,423.06347779976204,424.06350799975917,0,1,422.0801284997724,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,424.080149800051,None,424.080149800051,425.08014870015904,425.06350519973785,426.0635365997441,0,1,424.080149800051,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,426.0801793001592,None,426.0801793001592,427.08005459979177,427.06352229975164,428.0635373000987,0,1,426.0801793001592,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,428.0801794999279,None,428.0801794999279,429.0802016998641,429.06351910019293,430.0635311999358,0,1,428.0801794999279,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,430.08017840003595,None,430.08017840003595,431.0801988001913,431.0635655000806,432.06357769994065,0,1,430.08017840003595,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,None,None,0,432.08021119982004,None,432.08021119982004,433.08021020004526,433.06357609992847,434.0635839998722,0,1,432.08021119982004,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,None,None,0,434.0802409001626,None,434.0802409001626,435.08026000019163,435.0634610000998,436.0635922001675,0,1,434.0802409001626,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,None,None,0,436.08024130016565,None,436.08024130016565,437.0802531000227,437.06351609993726,438.06361419986933,0,1,436.08024130016565,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,None,None,0,438.0802795998752,None,438.0802795998752,439.08029319997877,439.0636130999774,440.0636261999607,0,1,438.0802795998752,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,None,None,0,440.08028810005635,None,440.08028810005635,441.0802906001918,441.06363540003076,442.0636454997584,0,1,440.08028810005635,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,None,None,0,442.08030360005796,None,442.08030360005796,443.0803057998419,443.06365349981934,444.0636521000415,0,1,442.08030360005796,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,None,None,0,444.08032430009916,None,444.08032430009916,445.08031470002607,445.0636610998772,446.06366800004616,0,1,444.08032430009916,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,None,None,0,446.08036469994113,None,446.08036469994113,447.08035789988935,447.06368019990623,448.06369769992307,0,1,446.08036469994113,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,None,None,0,448.0803494001739,None,448.0803494001739,449.0803561001085,449.0637114997953,450.0637042997405,0,1,448.0803494001739,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,None,None,0,450.08038150006905,None,450.08038150006905,451.08037579990923,451.063703100197,452.06360290013254,0,1,450.08038150006905,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,None,None,0,452.0803824001923,None,452.0803824001923,453.08039270015433,453.06373200006783,454.0637480998412,0,1,452.0803824001923,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,None,None,0,454.0803886000067,None,454.0803886000067,455.080414599739,455.06375259999186,456.0637566000223,0,1,454.0803886000067,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,None,None,0,456.0804131999612,None,456.0804131999612,457.0804241001606,457.0637587001547,458.0637787999585,0,1,456.0804131999612,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,None,None,0,458.0804436998442,None,458.0804436998442,459.08046159986407,459.06377199990675,460.06379109993577,0,1,458.0804436998442,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,None,None,0,460.08045569993556,None,460.08045569993556,461.0804806998931,461.06380880018696,462.0638055000454,0,1,460.08045569993556,None,,5,m,1,r,CIB,2021_Jun_07_1511,WASABI Nback,2020.2.10,59.99955598593516,
