	onset	duration	phase	condition
0	2.853215599898249	1.4833611999638379	cue	Left Arm
1	4.336576799862087	16.513325127307326	movement	Left Arm
2	20.886234000325203	1.4831043998710811	cue	Right Leg
3	22.369338400196284	16.515706879552454	movement	Right Leg
4	38.91923200013116	1.4664209000766277	cue	Left Leg
5	40.38565290020779	16.51662877947092	movement	Left Leg
6	56.888084299862385	18.012247120030224	rest	Rest
7	74.93777510011569	1.4833217998966575	cue	Left Face
8	76.42109690001234	16.51313748024404	movement	Left Face
9	92.92234589997679	18.010924520436674	rest	Rest
10	110.97543219989166	1.4833465996198356	cue	Abdomen
11	112.45877879951149	16.505004180129617	movement	Abdomen
12	129.00482470029965	1.4833342996425927	cue	Right Face
13	130.48815899994224	16.51316138030961	movement	Right Face
14	146.98916100012138	18.01129982015118	rest	Rest
15	165.0460378001444	1.4830768997780979	cue	Right Arm
16	166.5291146999225	16.514732080046088	movement	Right Arm
17	183.03988619986922	18.01049112016335	rest	Rest
18	201.09159289998934	1.4831206002272666	cue	Chest
19	202.5747135002166	16.5075665791519	movement	Chest
20	219.1197262001224	1.4833450000733137	cue	Left Face
21	220.6030712001957	16.50131915975362	movement	Left Face
22	237.15700739994645	1.483120399992913	cue	Right Face
23	238.64012779993936	16.51058617979288	movement	Right Face
24	255.19056820031255	1.4833642998710275	cue	Chest
25	256.6739325001836	16.510159380268306	movement	Chest
26	273.1730627999641	18.01212252024561	rest	Rest
27	291.2291492000222	1.4664357001893222	cue	Right Arm
28	292.69558490021154	16.517111879307777	movement	Right Arm
29	309.2071700999513	18.011093620676547	rest	Rest
30	327.2525194003247	1.4831158998422325	cue	Right Leg
31	328.7356353001669	16.504248660523444	movement	Right Leg
32	345.2402336001396	18.012179620098323	rest	Rest
33	363.30319690005854	1.4830812998116016	cue	Left Arm
34	364.78627819987014	16.503438380081207	movement	Left Arm
35	381.3405567998998	1.483145700301975	cue	Left Leg
36	382.82370250020176	16.51224397914484	movement	Left Leg
37	399.37072810018435	1.4833337999880314	cue	Abdomen
38	400.8540619001724	16.502005259972066	movement	Abdomen
39	417.3581670001149	18.010728520341218	rest	Rest
40	Condition Order: 	['Left Arm', 'Right Leg', 'Left Leg', 'Rest', 'Left Face', 'Rest', 'Abdomen', 'Right Face', 'Rest', 'Right Arm', 'Rest', 'Chest', 'Left Face', 'Right Face', 'Chest', 'Rest', 'Right Arm', 'Rest', 'Right Leg', 'Rest', 'Left Arm', 'Left Leg', 'Abdomen', 'Rest']		
