runSeq,moviefile,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,movie.started,movie.stopped,fix_cross.started,fix_cross.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,32.90288770000916,None,space,63.49204819998704,32.90288770000916,None,,,,,9,f,11,r,MS MH,2022_Dec_10_1627,Hyperalignment,2020.2.10,59.98641908304115,
"[OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-of-Few\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-of-Few\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])]",c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-of-Few\WASABI hyperalignment\stimuli\videos\kungfury.mp4,0,0,0,0,0,0,0,0,,,,,,,138.11283250001725,None,,,9,f,11,r,MS MH,2022_Dec_10_1627,Hyperalignment,2020.2.10,59.98641908304115,
"[OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-of-Few\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\N-of-Few\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])]",c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-of-Few\WASABI hyperalignment\stimuli\videos\01_Inscapes_NoScannerSound_h264.wmv,0,0,0,0,0,1,1,1,,,,,,,2144.9671346000396,None,,,9,f,11,r,MS MH,2022_Dec_10_1627,Hyperalignment,2020.2.10,59.98641908304115,
,,,,,,,,,,,,,,,,,,2622.7054579000105,None,9,f,11,r,MS MH,2022_Dec_10_1627,Hyperalignment,2020.2.10,59.98641908304115,
