square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation_rest.started,fixation_rest.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",144.65215690014884,146.6521865001414,144.65215690014884,145.65216600010172,145.6355143999681,146.63554330007173,"[0, 0, 0]",0,144.65215690014884,146.6521865001414,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",146.6688425000757,148.66885680006817,146.6688425000757,147.66885010013357,147.65218740003183,148.65221330011263,"[0, 0, 0]",1,146.6688425000757,148.66885680006817,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",148.68554259999655,150.68556619994342,148.68554259999655,149.68551989994012,149.66886600013822,150.66888980008662,"[0, 0, 0]",0,148.68554259999655,150.68556619994342,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",150.70224090013653,152.70228500012308,150.70224090013653,151.70222390000708,151.6855764000211,152.685569900088,"[0, 0, 0]",0,150.70224090013653,152.70228500012308,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",152.71888860012405,154.71891309996136,152.71888860012405,153.7188989999704,153.7021825001575,154.7022441001609,"[0, 0, 0]",1,152.71888860012405,154.71891309996136,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",154.735604000045,156.73561840015464,154.735604000045,155.7356108999811,155.7189195000101,156.71892270003445,"[0, 0, 0]",0,154.735604000045,156.73561840015464,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",156.7522828001529,158.75229760003276,156.7522828001529,157.75218980014324,157.73562930012122,158.7356296000071,"[0, 0, 0]",0,156.7522828001529,158.75229760003276,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",158.76894310000353,160.7689584000036,158.76894310000353,159.76895190007053,159.7522835000418,160.75229380000383,"[0, 0, 0]",1,158.76894310000353,160.7689584000036,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",160.78551640012302,162.78565860004164,160.78551640012302,161.78563609998673,161.76896689995192,162.76898099994287,"[0, 0, 0]",0,160.78551640012302,162.78565860004164,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",162.80232020001858,164.8023241001647,162.80232020001858,163.80232960009016,163.78566389996558,164.78566249995492,"[0, 0, 0]",0,162.80232020001858,164.8023241001647,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",164.81898980005644,166.81901019997895,164.81898980005644,165.81899749999866,165.80235510016792,166.8023639000021,"[0, 0, 0]",1,164.81898980005644,166.81901019997895,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",166.83569269999862,168.83572269999422,166.83569269999862,167.8357035999652,167.81901400000788,168.819033900043,"[0, 0, 0]",0,166.83569269999862,168.83572269999422,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,22,22,22,,,None,None,"[0, 0, 0]",168.85237219999544,170.85239979997277,168.85237219999544,169.8523752000183,169.835716499947,170.8357498999685,"[0, 0, 0]",0,168.85237219999544,170.85239979997277,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,23,23,23,,,None,None,"[0, 0, 0]",170.86904949997552,172.8690721001476,170.86904949997552,171.86905240011401,171.85240860003978,172.85241489997134,"[0, 0, 0]",1,170.86904949997552,172.8690721001476,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,24,24,24,,,None,None,"[0, 0, 0]",172.88572650006972,174.8857485000044,172.88572650006972,173.88576540001668,173.86907040001824,174.86908420012332,"[0, 0, 0]",0,172.88572650006972,174.8857485000044,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,25,25,25,,,None,None,"[0, 0, 0]",174.90243010013364,176.90244180010632,174.90243010013364,175.90243370016105,175.88574209995568,176.8857577999588,"[0, 0, 0]",0,174.90243010013364,176.90244180010632,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",1,0,26,26,26,,,None,None,"[0, 0, 0]",176.91910850000568,178.91911280015483,176.91910850000568,177.9191142001655,177.90245830011554,178.90245519997552,"[0, 0, 0]",0,176.91910850000568,178.91911280015483,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,27,27,27,,,None,None,"[0, 0, 0]",178.9358143999707,180.93579210015014,178.9358143999707,179.93581950012594,179.91913160006516,180.91912850015797,"[0, 0, 0]",0,178.9358143999707,180.93579210015014,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0,0,28,28,28,,,None,None,"[0, 0, 0]",180.9524751000572,182.95249420008622,180.9524751000572,181.95248119998723,181.93581059994176,182.93582380004227,"[0, 0, 0]",0,180.9524751000572,182.95249420008622,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",0,0,29,29,29,,,None,None,"[0, 0, 0]",182.96914970013313,184.9691578000784,182.96914970013313,183.9691674001515,183.9524976001121,184.95250400016084,"[0, 0, 0]",1,182.96914970013313,184.9691578000784,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,184.9858164000325,None,space,184.9858164000325,None,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",None,0,0,0,0,228.8695326000452,None,None,None,"[0, 0, 0]",229.88623280008323,None,229.88623280008323,230.8862360001076,230.86954640015028,231.86957000009716,"[0, 0, 0]",1,229.88623280008323,None,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",231.88622220000252,233.88626269996166,231.88622220000252,232.886239600135,232.86958530009724,233.86957930005156,"[0, 0, 0]",1,231.88622220000252,233.88626269996166,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",233.90291039994918,235.90293540013954,233.90291039994918,234.90295969997533,234.88618950010277,235.88625600002706,"[0, 0, 0]",1,233.90291039994918,235.90293540013954,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",235.91959269996732,237.91961890016682,235.91959269996732,236.9196176000405,236.90293970005587,237.9029484000057,"[0, 0, 0]",0,235.91959269996732,237.91961890016682,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",237.93629740015604,239.9363182000816,237.93629740015604,238.93629380012862,238.91961360001005,239.91963410004973,"[0, 0, 0]",1,237.93629740015604,239.9363182000816,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",239.95296790008433,241.9529889000114,239.95296790008433,240.95296530006453,240.93632450001314,241.9363180999644,"[0, 0, 0]",1,239.95296790008433,241.9529889000114,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",241.9696456999518,243.96965650003403,241.9696456999518,242.9692786000669,242.95298169995658,243.9529905000236,"[0, 0, 0]",1,241.9696456999518,243.96965650003403,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",243.98632410005666,245.98633210011758,243.98632410005666,244.98634020006284,244.96968080010265,245.96969030005857,"[0, 0, 0]",1,243.98632410005666,245.98633210011758,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",246.00300260004587,248.00303909997456,246.00300260004587,247.0030173000414,246.9862649999559,247.98636560002342,"[0, 0, 0]",0,246.00300260004587,248.00303909997456,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",248.01969590014778,250.0197287001647,248.01969590014778,249.01970360009,249.00304610002786,250.00305179995485,"[0, 0, 0]",1,248.01969590014778,250.0197287001647,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",250.03639270015992,252.03639649995603,250.03639270015992,251.03641579998657,251.01997410017066,252.01973460009322,"[0, 0, 0]",1,250.03639270015992,252.03639649995603,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",252.05297329998575,254.0530777000822,252.05297329998575,253.05306589999236,253.03640570002608,254.03636509994976,"[0, 0, 0]",1,252.05297329998575,254.0530777000822,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",254.06975689996034,256.06977130007,254.06975689996034,255.06976490002126,255.05308949993923,256.05309000005946,"[0, 0, 0]",1,254.06975689996034,256.06977130007,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",256.08642429998145,258.0864457001444,256.08642429998145,257.08644240000285,257.06977940001525,258.0697763999924,"[0, 0, 0]",1,256.08642429998145,258.0864457001444,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",258.1031268001534,260.10315590002574,258.1031268001534,259.1031283000484,259.0863741999492,260.08635370014235,"[0, 0, 0]",1,258.1031268001534,260.10315590002574,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",260.11985050002113,262.1193250999786,260.11985050002113,261.11975189996883,261.1031573000364,262.10315430001356,"[0, 0, 0]",1,260.11985050002113,262.1193250999786,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",262.13649019994773,264.13642990007065,262.13649019994773,263.136491100071,263.11990169994533,264.1198253999464,"[0, 0, 0]",1,262.13649019994773,264.13642990007065,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",264.15318170003593,266.1532328000758,264.15318170003593,265.1531839000527,265.13651820016094,266.13652820000425,"[0, 0, 0]",1,264.15318170003593,266.1532328000758,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",266.1693582001608,268.1698580000084,266.1693582001608,267.1698637001682,267.15319540002383,268.1532153999433,"[0, 0, 0]",1,266.1693582001608,268.1698580000084,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",268.18654439994134,270.18656169995666,268.18654439994134,269.1865348999854,269.1698696000967,270.16988270008005,"[0, 0, 0]",1,268.18654439994134,270.18656169995666,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",270.20321800000966,272.2032300999854,270.20321800000966,271.2032294999808,271.18657000013627,272.18658940005116,"[0, 0, 0]",1,270.20321800000966,272.2032300999854,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",272.21989760012366,274.21992209996097,272.21989760012366,273.219921000069,273.20316600007936,274.20325250015594,"[0, 0, 0]",1,272.21989760012366,274.21992209996097,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,22,22,22,,,None,None,"[0, 0, 0]",274.2365866000764,276.2366088000126,274.2365866000764,275.2366280001588,275.21992009994574,276.2198298999574,"[0, 0, 0]",1,274.2365866000764,276.2366088000126,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,23,23,23,,,None,None,"[0, 0, 0]",276.2532755001448,278.25324380001985,276.2532755001448,277.25327720004134,277.23661749996245,278.2366277000401,"[0, 0, 0]",0,276.2532755001448,278.25324380001985,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,24,24,24,,,None,None,"[0, 0, 0]",278.2699657001067,280.26996870012954,278.2699657001067,279.26998520013876,279.2533007999882,280.2532959000673,"[0, 0, 0]",1,278.2699657001067,280.26996870012954,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,25,25,25,,,None,None,"[0, 0, 0]",280.2866504001431,282.28666530014016,280.2866504001431,281.28665650007315,281.2699794000946,282.26999090006575,"[0, 0, 0]",1,280.2866504001431,282.28666530014016,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",1,0,26,26,26,,,None,None,"[0, 0, 0]",282.3033130001277,284.30333909997717,282.3033130001277,283.3033207000699,283.28666220000014,284.2866660000291,"[0, 0, 0]",1,282.3033130001277,284.30333909997717,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,27,27,27,,,None,None,"[0, 0, 0]",284.3199930000119,286.32003840012476,284.3199930000119,285.3195666000247,285.30333909997717,286.30334670003504,"[0, 0, 0]",0,284.3199930000119,286.32003840012476,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0,0,28,28,28,,,None,None,"[0, 0, 0]",286.33668720000423,288.3367171001155,286.33668720000423,287.33671590010636,287.3200557001401,288.32003609999083,"[0, 0, 0]",1,286.33668720000423,288.3367171001155,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",0,0,29,29,29,,,None,None,"[0, 0, 0]",288.35337519994937,290.35339240008034,288.35337519994937,289.3533728001639,289.3367194000166,290.33673460013233,"[0, 0, 0]",1,288.35337519994937,290.35339240008034,,,,,,,,,,,,,,,,,,,7,f,1,18,r,MH,49,49,2022_Aug_01_1501,2020.2.10,distractmap1,59.988002336111215,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
