square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,fixation_rest.started,fixation_rest.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,325.2645504998509,None,None,None,"[0, 0, 0]",326.29788780002855,None,326.29788780002855,327.29792809998617,327.2812292999588,None,"[0, 0, 0]",1,326.29788780002855,None,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",328.28122089989483,330.28126719989814,328.28122089989483,329.2812310999725,329.2645856998861,330.26458529988304,"[0, 0, 0]",1,328.28122089989483,330.28126719989814,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",330.2978185999673,332.2979170999024,330.2978185999673,331.29790999996476,331.2812623998616,332.28126850002445,"[0, 0, 0]",0,330.2978185999673,332.2979170999024,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",332.31459319987334,334.31461809994653,332.31459319987334,333.3146293000318,333.29794519999996,334.29794419999234,"[0, 0, 0]",1,332.31459319987334,334.31461809994653,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",334.33129999996163,336.3313033999875,334.33129999996163,335.33129399991594,335.314628199907,336.3146509998478,"[0, 0, 0]",1,334.33129999996163,336.3313033999875,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",336.3479514999781,338.3479678998701,336.3479514999781,337.3479702998884,337.3313323999755,338.33131769998,"[0, 0, 0]",1,336.3479514999781,338.3479678998701,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",338.36465419991873,340.3646823000163,338.36465419991873,339.36468099988997,339.34797609993257,340.34799989988096,"[0, 0, 0]",1,338.36465419991873,340.3646823000163,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",340.38135779998265,342.3813583999872,340.38135779998265,341.3813640999142,341.3646889999509,342.3647020999342,"[0, 0, 0]",1,340.38135779998265,342.3813583999872,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",342.39799880003557,344.3980298000388,342.39799880003557,343.398008499993,343.38138370006345,344.38135329983197,"[0, 0, 0]",1,342.39799880003557,344.3980298000388,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",344.414722800022,346.4147045998834,344.414722800022,345.4147183999885,345.39802520000376,346.39805660001,"[0, 0, 0]",1,344.414722800022,346.4147045998834,,,,,,,,,,,,,,,,,,,1,M,1,41,r,,49,49,2022_Jul_01_1528,2020.2.10,distractmap1,59.98818230793519,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
