RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,88.74185899994336,None,,,,,,,,,,,,,,,,,,,,,,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,384.59396179998294,None,space,38.645783099811524,384.59396179998294,None,,,,,,,,,,,,,,,,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,0,427.061091999989,None,427.061091999989,428.0610877000727,428.04440789995715,None,0,1,427.061091999989,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,0,428.27775699994527,None,428.27775699994527,429.2777501998935,429.2610790999606,430.26109170005657,0,1,428.27775699994527,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,0,430.2777710999362,None,430.2777710999362,431.2777726999484,431.26109479996376,432.2611233999487,0,1,430.2777710999362,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,432.27776889991947,None,432.27776889991947,433.2776836999692,433.26100519998,434.26113669993356,0,1,432.27776889991947,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,434.27767189987935,None,434.27767189987935,435.277798099909,435.26113600004464,436.26111439988017,0,1,434.27767189987935,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,436.2778191999532,None,436.2778191999532,437.2778145999182,437.2611438999884,438.26115479995497,0,1,436.2778191999532,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,438.27782050007954,None,438.27782050007954,439.27782299998216,439.2611706999596,440.26118639996275,0,1,438.27782050007954,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,None,None,0,440.27783240005374,None,440.27783240005374,441.27786420006305,441.26116989995353,442.26119600003585,0,1,440.27783240005374,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,None,None,0,442.277868000092,None,442.277868000092,443.27787890005857,443.2612093000207,444.26120089995675,0,1,442.277868000092,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,None,None,0,444.2778686999809,None,444.2778686999809,445.27789080003276,445.2612173000816,446.26122029987164,0,1,444.2778686999809,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,None,None,0,446.27788509987295,None,446.27788509987295,447.2779059000313,447.2612278999295,448.26124310004525,0,1,446.27788509987295,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,None,None,0,448.27792760008015,None,448.27792760008015,449.27791609987617,449.26125420001335,450.2612437000498,0,1,448.27792760008015,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,None,None,0,450.27800030005164,None,450.27800030005164,451.27792220003903,451.2612618000712,452.2612711000256,0,1,450.27800030005164,None,,01001,f,1,r,CJM,2021_Jul_28_1520,WASABI Nback,2020.2.10,60.004236317370456,
