square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt_left,response_2.rt_right,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
8,"[0, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3222.213253199996,3224.213316600013,3222.213253199996,3223.2132598999888,3223.1966166000348,3224.196624300035,"[0, 0, 0]",1,3222.213253199996,3224.213316600013,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,3224.229863899993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.938271604938272,3179.7439771799254,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",None,,,,,0,0,0,0,3239.446979100001,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3244.280113100016,None,3244.280113100016,3245.2801142000244,3245.263444799988,3246.263461399998,"[0, 0, 0]",1,3244.280113100016,None,,,,,,,,,,,,,0.015007420035544783,5.01270492002368,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3246.2801287000184,3248.280149099999,3246.2801287000184,3247.280136000016,3247.263474300038,3248.26348590001,"[0, 0, 0]",1,3246.2801287000184,3248.280149099999,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3248.296819799987,3250.2968441999983,3248.296819799987,3249.296832300024,3249.28015450004,3250.280162000039,"[0, 0, 0]",1,3248.296819799987,3250.2968441999983,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3250.3134942000033,3252.3134414000087,3250.3134942000033,3251.3135020000045,3251.296851399995,3252.2968607000075,"[0, 0, 0]",1,3250.3134942000033,3252.3134414000087,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3252.363695900014,None,3252.363695900014,3253.3635182,3253.346861099999,None,"[0, 0, 0]",1,3252.363695900014,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3254.3468691000016,3256.346890999994,3254.3468691000016,3255.3468765,3255.330197800009,3256.3302256999887,"[0, 0, 0]",1,3254.3468691000016,3256.346890999994,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3256.3635871000006,3258.3635594000225,3256.3635871000006,3257.3634831000236,3257.346906999999,3258.3468936000136,"[0, 0, 0]",1,3256.3635871000006,3258.3635594000225,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3258.3799420000287,3260.380248600035,3258.3799420000287,3259.380237800011,3259.363575300027,3260.363586599997,"[0, 0, 0]",0,3258.3799420000287,3260.380248600035,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3260.396918400016,3262.396894000005,3260.396918400016,3261.396928500035,3261.38025799999,3262.3802646000404,"[0, 0, 0]",1,3260.396918400016,3262.396894000005,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3262.413596600003,3264.413614400022,3262.413596600003,3263.4136127000093,3263.3969559000107,3264.396950900031,"[0, 0, 0]",0,3262.413596600003,3264.413614400022,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,3264.4302870000247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.555555555555554,3217.945041579951,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",None,,,,,0,0,0,0,3278.3472903000074,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3284.480458600039,None,3284.480458600039,3285.4804079000023,3285.4638055000105,3286.46381440002,"[0, 0, 0]",1,3284.480458600039,None,,,,,,,,,,,,,0.014272220025304705,5.01117182004964,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3286.480368699995,3288.4804886000347,3286.480368699995,3287.480480600032,3287.463811900001,3288.4638284000102,"[0, 0, 0]",1,3286.480368699995,3288.4804886000347,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3288.4971586000174,3290.497171199997,3288.4971586000174,3289.4971905000275,3289.480496000033,3290.480503800034,"[0, 0, 0]",0,3288.4971586000174,3290.497171199997,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3290.51384780003,3292.5138516000006,3290.51384780003,3291.513845600013,3291.497181200015,3292.4972090999945,"[0, 0, 0]",1,3290.51384780003,3292.5138516000006,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3292.580882600043,None,3292.580882600043,3293.580533200002,3293.563863700023,None,"[0, 0, 0]",1,3292.580882600043,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3294.5472155000316,3296.547230300028,3294.5472155000316,3295.5472204000107,3295.530547400005,3296.530572700023,"[0, 0, 0]",1,3294.5472155000316,3296.547230300028,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3296.56390020001,3298.563878100016,3296.56390020001,3297.563787900028,3297.5472370000207,3298.547251800017,"[0, 0, 0]",1,3296.56390020001,3298.563878100016,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3298.5805674000294,3300.580594500003,3298.5805674000294,3299.5805819000234,3299.56392710004,3300.5639231000096,"[0, 0, 0]",1,3298.5805674000294,3300.580594500003,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3300.59726140002,3302.597276500019,3300.59726140002,3301.5972716000397,3301.580604000017,3302.5806071000407,"[0, 0, 0]",1,3300.59726140002,3302.597276500019,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3302.613931800006,3304.613872200018,3302.613931800006,3303.6139456999954,3303.597286000033,3304.597290900012,"[0, 0, 0]",1,3302.613931800006,3304.613872200018,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,3304.630616899987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.679012345679011,3258.1448672800907,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,3508.51598190004,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3513.1324023000197,None,3513.1324023000197,3514.1324222999974,3514.1157433000044,3515.115761700028,"[0, 0, 0]",1,3513.1324023000197,None,,,3364.930594000034,3364.930594000034,None,space,124.20856920001097,3364.930594000034,None,,,,0.01477791991783306,5.012198019947391,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3515.13241000002,3517.132340800017,3515.13241000002,3516.1324418000295,3516.1157568999915,3517.1157703000354,"[0, 0, 0]",1,3515.13241000002,3517.132340800017,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3517.1491182000027,3519.1491375000332,3517.1491182000027,3518.1490060000215,3518.132441100024,3519.1324488000246,"[0, 0, 0]",1,3517.1491182000027,3519.1491375000332,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3519.1657989000087,3521.1658069000114,3519.1657989000087,3520.165811200044,3520.1491361000226,3521.149128000019,"[0, 0, 0]",1,3519.1657989000087,3521.1658069000114,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3521.2495268000057,None,3521.2495268000057,3522.2491638000356,3522.232493699994,None,"[0, 0, 0]",1,3521.2495268000057,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3523.199158100004,3525.199181300006,3523.199158100004,3524.1991783000412,3524.1825041000266,3525.182522499992,"[0, 0, 0]",1,3523.199158100004,3525.199181300006,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3525.2158332000254,3527.2158502000384,3525.2158332000254,3526.2158512999886,3526.1991769000306,3527.199208600039,"[0, 0, 0]",1,3525.2158332000254,3527.2158502000384,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3527.2325393999927,3529.232538899989,3527.2325393999927,3528.2325244999956,3528.215862800018,3529.2158678999986,"[0, 0, 0]",1,3527.2325393999927,3529.232538899989,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3529.2490984000033,3531.24924450001,3529.2490984000033,3530.249225800042,3530.23255960003,3531.232553000038,"[0, 0, 0]",1,3529.2490984000033,3531.24924450001,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3531.2658897000365,3533.2658971000346,3531.2658897000365,3532.2658971000346,3532.249236600008,3533.2492566999863,"[0, 0, 0]",1,3531.2658897000365,3533.2658971000346,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,3533.2825762000284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51851851851852,3488.7963162800297,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",None,,,,,0,0,0,0,3548.56631319999,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3553.332764199993,None,3553.332764199993,3554.3326584000024,3554.316093500005,3555.3160929000005,"[0, 0, 0]",1,3553.332764199993,None,,,,,,,,,,,,,0.015320119971875101,5.013336520001758,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3555.3327596000163,3557.332773800008,3555.3327596000163,3556.3327758000232,3556.316105600039,3557.3161278000334,"[0, 0, 0]",1,3555.3327596000163,3557.332773800008,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3557.3494473000173,3559.34945790004,3557.3494473000173,3558.3494697000133,3558.3327822000138,3559.332818900002,"[0, 0, 0]",1,3557.3494473000173,3559.34945790004,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3559.366051500023,3561.366160100035,3559.366051500023,3560.3661312999902,3560.349479800032,3561.3494815999875,"[0, 0, 0]",1,3559.366051500023,3561.366160100035,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3561.4498488000245,None,3561.4498488000245,3562.449495500012,3562.4328182000318,None,"[0, 0, 0]",0,3561.4498488000245,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3563.3995038000285,3565.3995140999905,3563.3995038000285,3564.399502800021,3564.3828451000154,3565.382843200001,"[0, 0, 0]",1,3563.3995038000285,3565.3995140999905,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3565.4161899000173,3567.41619660001,3565.4161899000173,3566.416197100014,3566.399523400003,3567.399536300043,"[0, 0, 0]",1,3565.4161899000173,3567.41619660001,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3567.4328754000016,3569.432901900029,3567.4328754000016,3568.4328693000134,3568.416212500015,3569.4162086000433,"[0, 0, 0]",0,3567.4328754000016,3569.432901900029,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3569.44953849999,3571.449562199996,3569.44953849999,3570.449552200036,3570.4328887999873,3571.4328945000307,"[0, 0, 0]",1,3569.44953849999,3571.449562199996,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3571.4662319000345,3573.466253700026,3571.4662319000345,3572.4662346999976,3572.4495768999914,3573.4495838999865,"[0, 0, 0]",1,3571.4662319000345,3573.466253700026,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,3573.4829361999873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.45679012345679,3530.997185180022,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",None,0,0,0,0,,,,,3590.7665949999937,None,3593.5497526000254,None,3593.5497526000254,3594.549669000029,3594.533099399996,3595.5331016000127,1,None,None,"[0, 0, 0]",,,3593.5497526000254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014794819988310337,5.012294220039621,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",1,0,1,1,1,,,,,,,3595.5497715999954,None,3595.5497715999954,3596.5497819000157,3596.5331144999946,3597.5331218999927,0,None,None,"[0, 0, 0]",,,3595.5497715999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,3597.5497757000267,3597.5497757000267,3597.5497757000267,3598.5497956000036,3598.533126000024,3599.533135500038,0,None,None,"[0, 0, 0]",,,3597.5497757000267,3597.5497757000267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,3599.5498072000337,3599.5498072000337,3599.5498072000337,3600.5498060000245,3600.5331543000066,3601.5331506000366,1,None,None,"[0, 0, 0]",,,3599.5498072000337,3599.5498072000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,3601.6001614000415,3601.6001614000415,3601.6001614000415,3602.599823900033,3602.5831741000293,None,1,None,None,"[0, 0, 0]",,,3601.6001614000415,3601.6001614000415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,3603.566540300031,None,3603.566540300031,3604.56652990001,3604.549843100016,3605.549859200022,1,None,None,"[0, 0, 0]",,,3603.566540300031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,3605.566516800027,3605.566516800027,3605.566516800027,3606.5665526000084,3606.5498586000176,3607.5498793000006,1,None,None,"[0, 0, 0]",,,3605.566516800027,3605.566516800027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,3607.5665335000376,3607.5665335000376,3607.5665335000376,3608.5665521000046,3608.5498766000383,3609.549903700012,1,None,None,"[0, 0, 0]",,,3607.5665335000376,3607.5665335000376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,3609.566556100035,3609.566556100035,3609.566556100035,3610.566559800005,3610.5499030000065,3611.549912000017,1,None,None,"[0, 0, 0]",,,3609.566556100035,3609.566556100035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,3611.566570200026,3611.566570200026,3611.566570200026,3612.566580899991,3612.5499222000362,3613.5499173999997,1,None,None,"[0, 0, 0]",,,3611.566570200026,3611.566570200026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,3613.566595899989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.246913580246915,3567.080820280011,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
