square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt_left,response_2.rt_right,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",0,0,1,1,1,,,,,,,2125.7872519000084,None,2125.7872519000084,2126.7872800999903,2126.770557300013,2127.770593399997,1,None,None,"[0, 0, 0]",,,2125.7872519000084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,0,2,2,2,,,,,,,2127.787264499988,2127.787264499988,2127.787264499988,2128.7872871000436,2128.770613700035,2129.7706115000183,1,None,None,"[0, 0, 0]",,,2127.787264499988,2127.787264499988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2129.7873013000353,2129.7873013000353,2129.7873013000353,2130.7872922000242,2130.770628600032,2131.7706460999907,1,None,None,"[0, 0, 0]",,,2129.7873013000353,2129.7873013000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,2131.8209730000235,2131.8209730000235,2131.8209730000235,2132.820637900033,2132.8039716000203,None,1,None,None,"[0, 0, 0]",,,2131.8209730000235,2131.8209730000235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,5,5,5,,,,,,,2133.803976700001,None,2133.803976700001,2134.803994100017,2134.787321800017,2135.787333199987,1,None,None,"[0, 0, 0]",,,2133.803976700001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,2135.803993700014,2135.803993700014,2135.803993700014,2136.8040034000296,2136.7873567999923,2137.7873500999995,1,None,None,"[0, 0, 0]",,,2135.803993700014,2135.803993700014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,,,,,2137.8039090000093,2137.8039090000093,2137.8039090000093,2138.8040298999986,2138.7873550000368,2139.787376000022,1,None,None,"[0, 0, 0]",,,2137.8039090000093,2137.8039090000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,8,8,8,,,,,,,2139.804029299994,2139.804029299994,2139.804029299994,2140.8040312000085,2140.7873882999993,2141.787402999995,1,None,None,"[0, 0, 0]",,,2139.804029299994,2139.804029299994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,0,9,9,9,,,,,,,2141.8040444999933,2141.8040444999933,2141.8040444999933,2142.8040552000166,2142.787402899994,2143.7873987000203,1,None,None,"[0, 0, 0]",,,2141.8040444999933,2141.8040444999933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,2143.8040640000254,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.061728395061733,2101.3185595799587,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",None,0,0,0,0,,,,,2161.071320099989,None,2163.854245499999,None,2163.854245499999,2164.8542522999924,2164.837573800003,2165.8375890000025,1,None,None,"[0, 0, 0]",,,2163.854245499999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014562720025423914,5.011750020028558,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",1,0,1,1,1,,,,,,,2165.8542560000205,None,2165.8542560000205,2166.8541606999934,2166.8376006000326,2167.8376077000285,1,None,None,"[0, 0, 0]",,,2165.8542560000205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",1,0,2,2,2,,,,,,,2167.8542833999963,2167.8542833999963,2167.8542833999963,2168.854286400019,2168.8376175999874,2169.8376340999966,1,None,None,"[0, 0, 0]",,,2167.8542833999963,2167.8542833999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",0,0,3,3,3,,,,,,,2169.85428150004,2169.85428150004,2169.85428150004,2170.8542906999937,2170.8376318000373,2171.837654300034,1,None,None,"[0, 0, 0]",,,2169.85428150004,2169.85428150004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",0,0,4,4,4,,,,,,,2171.9042599000386,2171.9042599000386,2171.9042599000386,2172.9043088000035,2172.9043088000035,None,1,None,None,"[0, 0, 0]",,,2171.9042599000386,2171.9042599000386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2173.8709794000024,None,2173.8709794000024,2174.871004400018,2174.8543283999898,2175.8543430000427,1,None,None,"[0, 0, 0]",,,2173.8709794000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,2175.8709084999864,2175.8709084999864,2175.8709084999864,2176.8710133000277,2176.854355700023,2177.8543559000245,1,None,None,"[0, 0, 0]",,,2175.8709084999864,2175.8709084999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,2177.871028000023,2177.871028000023,2177.871028000023,2178.8710332000046,2178.854374799994,2179.854368900007,1,None,None,"[0, 0, 0]",,,2177.871028000023,2177.871028000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,0,8,8,8,,,,,,,2179.8709407999995,2179.8709407999995,2179.8709407999995,2180.8710472999956,2180.8543833000003,2181.8543907999992,1,None,None,"[0, 0, 0]",,,2179.8709407999995,2179.8709407999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",1,0,9,9,9,,,,,,,2181.871066300024,2181.871066300024,2181.871066300024,2182.8710581000196,2182.8544007000164,2183.854287300026,1,None,None,"[0, 0, 0]",,,2181.871066300024,2181.871066300024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,2183.8710727000143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.876543209876539,2141.3856905800058,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",None,0,0,0,0,,,,,2201.1047712000436,None,2203.921255299996,None,2203.921255299996,2204.921255299996,2204.9046002000105,2205.9045882000355,1,None,None,"[0, 0, 0]",,,2203.921255299996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014426019974052906,5.0115670199738815,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,0,1,1,1,,,,,,,2205.9212573000113,None,2205.9212573000113,2206.9212671000278,2206.904604999989,2207.9046068000025,1,None,None,"[0, 0, 0]",,,2205.9212573000113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2207.9211700999876,2207.9211700999876,2207.9211700999876,2208.9213090999983,2208.9046212999965,2209.9046275000437,1,None,None,"[0, 0, 0]",,,2207.9211700999876,2207.9211700999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2209.921315499989,2209.921315499989,2209.921315499989,2210.921314700041,2210.9046283999924,2211.904636399995,1,None,None,"[0, 0, 0]",,,2209.921315499989,2209.921315499989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,2211.9881270999904,2211.9881270999904,2211.9881270999904,2212.98799210001,2212.971317599993,None,1,None,None,"[0, 0, 0]",,,2211.9881270999904,2211.9881270999904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,5,5,5,,,,,,,2213.9379902000073,None,2213.9379902000073,2214.9380067000166,2214.9213610000443,2215.9213564000092,1,None,None,"[0, 0, 0]",,,2213.9379902000073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,2215.9380116999964,2215.9380116999964,2215.9380116999964,2216.9380209000083,2216.921360200038,2217.9213832000387,1,None,None,"[0, 0, 0]",,,2215.9380116999964,2215.9380116999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",1,0,7,7,7,,,,,,,2217.9380307000247,2217.9380307000247,2217.9380307000247,2218.938053800026,2218.9213770999922,2219.921394600009,1,None,None,"[0, 0, 0]",,,2217.9380307000247,2217.9380307000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,0,8,8,8,,,,,,,2219.9380444000126,2219.9380444000126,2219.9380444000126,2220.93805300002,2220.9212667000247,2221.9213987000403,1,None,None,"[0, 0, 0]",,,2219.9380444000126,2219.9380444000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",0,0,9,9,9,,,,,,,2221.9375886000344,2221.9375886000344,2221.9375886000344,2222.938065800001,2222.9214256000123,2223.9214395000017,1,None,None,"[0, 0, 0]",,,2221.9375886000344,2221.9375886000344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,2223.9380777000333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.814814814814813,2177.4523997799843,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",None,,,,,0,0,0,0,2237.1717327000224,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2243.9882515000063,None,2243.9882515000063,2244.9882617000258,2244.9716005999944,2245.9716246000025,"[0, 0, 0]",1,2243.9882515000063,None,,,,,,,,,,,,,0.014720720006152987,5.012131419964135,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2245.988262100029,2247.988284400024,2245.988262100029,2246.988276100019,2246.971607100044,2247.9716217000387,"[0, 0, 0]",1,2245.988262100029,2247.988284400024,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2248.0049548000097,2250.0050201000413,2248.0049548000097,2249.004983299994,2248.9882948999875,2249.9883042,"[0, 0, 0]",1,2248.0049548000097,2250.0050201000413,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2250.0216368000256,2252.0216506000143,2250.0216368000256,2251.0216482999967,2251.0049740000395,2252.0049861000152,"[0, 0, 0]",1,2250.0216368000256,2252.0216506000143,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2252.0715371000115,None,2252.0715371000115,2253.07165659999,2253.0549908000394,None,"[0, 0, 0]",1,2252.0715371000115,None,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2254.0550061000395,2256.055014200043,2254.0550061000395,2255.0550115000224,2255.038363800035,2256.0383781000273,"[0, 0, 0]",1,2254.0550061000395,2256.055014200043,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2256.0717020999873,2258.0717009000364,2256.0717020999873,2257.0716957999975,2257.055025300011,2258.0550321000046,"[0, 0, 0]",1,2256.0717020999873,2258.0717009000364,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2258.0883712000214,2260.0884006000124,2258.0883712000214,2259.088380500034,2259.071721400018,2260.0717181999935,"[0, 0, 0]",1,2258.0883712000214,2260.0884006000124,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2260.1050688000396,2262.1050651000114,2260.1050688000396,2261.1050584000186,2261.088391199999,2262.0883350000367,"[0, 0, 0]",1,2260.1050688000396,2262.1050651000114,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2262.121736000001,2264.1217505999957,2262.121736000001,2263.1217532000155,2263.105089800025,2264.1050824000267,"[0, 0, 0]",0,2262.121736000001,2264.1217505999957,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,2264.1384318000055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.481481481481485,2217.6531662799534,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",None,0,0,0,0,,,,,2277.3887875000364,None,2284.205167200009,None,2284.205167200009,2285.205264899996,2285.1886052000336,2286.1886202000314,1,None,None,"[0, 0, 0]",,,2284.205167200009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014293820015154779,5.011292819981463,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",1,0,1,1,1,,,,,,,2286.205278200039,None,2286.205278200039,2287.2052784000407,2287.1886334000155,2288.188633600017,1,None,None,"[0, 0, 0]",,,2286.205278200039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,2288.2053031999967,2288.2053031999967,2288.2053031999967,2289.2052966000047,2289.1886405000114,2290.1886393000023,1,None,None,"[0, 0, 0]",,,2288.2053031999967,2288.2053031999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,2290.2053049000097,2290.2053049000097,2290.2053049000097,2291.205327600008,2291.188666800037,2292.1886554000084,1,None,None,"[0, 0, 0]",,,2290.2053049000097,2290.2053049000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,2292.272337500006,2292.272337500006,2292.272337500006,2293.272005900042,2293.2553383000195,None,1,None,None,"[0, 0, 0]",,,2292.272337500006,2292.272337500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,2294.2220137999975,None,2294.2220137999975,2295.2220255000284,2295.205358300009,2296.205371499993,1,None,None,"[0, 0, 0]",,,2294.2220137999975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
6,"[0.2, 0]",0,0,6,6,6,,,,,,,2296.222036299994,2296.222036299994,2296.222036299994,2297.222045600007,2297.2053745000158,2298.205372800003,1,None,None,"[0, 0, 0]",,,2296.222036299994,2296.222036299994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
8,"[0, -0.2]",0,0,7,7,7,,,,,,,2298.2220391000155,2298.2220391000155,2298.2220391000155,2299.222055500024,2299.205382300017,2300.2054097999935,1,None,None,"[0, 0, 0]",,,2298.2220391000155,2298.2220391000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",0,0,8,8,8,,,,,,,2300.2220631000237,2300.2220631000237,2300.2220631000237,2301.2220759000047,2301.20541330002,2302.2054251999944,1,None,None,"[0, 0, 0]",,,2300.2220631000237,2300.2220631000237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",1,0,9,9,9,,,,,,,2302.221985500015,2302.221985500015,2302.221985500015,2303.2220802000375,2303.205438300036,2304.2054298000294,0,None,None,"[0, 0, 0]",,,2302.221985500015,2302.221985500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
,,,,,,,,,,,2304.2221025000326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79012345679012,2259.736112979939,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,2319.472339900036,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2324.2889375000377,None,2324.2889375000377,2325.288940300001,2325.2722938000225,2326.272297599993,"[0, 0, 0]",1,2324.2889375000377,None,,,,,,,,,,,,,0.015038120036479086,5.0127547200536355,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
9,"[0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2326.2888527000323,2328.288965900021,2326.2888527000323,2327.2889599000337,2327.2723056999967,2328.2723138,"[0, 0, 0]",0,2326.2888527000323,2328.288965900021,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
3,"[0.2, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",2328.305637600017,2330.3056303000194,2328.305637600017,2329.3056497999933,2329.288982500031,2330.2888890000177,"[0, 0, 0]",1,2328.305637600017,2330.3056303000194,,,,,,,,,,,,,,,1002,M,1,5,R,SK,2022_Jan_21_1847,2020.2.10,distractmap1,59.950816359605646,"['Left Arm', 'Left Face', 'Abdomen', 'Right Arm']",
