square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,response.rt_left,response.rt_right,response_2.rt_left,response_2.rt_right,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
1,"[-0.2, 0.2]",0,0,20,20,20,,,,,,,348.0014399000065,None,348.0014399000065,349.00144269999873,348.9847682999971,349.9847818999988,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,348.0014399000065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
1,"[-0.2, 0.2]",1,0,21,21,21,,,,,,,350.00145619999967,None,350.00145619999967,351.0014655999985,350.9847851000086,351.98470929999894,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,350.00145619999967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
1,"[-0.2, 0.2]",1,0,22,22,22,,,,,,,352.0014574000088,None,352.0014574000088,353.00147980000474,352.9848228000046,353.9848026999971,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,352.0014574000088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
3,"[0.2, 0.2]",0,0,23,23,23,,,,,,,354.0014850000007,None,354.0014850000007,355.0014911000035,354.9848153000057,355.98483050000505,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,354.0014850000007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
2,"[0, 0.2]",0,0,24,24,24,,,,,,,356.0014991000062,None,356.0014991000062,357.0015018999984,356.9848345000064,357.98484380000446,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,356.0014991000062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
1,"[-0.2, 0.2]",0,0,25,25,25,,,,,,,358.00150480000593,None,358.00150480000593,359.0015381999983,358.9848545999994,359.98486740000953,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,358.00150480000593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
7,"[-0.2, -0.2]",0,0,26,26,26,,,,,,,360.0015318000078,None,360.0015318000078,361.0015259000065,360.98487190000014,361.98488329999964,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,360.0015318000078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
7,"[-0.2, -0.2]",1,0,27,27,27,,,,,,,362.0015474999964,None,362.0015474999964,363.0015571999975,362.98487909999676,363.9848778000014,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,362.0015474999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
2,"[0, 0.2]",0,0,28,28,28,,,,,,,364.0015579000028,None,364.0015579000028,365.0015546000068,364.984904500001,365.984893300003,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,364.0015579000028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
6,"[0.2, 0]",0,0,29,29,29,,,,,,,366.0015805000003,None,366.0015805000003,367.0015810000041,366.9849286999961,367.9849172999966,1,0.013888888888888888,0.08888888888888889,"[0, 0, 0]",0,0,366.0015805000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,368.01826090000395,None,space,368.01826090000395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
6,"[0.2, 0]",None,,,,,0,0,0,0,381.00169040000765,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",382.018373400002,None,382.018373400002,383.01837910000177,383.00170819999767,384.00171939999564,"[0, 0, 0]",1,382.018373400002,None,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",384.018390600002,386.01838419999694,384.018390600002,385.0183774000034,385.00172329999623,386.00171460000274,"[0, 0, 0]",0,384.018390600002,386.01838419999694,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",386.0350763000024,388.03507640000316,386.0350763000024,387.0350688000035,387.01839949999703,388.0184439000004,"[0, 0, 0]",1,386.0350763000024,388.03507640000316,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
2,"[0, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",388.05173300000024,390.05174799999804,388.05173300000024,389.0517480999988,389.03509360000317,390.035094100007,"[0, 0, 0]",0,388.05173300000024,390.05174799999804,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
5,"[0, 0]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",390.0684412999981,392.068414399997,390.0684412999981,391.06842450000113,391.0517533999955,392.0517652999988,"[0, 0, 0]",1,390.0684412999981,392.068414399997,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",392.0851077999978,394.08511780000117,392.0851077999978,393.0851293000014,393.0684435000003,394.06844689999707,"[0, 0, 0]",1,392.0851077999978,394.08511780000117,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",394.1017952999973,396.10179600000265,394.1017952999973,395.10177930000646,395.0851437000092,396.0851479999983,"[0, 0, 0]",1,394.1017952999973,396.10179600000265,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",396.1184543999989,398.1184829999984,396.1184543999989,397.11848259999533,397.10180980000587,398.10181629999715,"[0, 0, 0]",1,396.1184543999989,398.1184829999984,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
4,"[-0.2, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",398.1351626999967,400.1351596000022,398.1351626999967,399.1351776000083,399.11847860000853,400.1184951000032,"[0, 0, 0]",1,398.1351626999967,400.1351596000022,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
3,"[0.2, 0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",400.15182549999736,402.15184400000726,400.15182549999736,401.1518500000093,401.1351766000007,402.13518430000113,"[0, 0, 0]",1,400.15182549999736,402.15184400000726,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
5,"[0, 0]",0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",402.1685176000028,404.1685203000088,402.1685176000028,403.1685041000019,403.1518450000003,404.1518756000005,"[0, 0, 0]",1,402.1685176000028,404.1685203000088,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
3,"[0.2, 0.2]",1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",404.18519570000353,406.18521510000573,404.18519570000353,405.18520340000396,405.1685412000079,406.16855309999664,"[0, 0, 0]",1,404.18519570000353,406.18521510000573,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
1,"[-0.2, 0.2]",0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",406.2018872000044,408.2019014999969,406.2018872000044,407.2018819000077,407.18523230000574,408.1851449000096,"[0, 0, 0]",1,406.2018872000044,408.2019014999969,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
9,"[0.2, -0.2]",0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",408.2185645999998,410.21857330000785,408.2185645999998,409.218569500008,409.2019078000012,410.201919500003,"[0, 0, 0]",1,408.2185645999998,410.21857330000785,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
9,"[0.2, -0.2]",0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",410.23525670000527,412.2352516999963,410.23525670000527,411.2351906999975,411.21858889999567,412.21858359999896,"[0, 0, 0]",1,410.23525670000527,412.2352516999963,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
8,"[0, -0.2]",0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",412.2514266000071,414.25192760000937,412.2514266000071,413.25193820000277,413.23527180000383,414.2352854000055,"[0, 0, 0]",1,412.2514266000071,414.25192760000937,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
6,"[0.2, 0]",0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",414.2686140000005,416.2686087000038,414.2686140000005,415.26861280000594,415.2519401000027,416.2519428000087,"[0, 0, 0]",1,414.2686140000005,416.2686087000038,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
3,"[0.2, 0.2]",0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",416.285295499998,418.28531289999955,416.285295499998,417.285294900008,417.26863310000044,418.2686219000025,"[0, 0, 0]",1,416.285295499998,418.28531289999955,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
6,"[0.2, 0]",1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",418.301967899999,420.30198800000653,418.301967899999,419.3019690000074,419.28531490000023,420.2853169000009,"[0, 0, 0]",1,418.301967899999,420.30198800000653,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
5,"[0, 0]",0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",420.3186459999997,422.31866730000183,420.3186459999997,421.31865010000183,421.30203239999537,422.3019922999956,"[0, 0, 0]",1,420.3186459999997,422.31866730000183,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
7,"[-0.2, -0.2]",0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",422.33534510000027,424.33536230000027,422.33534510000027,423.3353402000066,423.3186657000042,424.3186657000042,"[0, 0, 0]",1,422.33534510000027,424.33536230000027,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
5,"[0, 0]",1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",424.35201529999904,426.3520433000085,424.35201529999904,425.35203100000217,425.3353589000035,426.3353710000083,"[0, 0, 0]",1,424.35201529999904,426.3520433000085,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
1,"[-0.2, 0.2]",0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",426.3687021000078,428.3687079000083,426.3687021000078,427.36869200000365,427.352043699997,428.3520566000079,"[0, 0, 0]",1,426.3687021000078,428.3687079000083,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
7,"[-0.2, -0.2]",0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",428.3853700000036,430.38538459999836,428.3853700000036,429.38540120000835,429.3687204000016,430.36873050000577,"[0, 0, 0]",0,428.3853700000036,430.38538459999836,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
9,"[0.2, -0.2]",0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",430.4020746000024,432.4019993999973,430.4020746000024,431.40208220000204,431.38547599999583,432.3854063000035,"[0, 0, 0]",1,430.4020746000024,432.4019993999973,,,,,,,,,,,,,,,,,8,f,2,14,r,AB,2022_Feb_08_1254,2020.2.10,distractmap2,59.97415113952638,"['Left Face', 'Chest', 'Right Face', 'Left Arm']",
