square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response.rt_left,response.rt_right,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",1,0,8,8,8,,,,,,,1174.4187491999983,1174.4187491999983,1174.4187491999983,1175.418751600002,1175.4021128000022,1176.4021227999983,1,None,None,"[0, 0, 0]",,,1174.4187491999983,1174.4187491999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,9,9,9,,,,,,,1176.418752000005,1176.418752000005,1176.418752000005,1177.4187568999987,1177.4021175000016,1178.4021176000024,1,None,None,"[0, 0, 0]",,,1176.418752000005,1176.418752000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,1178.4187691000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.518518518518515,1161.037590070002,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,1194.3522537000026,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1198.4855880000032,None,1198.4855880000032,1199.4855726000023,1199.468934800003,1200.4689451000013,"[0, 0, 0]",1,1198.4855880000032,None,,,,,,,,,,,0.01476732999435626,5.0119979299925035,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1200.4856163000004,1202.485595500002,1200.4856163000004,1201.4856083999985,1201.4689558000027,1202.4689629999993,"[0, 0, 0]",1,1200.4856163000004,1202.485595500002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1202.502314700003,1204.5023089000024,1202.502314700003,1203.502312800003,1203.485624300003,1204.485633700002,"[0, 0, 0]",1,1202.502314700003,1204.5023089000024,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1204.5189883999992,1206.5189912999995,1204.5189883999992,1205.5189916000018,1205.5023279000015,1206.5023344,"[0, 0, 0]",1,1204.5189883999992,1206.5189912999995,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1206.568777600005,None,1206.568777600005,1207.5689944000042,1207.552347900004,None,"[0, 0, 0]",1,1206.568777600005,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1208.5523438000018,1210.5523729999986,1208.5523438000018,1209.5523666000008,1209.5357348000034,1210.5356633000047,"[0, 0, 0]",1,1208.5523438000018,1210.5523729999986,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1210.5688966000016,1212.568917100005,1210.5688966000016,1211.5689302000028,1211.5523672999989,1212.5523844000054,"[0, 0, 0]",1,1210.5688966000016,1212.568917100005,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1212.5857090999998,1214.5857184000051,1212.5857090999998,1213.5856496000051,1213.569047500001,1214.5690469000037,"[0, 0, 0]",1,1212.5857090999998,1214.5857184000051,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1214.6024331000008,1216.6024179000015,1214.6024331000008,1215.6023982000042,1215.5857139,1216.5857246000014,"[0, 0, 0]",1,1214.6024331000008,1216.6024179000015,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1216.6190678999992,1218.6190943000038,1216.6190678999992,1217.6190664000023,1217.6024209000025,1218.6024007000015,"[0, 0, 0]",1,1216.6190678999992,1218.6190943000038,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,1218.6357351000042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.38271604938272,1200.0212414700072,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,0,0,0,1232.0861034000045,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1238.6859317999988,None,1238.6859317999988,1239.6859034000008,1239.6692337999993,1240.669252700005,"[0, 0, 0]",1,1238.6859317999988,None,,,,,,,,,,,0.014690729993162677,5.011849729999085,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1240.6859189000024,1242.6859308999992,1240.6859189000024,1241.6859334000037,1241.669312500002,1242.669256699999,"[0, 0, 0]",1,1240.6859189000024,1242.6859308999992,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1242.7025762000048,1244.7025821999996,1242.7025762000048,1243.7025999000034,1243.6858852000005,1244.685953799999,"[0, 0, 0]",1,1242.7025762000048,1244.7025821999996,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1244.7192835000023,1246.7192827000035,1244.7192835000023,1245.7191826000053,1245.7026344000042,1246.7025961000036,"[0, 0, 0]",1,1244.7192835000023,1246.7192827000035,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1246.785991800003,None,1246.785991800003,1247.7859567999985,1247.769295500002,None,"[0, 0, 0]",1,1246.785991800003,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1248.7526345000006,1250.7526484000045,1248.7526345000006,1249.7526384000012,1249.735981800004,1250.7359887999992,"[0, 0, 0]",1,1248.7526345000006,1250.7526484000045,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1250.7693508000011,1252.7693306,1250.7693508000011,1251.769380400001,1251.7529685000045,1252.752668000001,"[0, 0, 0]",1,1250.7693508000011,1252.7693306,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1252.786010900003,1254.7860110000038,1252.786010900003,1253.786000400003,1253.7693394000016,1254.7693518000015,"[0, 0, 0]",1,1252.786010900003,1254.7860110000038,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1254.802681000001,1256.8026931999993,1254.802681000001,1255.802694099999,1255.7860370999988,1256.7860383000007,"[0, 0, 0]",1,1254.802681000001,1256.8026931999993,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1256.8193728000042,1258.8194105000002,1256.8193728000042,1257.819381100002,1257.8027191,1258.8027057,"[0, 0, 0]",1,1256.8193728000042,1258.8194105000002,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,1258.8360386999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.901234567901234,1242.1390023699932,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",None,0,0,0,0,,,,,1527.4715934999986,None,1532.2047217,None,1532.2047217,1533.2047291999988,1533.1880298000033,1534.188068800002,1,None,None,"[0, 0, 0]",,,1532.2047217,None,,,,,,,,,,,,,,,,,,,,,1366.6868700999985,1366.6868700999985,None,space,122.99957529999665,1366.6868700999985,None,"[0, 0, 0]",,,0.013956430004327558,5.077085130003979,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,0,1,1,1,,,,,,,1534.2047353000016,None,1534.2047353000016,1535.2047338999982,1535.1880635000052,1536.1880724000002,1,None,None,"[0, 0, 0]",,,1534.2047353000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,1536.2047531999997,1536.2047531999997,1536.2047531999997,1537.2047534000012,1537.1880776000035,1538.188090100004,1,None,None,"[0, 0, 0]",,,1536.2047531999997,1536.2047531999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1538.2047413000037,1538.2047413000037,1538.2047413000037,1539.204800600004,1539.1880929000035,1540.1881089000017,1,None,None,"[0, 0, 0]",,,1538.2047413000037,1538.2047413000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,1540.2378039000032,1540.2378039000032,1540.2378039000032,1541.2381094000011,1541.221474500002,None,1,None,None,"[0, 0, 0]",,,1540.2378039000032,1540.2378039000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,1542.2214526000025,None,1542.2214526000025,1543.2214747000035,1543.204778600004,1544.2048024000032,1,None,None,"[0, 0, 0]",,,1542.2214526000025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,1544.2214711999986,1544.2214711999986,1544.2214711999986,1545.2213721000007,1545.2048145000008,1546.2047826000053,1,None,None,"[0, 0, 0]",,,1544.2214711999986,1544.2214711999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,1546.221489399999,1546.221489399999,1546.221489399999,1547.2214848000003,1547.2048192000002,1548.2048405000023,1,None,None,"[0, 0, 0]",,,1546.221489399999,1546.221489399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,1548.221497999999,1548.221497999999,1548.221497999999,1549.221506300004,1549.2048335,1550.2048458999998,1,None,None,"[0, 0, 0]",,,1548.221497999999,1548.221497999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,1550.2215053000036,1550.2215053000036,1550.2215053000036,1551.2215189999988,1551.2048558000024,1552.204846600005,1,None,None,"[0, 0, 0]",,,1550.2215053000036,1550.2215053000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,1552.2215331000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.98765432098765,1534.7733898699953,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,1568.1386053000024,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1572.2883415000033,None,1572.2883415000033,1573.2883681000021,1573.271683400002,1574.2716803000003,"[0, 0, 0]",1,1572.2883415000033,None,,,,,,,,,,,0.015026330002001487,5.012548530001368,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1574.2883531000043,1576.2883810999992,1574.2883531000043,1575.2883618999986,1575.2716641000006,1576.2717011999994,"[0, 0, 0]",1,1574.2883531000043,1576.2883810999992,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1576.3050249000007,1578.305052399999,1576.3050249000007,1577.3050386000032,1577.2883671000018,1578.288402099999,"[0, 0, 0]",1,1576.3050249000007,1578.305052399999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1578.3217255000054,1580.3217298000018,1578.3217255000054,1579.3217189999996,1579.304561900004,1580.305073399999,"[0, 0, 0]",1,1578.3217255000054,1580.3217298000018,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1580.3887719999984,None,1580.3887719999984,1581.3884314000024,1581.3717395999993,None,"[0, 0, 0]",1,1580.3887719999984,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1582.3550904000003,1584.3551017999998,1582.3550904000003,1583.3550816999996,1583.3384325000006,1584.338337699999,"[0, 0, 0]",1,1582.3550904000003,1584.3551017999998,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1584.371747199999,1586.3717748000054,1584.371747199999,1585.3717766000045,1585.3551204000032,1586.355105900002,"[0, 0, 0]",1,1584.371747199999,1586.3717748000054,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1586.3884510999997,1588.3884633000052,1586.3884510999997,1587.388458500005,1587.3717690000049,1588.3717149000004,"[0, 0, 0]",1,1586.3884510999997,1588.3884633000052,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1588.4051250999983,1590.405170099999,1588.4051250999983,1589.405124500001,1589.3884841000036,1590.3884961000003,"[0, 0, 0]",1,1588.4051250999983,1590.405170099999,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1590.4218143000035,1592.4218308000054,1590.4218143000035,1591.4218183000048,1591.4051521000001,1592.4051379000011,"[0, 0, 0]",1,1590.4218143000035,1592.4218308000054,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,1592.4385177000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.432098765432094,1575.6737492699976,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",None,,,,,0,0,0,0,1607.6554569,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1612.488695,None,1612.488695,1613.488650899999,1613.4719721000001,1614.4719867000022,"[0, 0, 0]",1,1612.488695,None,,,,,,,,,,,0.014993329998105764,5.012474729999667,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1614.4885473000031,1616.488674500004,1614.4885473000031,1615.4886664000005,1615.4719828000016,1616.4719931,"[0, 0, 0]",1,1614.4885473000031,1616.488674500004,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1616.5053259999986,1618.5053540000008,1616.5053259999986,1617.5053552000027,1617.488667800004,1618.4886884000007,"[0, 0, 0]",1,1616.5053259999986,1618.5053540000008,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1618.5220019000044,1620.5220163999984,1618.5220019000044,1619.5220240999988,1619.5053546000054,1620.5053778000001,"[0, 0, 0]",1,1618.5220019000044,1620.5220163999984,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1620.6057445000042,None,1620.6057445000042,1621.605370199999,1621.5886939999982,None,"[0, 0, 0]",1,1620.6057445000042,None,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1622.5553987000021,1624.555398000004,1622.5553987000021,1623.5553709000014,1623.538706200001,1624.538729400003,"[0, 0, 0]",1,1622.5553987000021,1624.555398000004,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1624.5720514999994,1626.5720675000048,1624.5720514999994,1625.5720691000024,1625.5554000999982,1626.5554105000047,"[0, 0, 0]",0,1624.5720514999994,1626.5720675000048,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1626.5887526000006,1628.5887549000036,1626.5887526000006,1627.5889145000037,1627.5720784000005,1628.5720771999986,"[0, 0, 0]",1,1626.5887526000006,1628.5887549000036,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1628.6054342999996,1630.6054619999995,1628.6054342999996,1629.6054350999984,1629.5887627999982,1630.5887570999985,"[0, 0, 0]",1,1628.6054342999996,1630.6054619999995,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1630.6220985000036,1632.6221042000034,1630.6220985000036,1631.6220973000018,1631.6054240000012,1632.605449900002,"[0, 0, 0]",1,1630.6220985000036,1632.6221042000034,,,,,,,,,,,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
,,,,,,,,,,,1632.6387795000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.35802469135803,1616.2906032700048,,,8,f,1,13,r,MS,2022_Jan_12_1354,2020.2.10,distractmap1,59.999160009729295,"['Abdomen', 'Right Arm', 'Left Leg', 'Right Leg']",
