	onset	duration	phase	condition
0	2.8126242000143975	1.4830505000427365	cue	Right Face
1	4.295674700057134	16.510367787908763	movement	Right Face
2	20.848017599899322	1.4833609000779688	cue	Chest
3	22.33137849997729	16.500872689997777	movement	Chest
4	38.834838199894875	18.01085052988492	rest	Rest
5	56.87985459994525	1.4833724000491202	cue	Left Leg
6	58.36322699999437	16.504403590224683	movement	Left Leg
7	74.86780290002935	18.012135229771957	rest	Rest
8	92.92703650007024	1.483072199858725	cue	Left Arm
9	94.41010869992897	16.51086802012287	movement	Left Arm
10	110.9604074000381	1.483057500096038	cue	Right Leg
11	112.44346490013413	16.511051489971578	movement	Right Leg
12	128.951821600087	18.011536929989234	rest	Rest
13	146.99438449996524	1.483053700067103	cue	Left Face
14	148.47743820003234	16.51033848989755	movement	Left Face
15	164.98587440000847	18.010675629833713	rest	Rest
16	183.0317818999756	1.483320500003174	cue	Abdomen
17	184.5151023999788	16.50248208991252	movement	Abdomen
18	201.07162399985828	1.4831275001633912	cue	Right Arm
19	202.55475150002167	16.506586219882593	movement	Right Arm
20	219.0997975000646	1.4830888998694718	cue	Right Face
21	220.58288639993407	16.500515090068802	movement	Right Face
22	237.13062050007284	1.4831008999608457	cue	Left Face
23	238.61372140003368	16.505836690077558	movement	Left Face
24	255.15974429994822	1.4834405998699367	cue	Right Leg
25	256.64318489981815	16.51418058993295	movement	Right Leg
26	273.1529301998671	18.011500529944897	rest	Rest
27	291.19755399995483	1.4833883000537753	cue	Left Leg
28	292.6809423000086	16.50580538995564	movement	Left Leg
29	309.18696590000764	18.010627229930833	rest	Rest
30	327.24562090006657	1.4830887001007795	cue	Left Arm
31	328.72870960016735	16.510526719735935	movement	Left Arm
32	345.23701669997536	18.011091130087152	rest	Rest
33	363.2830886999145	1.4833367001265287	cue	Chest
34	364.76642540004104	16.50256428983994	movement	Chest
35	381.3214908000082	1.4830842998344451	cue	Right Arm
36	382.8045750998426	16.509618820156902	movement	Right Arm
37	399.30404080008157	18.01119252992794	rest	Rest
38	417.3503646000754	1.483368800021708	cue	Abdomen
39	418.8337334000971	16.502120290184394	movement	Abdomen
40	Condition Order: 	['Right Face', 'Chest', 'Rest', 'Left Leg', 'Rest', 'Left Arm', 'Right Leg', 'Rest', 'Left Face', 'Rest', 'Abdomen', 'Right Arm', 'Right Face', 'Left Face', 'Right Leg', 'Rest', 'Left Leg', 'Rest', 'Left Arm', 'Rest', 'Chest', 'Right Arm', 'Rest', 'Abdomen']		
