bodySite,n,BodyCueInstructionsText.started_mean,BodyCueInstructionsText.started_raw,,,,BodyCueInstructionsText.started_std,BodySiteCue1.started_mean,BodySiteCue1.started_raw,,,,BodySiteCue1.started_std,BodySiteCue2.started_mean,BodySiteCue2.started_raw,,,,BodySiteCue2.started_std,BodySiteCue3.started_mean,BodySiteCue3.started_raw,,,,BodySiteCue3.started_std,BodySiteCue3.stopped_raw,,,,BodySiteCue4.started_mean,BodySiteCue4.started_raw,,,,BodySiteCue4.started_std,BodySiteCue4.stopped_raw,,,,BodySiteCue5.started_mean,BodySiteCue5.started_raw,,,,BodySiteCue5.started_std,BodySiteCue5.stopped_raw,,,,BodySiteCue6.started_mean,BodySiteCue6.started_raw,,,,BodySiteCue6.started_std,BodySiteCue6.stopped_raw,,,,BodySiteCue7.started_mean,BodySiteCue7.started_raw,,,,BodySiteCue7.started_std,BodySiteCue7.stopped_raw,,,,CalibrationText.started_mean,CalibrationText.started_raw,,,,CalibrationText.started_std,CalibrationText.stopped_raw,,,,ExperimenterConfirm.keys_raw,,,,ExperimenterConfirm.rt_mean,ExperimenterConfirm.rt_raw,,,,ExperimenterConfirm.rt_std,ExperimenterConfirm.started_mean,ExperimenterConfirm.started_raw,,,,ExperimenterConfirm.started_std,HeatSet.keys_raw,,,,HeatSet.rt_mean,HeatSet.rt_raw,,,,HeatSet.rt_std,HeatSet.started_mean,HeatSet.started_raw,,,,HeatSet.started_std,HeatSet.stopped_raw,,,,HeatSet.temperature_mean,HeatSet.temperature_raw,,,,HeatSet.temperature_std,HeatSettingText.started_mean,HeatSettingText.started_raw,,,,HeatSettingText.started_std,HeatSettingText.stopped_raw,,,,HeatStim.started_mean,HeatStim.started_raw,,,,HeatStim.started_std,IntensityRatingScale.response_mean,IntensityRatingScale.response_raw,,,,IntensityRatingScale.response_std,IntensityRatingScale.rt_mean,IntensityRatingScale.rt_raw,,,,IntensityRatingScale.rt_std,IntensityRatingScale.started_mean,IntensityRatingScale.started_raw,,,,IntensityRatingScale.stopped_raw,,,,IntensityScale.started_mean,IntensityScale.started_raw,,,,IntensityScale.started_std,IntensityScale.stopped_raw,,,,OKcue1.started_mean,OKcue1.started_raw,,,,OKcue1.started_std,OKcue1.stopped_raw,,,,OKcue2.started_mean,OKcue2.started_raw,,,,OKcue2.started_std,OKcue2.stopped_raw,,,,ParticipantConfirmStart.keys_raw,,,,ParticipantConfirmStart.rt_mean,ParticipantConfirmStart.rt_raw,,,,ParticipantConfirmStart.rt_std,ParticipantConfirmStart.started_mean,ParticipantConfirmStart.started_raw,,,,ParticipantConfirmStart.started_std,PrepareParticipantText.started_mean,PrepareParticipantText.started_raw,,,,PrepareParticipantText.started_std,StimThermode.started_mean,StimThermode.started_raw,,,,StimThermode.started_std,StimThresholdText.started_mean,StimThresholdText.started_raw,,,,StimThresholdText.started_std,StimThresholdText.stopped_raw,,,,ThresholdSet.keys_raw,,,,ThresholdSet.rt_mean,ThresholdSet.rt_raw,,,,ThresholdSet.rt_std,ThresholdSet.started_mean,ThresholdSet.started_raw,,,,ThresholdSet.started_std,ThresholdSet.stopped_raw,,,,ThresholdSet.temperature_mean,ThresholdSet.temperature_raw,,,,ThresholdSet.temperature_std,ValenceRatingScale.response_mean,ValenceRatingScale.response_raw,,,,ValenceRatingScale.response_std,ValenceRatingScale.rt_mean,ValenceRatingScale.rt_raw,,,,ValenceRatingScale.rt_std,ValenceRatingScale.started_mean,ValenceRatingScale.started_raw,,,,ValenceRatingScale.stopped_raw,,,,ValenceScale.started_mean,ValenceScale.started_raw,,,,ValenceScale.started_std,ValenceScale.stopped_raw,,,,WhiteBack2.started_mean,WhiteBack2.started_raw,,,,WhiteBack2.started_std,WhiteBack3.started_mean,WhiteBack3.started_raw,,,,WhiteBack3.started_std,WhiteBack4.started_mean,WhiteBack4.started_raw,,,,WhiteBack4.started_std,WhiteBack4.stopped_raw,,,,WhiteBack5.started_mean,WhiteBack5.started_raw,,,,WhiteBack5.started_std,WhiteBack5.stopped_raw,,,,WhiteBack6.started_mean,WhiteBack6.started_raw,,,,WhiteBack6.started_std,WhiteBack6.stopped_raw,,,,WhiteBack7.started_mean,WhiteBack7.started_raw,,,,WhiteBack7.started_std,WhiteBack7.stopped_raw,,,,WhiteBack8.started_mean,WhiteBack8.started_raw,,,,WhiteBack8.started_std,WhiteBack8.stopped_raw,,,,order,,,
Left Face,4.0,2438.794677734375,1405.1876220703125, 1964.4345703125, 2938.24560546875, 3447.31103515625,923.745551082483,2438.794677734375,1405.1876220703125, 1964.4345703125, 2938.24560546875, 3447.31103515625,923.745551082483,2459.740234375,1436.2418212890625, 1987.5595703125, 2949.896728515625, 3465.2626953125,916.8482952124579,2462.322998046875,1438.4661865234375, 1989.8782958984375, 2953.1416015625, 3467.805908203125,917.1305888956738,, , , ,2467.8173828125,1445.4139404296875, 1996.0784912109375, 2957.15625, 3472.62060546875,915.9564079959314,, , , ,2482.151123046875,1460.289794921875, 2007.0654296875, 2971.95849609375, 3489.291259765625,917.2694092855327,, , , ,2496.65771484375,1474.82080078125, 2021.6514892578125, 2986.396484375, 3503.762451171875,917.2214573741533,, , , ,2500.40625,1478.9803466796875, 2024.8115234375, 2990.07666015625, 3507.756591796875,917.2482473152414,, , , ,2482.151123046875,1460.289794921875, 2007.0654296875, 2971.95849609375, 3489.291259765625,917.2694092855327,, , , ,'space', 'space', 'space', 'space',19.609167098999023,29.824310302734375, 21.681339263916016, 10.390241622924805, 16.540781021118164,8.226919800472524,2438.794677734375,1405.1876220703125, 1964.4345703125, 2938.24560546875, 3447.31103515625,923.745551082483,'space', 'space', 'space', 'space',12.182668685913086,12.750165939331055, 8.853474617004395, 12.639749526977539, 14.487281799316406,2.375271968907454,2467.8173828125,1445.4139404296875, 1996.0784912109375, 2957.15625, 3472.62060546875,915.9564079959314,, , , ,38.875,39.5, 37.0, 39.5, 39.5,1.2500000000000002,2467.8173828125,1445.4139404296875, 1996.0784912109375, 2957.15625, 3472.62060546875,915.9564079959314,, , , ,2482.651123046875,1461.289794921875, 2007.0654296875, 2971.95849609375, 3490.291259765625,917.2642412380408,24.5,20.0, 20.0, 27.0, 31.0,5.446711546122731,3.0169999599456787,7.085000038146973, 1.75, 1.7350000143051147, 1.4980000257492065,2.7144550217590875,0.012466949934605509,0.01231064973399043, 0.012412050040438771, 0.01252004993148148, 0.012625050032511353,, , , ,2500.40625,1478.9803466796875, 2024.8115234375, 2990.07666015625, 3507.756591796875,917.2482473152414,, , , ,2467.8173828125,1445.4139404296875, 1996.0784912109375, 2957.15625, 3472.62060546875,915.9564079959314,, , , ,2482.151123046875,1460.289794921875, 2007.0654296875, 2971.95849609375, 3489.291259765625,917.2694092855327,, , , ,'space', 'space', 'space', 'space',2.559856414794922,2.194258451461792, 2.2925291061401367, 3.2272789478302, 2.525359630584717,0.466107507795507,2459.740234375,1436.2418212890625, 1987.5595703125, 2949.896728515625, 3465.2626953125,916.8482952124579,2459.740234375,1436.2418212890625, 1987.5595703125, 2949.896728515625, 3465.2626953125,916.8482952124579,2464.322998046875,1441.4661865234375, 1992.8782958984375, 2953.1416015625, 3469.805908203125,916.2306248652627,2462.322998046875,1438.4661865234375, 1989.8782958984375, 2953.1416015625, 3467.805908203125,917.1305888956738,, , , ,'space', 'space', 'space', 'space',5.472922325134277,6.929755687713623, 6.173701286315918, 3.9903476238250732, 4.797885417938232,1.3250354925809775,2462.322998046875,1438.4661865234375, 1989.8782958984375, 2953.1416015625, 3467.805908203125,917.1305888956738,, , , ,32.875,33.0, 33.0, 33.0, 32.5,0.25,-25.5,-20.0, -22.0, -28.0, -32.0,5.507570547286102,3.7274999618530273,4.138999938964844, 3.1389999389648438, 3.6570000648498535, 3.9749999046325684,0.44041305053920776,0.0029899749206379056,0.002364849904552102, 0.0030575499404221773, 0.003256550058722496, 0.003280949778854847,, , , ,2496.65771484375,1474.82080078125, 2021.6514892578125, 2986.396484375, 3503.762451171875,917.2214573741533,, , , ,2438.794677734375,1405.1876220703125, 1964.4345703125, 2938.24560546875, 3447.31103515625,923.745551082483,2459.740234375,1436.2418212890625, 1987.5595703125, 2949.896728515625, 3465.2626953125,916.8482952124579,2462.322998046875,1438.4661865234375, 1989.8782958984375, 2953.1416015625, 3467.805908203125,917.1305888956738,, , , ,2467.8173828125,1445.4139404296875, 1996.0784912109375, 2957.15625, 3472.62060546875,915.9564079959314,, , , ,2482.151123046875,1460.289794921875, 2007.0654296875, 2971.95849609375, 3489.291259765625,917.2694092855327,, , , ,2496.65771484375,1474.82080078125, 2021.6514892578125, 2986.396484375, 3503.762451171875,917.2214573741533,, , , ,2500.40625,1478.9803466796875, 2024.8115234375, 2990.07666015625, 3507.756591796875,917.2482473152414,, , , ,4.0, 11.0, 23.0, 31.0
Right Face,4.0,2372.527587890625,1672.50146484375, 2080.11572265625, 2677.796875, 3059.696044921875,616.6930889480493,2372.527587890625,1672.50146484375, 2080.11572265625, 2677.796875, 3059.696044921875,616.6930889480493,2390.11279296875,1692.4356689453125, 2096.38818359375, 2690.276123046875, 3081.35205078125,616.6947520999555,2391.13525390625,1693.3795166015625, 2097.828125, 2691.075927734375, 3082.257568359375,616.578354620711,, , , ,2396.67236328125,1698.6795654296875, 2103.044677734375, 2695.990478515625, 3088.974609375,617.0588566271931,, , , ,2415.401123046875,1722.5665283203125, 2121.568359375, 2713.1318359375, 3104.337890625,613.6326033755397,, , , ,2430.01220703125,1737.4354248046875, 2135.983642578125, 2727.598388671875, 3119.03076171875,613.5740922933331,, , , ,2436.76416015625,1749.5792236328125, 2143.06103515625, 2730.17529296875, 3124.240966796875,610.2456104298204,, , , ,2415.401123046875,1722.5665283203125, 2121.568359375, 2713.1318359375, 3104.337890625,613.6326033755397,, , , ,'space', 'space', 'space', 'space',16.23232650756836,18.550498962402344, 14.744033813476562, 11.223176956176758, 20.411596298217773,4.0884721630816045,2372.527587890625,1672.50146484375, 2080.11572265625, 2677.796875, 3059.696044921875,616.6930889480493,'space', 'space', 'space', 'space',16.50777816772461,21.580533981323242, 16.263439178466797, 14.893689155578613, 13.293453216552734,3.5930359176665987,2396.67236328125,1698.6795654296875, 2103.044677734375, 2695.990478515625, 3088.974609375,617.0588566271931,, , , ,41.25,44.0, 41.5, 39.5, 40.0,2.0207259421636903,2396.67236328125,1698.6795654296875, 2103.044677734375, 2695.990478515625, 3088.974609375,617.0588566271931,, , , ,2416.651123046875,1725.5665283203125, 2122.568359375, 2713.1318359375, 3105.337890625,612.7187679815825,26.75,23.0, 24.0, 31.0, 29.0,3.862210075418823,3.333250045776367,3.25, 4.298999786376953, 4.484000205993652, 1.2999999523162842,1.4603578334763723,0.012580599985085428,0.01276464993134141, 0.012511949986219406, 0.01253685005940497, 0.012508949963375926,, , , ,2436.76416015625,1749.5792236328125, 2143.06103515625, 2730.17529296875, 3124.240966796875,610.2456104298204,, , , ,2396.67236328125,1698.6795654296875, 2103.044677734375, 2695.990478515625, 3088.974609375,617.0588566271931,, , , ,2415.401123046875,1722.5665283203125, 2121.568359375, 2713.1318359375, 3104.337890625,613.6326033755397,, , , ,'space', 'space', 'space', 'space',0.9971438050270081,0.9204655885696411, 1.4160388708114624, 0.7759935259819031, 0.8760771751403809,0.28572550919339734,2390.11279296875,1692.4356689453125, 2096.38818359375, 2690.276123046875, 3081.35205078125,616.6947520999555,2390.11279296875,1692.4356689453125, 2096.38818359375, 2690.276123046875, 3081.35205078125,616.6947520999555,2392.88525390625,1694.3795166015625, 2098.828125, 2694.075927734375, 3084.257568359375,617.2766422767734,2391.13525390625,1693.3795166015625, 2097.828125, 2691.075927734375, 3082.257568359375,616.578354620711,, , , ,'space', 'space', 'space', 'space',5.516587257385254,5.280383110046387, 5.191795825958252, 4.89597749710083, 6.6981916427612305,0.8047002073750845,2391.13525390625,1693.3795166015625, 2097.828125, 2691.075927734375, 3082.257568359375,616.578354620711,, , , ,33.125,33.5, 33.5, 32.0, 33.5,0.7500000000000001,-26.25,-21.0, -24.0, -32.0, -28.0,4.787135538781691,6.73199987411499,12.12399959564209, 7.057000160217285, 2.556999921798706, 5.190000057220459,4.040943545760018,0.002909724891651422,0.002860049717128277, 0.0030422499403357506, 0.0034094499424099922, 0.0023271499667316675,, , , ,2430.01220703125,1737.4354248046875, 2135.983642578125, 2727.598388671875, 3119.03076171875,613.5740922933331,, , , ,2372.527587890625,1672.50146484375, 2080.11572265625, 2677.796875, 3059.696044921875,616.6930889480493,2390.11279296875,1692.4356689453125, 2096.38818359375, 2690.276123046875, 3081.35205078125,616.6947520999555,2391.13525390625,1693.3795166015625, 2097.828125, 2691.075927734375, 3082.257568359375,616.578354620711,, , , ,2396.67236328125,1698.6795654296875, 2103.044677734375, 2695.990478515625, 3088.974609375,617.0588566271931,, , , ,2415.401123046875,1722.5665283203125, 2121.568359375, 2713.1318359375, 3104.337890625,613.6326033755397,, , , ,2430.01220703125,1737.4354248046875, 2135.983642578125, 2727.598388671875, 3119.03076171875,613.5740922933331,, , , ,2436.76416015625,1749.5792236328125, 2143.06103515625, 2730.17529296875, 3124.240966796875,610.2456104298204,, , , ,7.0, 13.0, 20.0, 25.0
Left Arm,4.0,2259.891357421875,1216.3216552734375, 2026.61767578125, 2462.1982421875, 3334.427490234375,882.9892996957484,2259.891357421875,1216.3216552734375, 2026.61767578125, 2462.1982421875, 3334.427490234375,882.9892996957484,2276.876953125,1235.9261474609375, 2041.3778076171875, 2476.072998046875, 3354.130859375,883.0238709855606,2277.874267578125,1237.7979736328125, 2041.8321533203125, 2476.64306640625, 3355.223388671875,882.7352832794525,, , , ,2283.6845703125,1246.4146728515625, 2046.9599609375, 2481.2099609375, 3360.154296875,881.2435783235478,, , , ,2293.085693359375,1253.171142578125, 2056.78076171875, 2493.88232421875, 3368.509033203125,882.0651790900359,, , , ,2307.70458984375,1268.17724609375, 2071.2080078125, 2508.4970703125, 3382.93603515625,881.8518418491085,, , , ,2320.410400390625,1305.314208984375, 2077.46142578125, 2511.92626953125, 3386.939697265625,868.6402307239732,, , , ,2293.085693359375,1253.171142578125, 2056.78076171875, 2493.88232421875, 3368.509033203125,882.0651790900359,, , , ,'space', 'space', 'space', 'space',15.660684585571289,18.33829689025879, 13.306329727172852, 12.621786117553711, 18.376327514648438,3.1263511676630595,2259.891357421875,1216.3216552734375, 2026.61767578125, 2462.1982421875, 3334.427490234375,882.9892996957484,'space', 'space', 'space', 'space',7.237351417541504,4.5174560546875, 7.620152950286865, 10.682095527648926, 6.129700183868408,2.6228178890857197,2283.6845703125,1246.4146728515625, 2046.9599609375, 2481.2099609375, 3360.154296875,881.2435783235478,, , , ,36.875,36.5, 37.5, 38.0, 35.5,1.1086778913041726,2283.6845703125,1246.4146728515625, 2046.9599609375, 2481.2099609375, 3360.154296875,881.2435783235478,, , , ,2294.585693359375,1255.171142578125, 2057.78076171875, 2495.88232421875, 3369.509033203125,881.7482074759753,23.0,17.0, 23.0, 22.0, 30.0,5.354126134736338,5.741500377655029,5.401000022888184, 2.615999937057495, 13.848999977111816, 1.100000023841858,5.6909216823935616,0.012462849903386086,0.012524849968031049, 0.012565549928694963, 0.012229349697008729, 0.012531650019809604,, , , ,2320.410400390625,1305.314208984375, 2077.46142578125, 2511.92626953125, 3386.939697265625,868.6402307239732,, , , ,2283.6845703125,1246.4146728515625, 2046.9599609375, 2481.2099609375, 3360.154296875,881.2435783235478,, , , ,2293.085693359375,1253.171142578125, 2056.78076171875, 2493.88232421875, 3368.509033203125,882.0651790900359,, , , ,'space', 'space', 'space', 'space',0.9750935435295105,1.853934645652771, 0.4262225925922394, 0.5469952821731567, 1.0732214450836182,0.6497482102075535,2276.876953125,1235.9261474609375, 2041.3778076171875, 2476.072998046875, 3354.130859375,883.0238709855606,2276.876953125,1235.9261474609375, 2041.3778076171875, 2476.072998046875, 3354.130859375,883.0238709855606,2279.624267578125,1240.7979736328125, 2041.8321533203125, 2478.64306640625, 3357.223388671875,882.5216723806024,2277.874267578125,1237.7979736328125, 2041.8321533203125, 2476.64306640625, 3355.223388671875,882.7352832794525,, , , ,'space', 'space', 'space', 'space',5.785710334777832,8.597928047180176, 5.107687950134277, 4.536664962768555, 4.90056037902832,1.8896108595447512,2277.874267578125,1237.7979736328125, 2041.8321533203125, 2476.64306640625, 3355.223388671875,882.7352832794525,, , , ,33.25,34.0, 34.0, 32.5, 32.5,0.8660254037844387,-23.25,-18.0, -28.0, -15.0, -32.0,8.057087976847882,12.6850004196167,37.1150016784668, 6.230999946594238, 3.4110000133514404, 3.9830000400543213,16.33208475929618,0.01167960005113855,0.011725200107321143, 0.011905099963769317, 0.01096690003760159, 0.01212120009586215,, , , ,2307.70458984375,1268.17724609375, 2071.2080078125, 2508.4970703125, 3382.93603515625,881.8518418491085,, , , ,2259.891357421875,1216.3216552734375, 2026.61767578125, 2462.1982421875, 3334.427490234375,882.9892996957484,2276.876953125,1235.9261474609375, 2041.3778076171875, 2476.072998046875, 3354.130859375,883.0238709855606,2277.874267578125,1237.7979736328125, 2041.8321533203125, 2476.64306640625, 3355.223388671875,882.7352832794525,, , , ,2283.6845703125,1246.4146728515625, 2046.9599609375, 2481.2099609375, 3360.154296875,881.2435783235478,, , , ,2293.085693359375,1253.171142578125, 2056.78076171875, 2493.88232421875, 3368.509033203125,882.0651790900359,, , , ,2307.70458984375,1268.17724609375, 2071.2080078125, 2508.4970703125, 3382.93603515625,881.8518418491085,, , , ,2320.410400390625,1305.314208984375, 2077.46142578125, 2511.92626953125, 3386.939697265625,868.6402307239732,, , , ,2.0, 12.0, 17.0, 29.0
Right Arm,4.0,2182.548095703125,1102.4781494140625, 1827.9202880859375, 2807.9306640625, 2991.86328125,882.8753021004292,2182.548095703125,1102.4781494140625, 1827.9202880859375, 2807.9306640625, 2991.86328125,882.8753021004292,2221.9873046875,1165.9530029296875, 1846.27197265625, 2854.02587890625, 3021.697998046875,874.7152697852152,2233.244384765625,1169.8480224609375, 1847.412353515625, 2891.724609375, 3023.992919921875,882.9038512685875,, , , ,2239.79541015625,1175.23193359375, 1855.8291015625, 2899.8916015625, 3028.22900390625,882.8136903160871,, , , ,2252.319580078125,1184.71337890625, 1870.0469970703125, 2915.02099609375, 3039.4970703125,884.069547871454,, , , ,2266.84521484375,1199.298583984375, 1884.4744873046875, 2929.5048828125, 3054.103271484375,884.0731993894287,, , , ,2273.130859375,1207.4146728515625, 1893.1453857421875, 2933.84130859375, 3058.122314453125,881.833285952722,, , , ,2252.319580078125,1184.71337890625, 1870.0469970703125, 2915.02099609375, 3039.4970703125,884.069547871454,, , , ,'space', 'space', 'space', 'space',38.05579376220703,62.2138786315918, 17.10752296447754, 44.8332405090332, 28.068519592285156,19.73256651429017,2182.548095703125,1102.4781494140625, 1827.9202880859375, 2807.9306640625, 2991.86328125,882.8753021004292,'space', 'space', 'space', 'space',10.352790832519531,7.404326438903809, 11.92712116241455, 12.91257095336914, 9.167144775390625,2.525218743523635,2239.79541015625,1175.23193359375, 1855.8291015625, 2899.8916015625, 3028.22900390625,882.8136903160871,, , , ,38.125,36.0, 40.0, 40.0, 36.5,2.1746647251166484,2239.79541015625,1175.23193359375, 1855.8291015625, 2899.8916015625, 3028.22900390625,882.8136903160871,, , , ,2253.319580078125,1184.71337890625, 1872.0469970703125, 2915.02099609375, 3041.4970703125,884.375583072727,25.5,23.0, 19.0, 29.0, 31.0,5.507570547286102,4.099999904632568,8.847999572753906, 1.6490000486373901, 4.367000102996826, 1.5360000133514404,3.425214625440033,0.012477599899284542,0.011985949939116836, 0.012598450062796474, 0.012598049826920033, 0.012727949768304825,, , , ,2273.130859375,1207.4146728515625, 1893.1453857421875, 2933.84130859375, 3058.122314453125,881.833285952722,, , , ,2239.79541015625,1175.23193359375, 1855.8291015625, 2899.8916015625, 3028.22900390625,882.8136903160871,, , , ,2252.319580078125,1184.71337890625, 1870.0469970703125, 2915.02099609375, 3039.4970703125,884.069547871454,, , , ,'space', 'space', 'space', 'space',11.234901428222656,3.867198944091797, 1.1241199970245361, 37.68220901489258, 2.2660791873931885,17.667397393840577,2221.9873046875,1165.9530029296875, 1846.27197265625, 2854.02587890625, 3021.697998046875,874.7152697852152,2221.9873046875,1165.9530029296875, 1846.27197265625, 2854.02587890625, 3021.697998046875,874.7152697852152,2235.994384765625,1172.8480224609375, 1849.412353515625, 2894.724609375, 3026.992919921875,883.0496486608812,2233.244384765625,1169.8480224609375, 1847.412353515625, 2891.724609375, 3023.992919921875,882.9038512685875,, , , ,'space', 'space', 'space', 'space',6.5294108390808105,5.3639936447143555, 8.39146614074707, 8.151127815246582, 4.211055278778076,2.068025276937661,2233.244384765625,1169.8480224609375, 1847.412353515625, 2891.724609375, 3023.992919921875,882.9038512685875,, , , ,33.25,32.5, 34.5, 34.0, 32.0,1.1902380714238083,-26.0,-22.0, -21.0, -29.0, -32.0,5.354126134736338,6.264999866485596,8.097000122070312, 8.649999618530273, 4.315000057220459, 3.997999906539917,2.448553098481048,0.01208702492294833,0.010989599861204624, 0.01281709992326796, 0.012024000054225326, 0.012517399853095412,, , , ,2266.84521484375,1199.298583984375, 1884.4744873046875, 2929.5048828125, 3054.103271484375,884.0731993894287,, , , ,2182.548095703125,1102.4781494140625, 1827.9202880859375, 2807.9306640625, 2991.86328125,882.8753021004292,2221.9873046875,1165.9530029296875, 1846.27197265625, 2854.02587890625, 3021.697998046875,874.7152697852152,2233.244384765625,1169.8480224609375, 1847.412353515625, 2891.724609375, 3023.992919921875,882.9038512685875,, , , ,2239.79541015625,1175.23193359375, 1855.8291015625, 2899.8916015625, 3028.22900390625,882.8136903160871,, , , ,2252.319580078125,1184.71337890625, 1870.0469970703125, 2915.02099609375, 3039.4970703125,884.069547871454,, , , ,2266.84521484375,1199.298583984375, 1884.4744873046875, 2929.5048828125, 3054.103271484375,884.0731993894287,, , , ,2273.130859375,1207.4146728515625, 1893.1453857421875, 2933.84130859375, 3058.122314453125,881.833285952722,, , , ,1.0, 9.0, 22.0, 24.0
Left Leg,4.0,2357.72509765625,1486.116455078125, 2147.408447265625, 2605.156005859375, 3192.22021484375,721.4658398456152,2357.72509765625,1486.116455078125, 2147.408447265625, 2605.156005859375, 3192.22021484375,721.4658398456152,2382.9365234375,1528.0550537109375, 2165.693359375, 2625.34521484375, 3212.65283203125,713.023619531514,2386.35595703125,1530.0467529296875, 2167.82763671875, 2626.42578125, 3221.123779296875,715.423165545672,, , , ,2399.43115234375,1539.346923828125, 2179.9111328125, 2642.225830078125, 3236.240478515625,718.1302163769199,, , , ,2413.71630859375,1557.4647216796875, 2195.8193359375, 2651.832763671875, 3249.748046875,715.6103186274287,, , , ,2428.223876953125,1571.95654296875, 2210.28662109375, 2666.419189453125, 3264.233642578125,715.6208795765078,, , , ,2434.751953125,1578.2464599609375, 2217.744140625, 2676.192626953125, 3266.82373046875,714.45342561915,, , , ,2413.71630859375,1557.4647216796875, 2195.8193359375, 2651.832763671875, 3249.748046875,715.6103186274287,, , , ,'space', 'space', 'space', 'space',23.87856101989746,40.67145538330078, 16.739381790161133, 18.94379997253418, 19.159605026245117,11.248549438917639,2357.72509765625,1486.116455078125, 2147.408447265625, 2605.156005859375, 3192.22021484375,721.4658398456152,'space', 'space', 'space', 'space',12.040962219238281,15.833191871643066, 13.636877059936523, 7.53814697265625, 11.155633926391602,3.55842199325794,2399.43115234375,1539.346923828125, 2179.9111328125, 2642.225830078125, 3236.240478515625,718.1302163769199,, , , ,42.875,42.5, 43.0, 42.0, 44.0,0.8539125638299666,2399.43115234375,1539.346923828125, 2179.9111328125, 2642.225830078125, 3236.240478515625,718.1302163769199,, , , ,2416.21630859375,1560.4647216796875, 2197.8193359375, 2654.832763671875, 3251.748046875,715.3225646472807,26.75,24.0, 23.0, 31.0, 29.0,3.862210075418823,2.7952499389648438,5.580999851226807, 2.7839999198913574, 1.5670000314712524, 1.2489999532699585,1.9714644294801211,0.012447075103409588,0.01232405030168593, 0.012912450125440955, 0.012603549985215068, 0.011948250001296401,, , , ,2434.751953125,1578.2464599609375, 2217.744140625, 2676.192626953125, 3266.82373046875,714.45342561915,, , , ,2399.43115234375,1539.346923828125, 2179.9111328125, 2642.225830078125, 3236.240478515625,718.1302163769199,, , , ,2413.71630859375,1557.4647216796875, 2195.8193359375, 2651.832763671875, 3249.748046875,715.6103186274287,, , , ,'space', 'space', 'space', 'space',3.3994555473327637,1.973138689994812, 2.1107466220855713, 1.0588226318359375, 8.455114364624023,3.402616590875333,2382.9365234375,1528.0550537109375, 2165.693359375, 2625.34521484375, 3212.65283203125,713.023619531514,2382.9365234375,1528.0550537109375, 2165.693359375, 2625.34521484375, 3212.65283203125,713.023619531514,2388.10595703125,1532.0467529296875, 2169.82763671875, 2628.42578125, 3222.123779296875,715.0342956377859,2386.35595703125,1530.0467529296875, 2167.82763671875, 2626.42578125, 3221.123779296875,715.423165545672,, , , ,'space', 'space', 'space', 'space',13.050006866455078,9.26938247680664, 12.064299583435059, 15.778154373168945, 15.088190078735352,2.9923078745684775,2386.35595703125,1530.0467529296875, 2167.82763671875, 2626.42578125, 3221.123779296875,715.423165545672,, , , ,37.0,35.0, 36.5, 38.0, 38.5,1.5811388300841898,-27.5,-22.0, -26.0, -32.0, -30.0,4.43471156521669,6.50724983215332,6.269000053405762, 7.436999797821045, 9.753000259399414, 2.569999933242798,2.9976674575504823,0.01189511246047914,0.015528199961408973, 0.00023185019381344318, 0.01608219975605607, 0.015738199930638075,, , , ,2428.223876953125,1571.95654296875, 2210.28662109375, 2666.419189453125, 3264.233642578125,715.6208795765078,, , , ,2357.72509765625,1486.116455078125, 2147.408447265625, 2605.156005859375, 3192.22021484375,721.4658398456152,2382.9365234375,1528.0550537109375, 2165.693359375, 2625.34521484375, 3212.65283203125,713.023619531514,2386.35595703125,1530.0467529296875, 2167.82763671875, 2626.42578125, 3221.123779296875,715.423165545672,, , , ,2399.43115234375,1539.346923828125, 2179.9111328125, 2642.225830078125, 3236.240478515625,718.1302163769199,, , , ,2413.71630859375,1557.4647216796875, 2195.8193359375, 2651.832763671875, 3249.748046875,715.6103186274287,, , , ,2428.223876953125,1571.95654296875, 2210.28662109375, 2666.419189453125, 3264.233642578125,715.6208795765078,, , , ,2434.751953125,1578.2464599609375, 2217.744140625, 2676.192626953125, 3266.82373046875,714.45342561915,, , , ,5.0, 14.0, 19.0, 27.0
