runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,4.978159999940544,None,space,0.725530999712646,4.978159999940544,None,999,m,2,99,r,TEST,2021_Apr_27_1041,2020.2.5,bodymap2,60.06305424094779,"['Right Arm', 'Left Arm', 'Right Face', 'Left Face']",
