RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.rt,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,18.875812199898064,None,,,,,,,,,,,,,,,,,,,,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,298.09475659998134,None,space,41.33253369992599,298.09475659998134,None,,,,,,,,,,,,,,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,None,None,None,None,[],[],[],None,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,343.27804140001535,None,343.27804140001535,344.2784649999812,344.2784649999812,None,None,1,,343.27804140001535,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,344.47846770007163,None,344.47846770007163,345.47846579994075,345.4618166999426,346.4618152999319,None,1,,344.47846770007163,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,346.4784736998845,None,346.4784736998845,347.47847589990124,347.4618398998864,348.461839399999,None,1,,346.4784736998845,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,348.47849450004287,None,348.47849450004287,349.47849970008247,349.4618341999594,350.46185419987887,None,1,,348.47849450004287,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,350.4785160999745,None,350.4785160999745,351.4785181998741,351.4618718000129,352.46185770002194,None,0,,350.4785160999745,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,352.4785271999426,None,352.4785271999426,353.47853459999897,353.4618690998759,354.46189050003886,None,1,,352.4785271999426,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,354.47854109993204,None,354.47854109993204,355.47854760009795,355.46188249997795,356.4618883000221,None,1,,354.47854109993204,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,356.4785629999824,None,356.4785629999824,357.4785738000646,357.4619193999097,358.4619167998899,None,1,,356.4785629999824,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,358.4785732999444,None,358.4785732999444,359.4785794999916,359.4619086999446,360.46194479987025,None,1,,358.4785732999444,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,360.4785903999582,None,360.4785903999582,361.47859880002216,361.4619452999905,362.4619638998993,None,0,,360.4785903999582,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,362.4786091998685,None,362.4786091998685,363.4786159999203,363.46196820004843,364.4619724000804,None,1,,362.4786091998685,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,364.47863560006954,None,364.47863560006954,365.4786485999357,365.46198779996485,366.4619914998766,None,1,,364.47863560006954,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,366.47864539991133,None,366.47864539991133,367.4786529999692,367.46198910009116,368.4619968000334,1,1,1.8465368000324816,366.47864539991133,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,368.4786598999053,None,368.4786598999053,369.478670099983,369.46201630006544,370.46201339992695,None,1,,368.4786598999053,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,370.47867459990084,None,370.47867459990084,371.4786813000683,371.4620262000244,372.46204159990884,None,1,,370.47867459990084,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,372.4786940999329,None,372.4786940999329,373.478712500073,373.46192779997364,374.4620475000702,None,1,,372.4786940999329,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,374.47871319996193,None,374.47871319996193,375.47872200002894,375.46206749998964,376.46205869992264,None,1,,374.47871319996193,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,376.47872449993156,None,376.47872449993156,377.478737300029,377.4620828998741,378.4620938000735,None,1,,376.47872449993156,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,378.4787401999347,None,378.4787401999347,379.47875749995,379.462079100078,380.4620860000141,None,1,,378.4787401999347,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,380.4787747999653,None,380.4787747999653,381.47876670002006,381.4620914000552,382.4620988999959,None,0,,380.4787747999653,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,382.4787868000567,None,382.4787868000567,383.4787880999502,383.4621079999488,384.4621148998849,None,1,,382.4787868000567,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,384.4787957998924,None,384.4787957998924,385.4787981000263,385.4621325000189,386.46214429987594,None,1,,384.4787957998924,None,3,f,6,l,KB,2021_May_26_1010,WASABI Nback,2020.2.10,59.99869200458523,
