square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,response_2.rt,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,0,0,0,0,,,,,10.971174300007988,None,space,3.080779700016137,10.971174300007988,None,,,,,,,,,,,,,,,,,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
5,"[0, 0]",None,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,[],[],None,None,None,None,None,None,[],[],None,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
2,"[0, 0.2]",None,0,0,0,0,0,1,1,1,,,,,,,,,None,None,0,0.0,18.393948999990243,None,18.393948999990243,None,None,None,None,1,18.393948999990243,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
6,"[0.2, 0]",None,0,0,0,0,0,2,2,2,,,,,,,,,None,None,0,0.0,19.089943400002085,None,19.089943400002085,20.091977100004442,20.07438390000607,21.077642099990044,None,1,19.089943400002085,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
9,"[0.2, -0.2]",None,0,0,0,0,0,3,3,3,,,,,,,,,None,None,0,0.0,21.091455799993128,None,21.091455799993128,22.09098290000111,22.074452600005316,23.074780099996133,None,1,21.091455799993128,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
3,"[0.2, 0.2]",None,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,0.0,23.091330499999458,None,23.091330499999458,24.091749399987748,24.075244100007694,25.07563969999319,None,1,23.091330499999458,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
9,"[0.2, -0.2]",1,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,0.0,25.09286040000734,None,25.09286040000734,26.0938182999962,26.07611920000636,None,None,0,25.09286040000734,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
7,"[-0.2, -0.2]",None,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,0.0,27.07676039999933,None,27.07676039999933,28.077062500000466,28.060425999981817,29.06077459998778,None,1,27.07676039999933,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
1,"[-0.2, 0.2]",None,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,1.6852228000061586,29.07746619998943,None,29.07746619998943,30.078029099997366,30.061266100005014,31.061779299983755,None,1,29.07746619998943,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
5,"[0, 0]",None,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,1.6348204999812879,31.078485000005458,None,31.078485000005458,32.07912219999707,32.062325100007,33.06277200000477,None,1,31.078485000005458,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
7,"[-0.2, -0.2]",None,0,0,0,0,0,9,9,9,,,,,,,,,None,None,0,1.7525145999970846,33.07950799999526,None,33.07950799999526,34.079976999986684,34.06346309999935,35.0636891000031,None,1,33.07950799999526,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
5,"[0, 0]",1,0,0,0,0,0,10,10,10,,,,,,,,,None,None,1,1.9354153999884147,35.08039109999663,None,35.08039109999663,36.08087049997994,36.06410990000586,37.06546349998098,1,1,35.08039109999663,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
6,"[0.2, 0]",None,0,0,0,0,0,11,11,11,,,,,,,,,None,None,0,0.0,37.08229739998933,None,37.08229739998933,38.08178849998512,38.06509499999811,39.065569099999266,None,1,37.08229739998933,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
3,"[0.2, 0.2]",None,0,0,0,0,0,12,12,12,,,,,,,,,None,None,0,0.13399699999717996,39.082227399980184,None,39.082227399980184,40.083257599995704,40.066656499984674,41.066683999990346,None,1,39.082227399980184,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
6,"[0.2, 0]",1,0,0,0,0,0,13,13,13,,,,,,,,,None,None,0,0.2889681999804452,41.08325289998902,None,41.08325289998902,42.083519399981014,42.066883999999845,43.067481300007785,None,0,41.08325289998902,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
8,"[0, -0.2]",None,0,0,0,0,0,14,14,14,,,,,,,,,None,None,0,0.23470450000604615,43.08408309999504,None,43.08408309999504,44.08465000000433,44.0678665000014,45.06836020000628,None,1,43.08408309999504,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
9,"[0.2, -0.2]",None,0,0,0,0,0,15,15,15,,,,,,,,,None,None,0,0.21941859999787994,45.0851030999911,None,45.0851030999911,46.08553489999031,46.06921359998523,47.069283999997424,None,1,45.0851030999911,None,99,m,99,r,MS,2021_Jun_03_1100,WASABI Nback,2020.2.10,59.552557812571486,
