square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,response_2.rt,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,0,0,0,0,,,,,10.351256200025091,None,space,2.467053100001067,10.351256200025091,None,,,,,,,,,,,,,,,,,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
5,"[0, 0]",None,0,0,0,0,0,0,0,0,,,,,,,None,None,0.45,0.12777777777777777,0,0.0,14.140703800017945,None,14.140703800017945,15.153533100005006,15.104615200019907,None,None,1,14.140703800017945,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
2,"[0, 0.2]",None,0,0,0,0,0,1,1,1,,,,,,,,,0.6347222222222222,-0.23194444444444445,0,0.4191667000122834,15.853791200002888,None,15.853791200002888,16.85450490002404,16.83892960002413,17.839638200006448,None,1,15.853791200002888,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
6,"[0.2, 0]",None,0,0,0,0,0,2,2,2,,,,,,,,,0.5097222222222222,-0.24722222222222223,0,0.26754909998271614,17.8549350000103,None,17.8549350000103,18.855166900000768,18.839885699999286,None,None,1,17.8549350000103,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
9,"[0.2, -0.2]",None,0,0,0,0,0,3,3,3,,,,,,,,,0.49583333333333335,-0.2791666666666667,0,0.1668937999929767,19.8392624000262,None,19.8392624000262,20.839309000002686,20.82437410001876,21.825341300020227,None,1,19.8392624000262,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
3,"[0.2, 0.2]",None,0,0,0,0,0,4,4,4,,,,,,,,,0.4847222222222222,-0.2902777777777778,0,0.25443460000678897,21.840450800023973,None,21.840450800023973,22.840045600023586,22.824923200008925,23.826751600019634,None,1,21.840450800023973,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
9,"[0.2, -0.2]",1,0,0,0,0,0,5,5,5,,,,,,,,,0.4722222222222222,-0.30694444444444446,0,0.2558359999966342,23.840799400000833,None,23.840799400000833,24.841200400027446,24.82698400001391,None,None,0,23.840799400000833,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
7,"[-0.2, -0.2]",None,0,0,0,0,0,6,6,6,,,,,,,,,0.32083333333333336,-0.32222222222222224,0,0.2192491999885533,25.841987500025425,None,25.841987500025425,26.84215630000108,26.82674090002547,27.827579700009665,None,1,25.841987500025425,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
1,"[-0.2, 0.2]",None,0,0,0,0,0,7,7,7,,,,,,,,,0.2972222222222222,-0.32916666666666666,0,0.08647469998686574,27.84252460001153,None,27.84252460001153,28.843068300018786,28.827744900016114,29.826963200001046,None,1,27.84252460001153,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
5,"[0, 0]",None,0,0,0,0,0,8,8,8,,,,,,,,,0.29444444444444445,-0.33055555555555555,0,0.1996289000089746,29.844949300022563,None,29.844949300022563,30.844121000001905,30.828948700014735,31.830312500009313,None,1,29.844949300022563,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
7,"[-0.2, -0.2]",None,0,0,0,0,0,9,9,9,,,,,,,,,0.29444444444444445,-0.33055555555555555,0,0.0,31.860851000004914,None,31.860851000004914,32.862876800005324,32.829591400019126,33.82991810000385,None,1,31.860851000004914,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
5,"[0, 0]",1,0,0,0,0,0,10,10,10,,,,,,,,,0.28888888888888886,-0.3333333333333333,0,0.11866990002454259,33.84545670001535,None,33.84545670001535,34.84582970000338,34.831553500000155,None,None,0,33.84545670001535,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
6,"[0.2, 0]",None,0,0,0,0,0,11,11,11,,,,,,,,,0.2833333333333333,-0.33611111111111114,0,0.2711139000020921,35.84631530000479,None,35.84631530000479,36.847035400016466,36.831566100008786,37.832183400023496,None,1,35.84631530000479,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
3,"[0.2, 0.2]",None,0,0,0,0,0,12,12,12,,,,,,,,,0.275,-0.3375,0,0.21918029998778366,37.84724360000109,None,37.84724360000109,38.847726100008,38.83263140000054,None,None,1,37.84724360000109,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
6,"[0.2, 0]",1,0,0,0,0,0,13,13,13,,,,,,,,,0.26944444444444443,-0.3388888888888889,0,0.3877605999878142,39.84848420001799,None,39.84848420001799,40.849008400022285,40.834298300003866,None,None,0,39.84848420001799,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
8,"[0, -0.2]",None,0,0,0,0,0,14,14,14,,,,,,,,,0.2652777777777778,-0.3402777777777778,0,0.28558200001134537,41.849339900014456,None,41.849339900014456,42.849963100015884,42.83471500000451,None,None,1,41.849339900014456,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
9,"[0.2, -0.2]",None,0,0,0,0,0,15,15,15,,,,,,,,,0.2625,-0.3402777777777778,0,0.30071479998878203,43.85043260001112,None,43.85043260001112,44.85078420001082,44.83534720001626,45.836908199999016,None,1,43.85043260001112,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
9,"[0.2, -0.2]",None,0,0,0,0,0,16,16,16,,,,,,,,,0.2625,-0.3402777777777778,0,0.11999400000786409,45.850753300008364,None,45.850753300008364,46.851392300013686,46.83711890000268,None,None,1,45.850753300008364,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
1,"[-0.2, 0.2]",None,0,0,0,0,0,17,17,17,,,,,,,,,0.2513888888888889,-0.3111111111111111,0,0.30078900000080466,47.852090600004885,None,47.852090600004885,48.852431400009664,48.838070400001016,None,None,1,47.852090600004885,None,99,m,99,r,MS,2021_Jun_03_1039,WASABI Nback,2020.2.10,60.112988379542514,
