square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,response_2.rt,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,0,0,0,0,,,,,30.632938099995954,None,space,1.866150900023058,30.632938099995954,None,,,,,,,,,,,,,,,,,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
5,"[0, 0]",None,0,0,0,0,0,0,0,0,,,,,,,None,None,-0.3902777777777778,-0.12777777777777777,0,1.2846847999899182,33.805649999994785,None,33.805649999994785,34.81909969999106,34.78564279997954,None,None,1,33.805649999994785,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
2,"[0, 0.2]",None,0,0,0,0,0,1,1,1,,,,,,,,,-0.3333333333333333,-0.2222222222222222,0,0.47117220002110116,35.53534819997731,None,35.53534819997731,36.535854299989296,36.51940309998463,37.51983029997791,None,1,35.53534819997731,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
6,"[0.2, 0]",None,0,0,0,0,0,2,2,2,,,,,,,,,-0.5625,-0.1388888888888889,0,0.5873122999910265,37.53649060000316,None,37.53649060000316,38.53729169999133,38.52073649998056,39.5208580000035,None,1,37.53649060000316,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
9,"[0.2, -0.2]",None,0,0,0,0,0,3,3,3,,,,,,,,,-0.24722222222222223,-0.14444444444444443,0,0.5336260000185575,39.53756669998984,None,39.53756669998984,40.53769420000026,40.5210223000031,None,None,1,39.53756669998984,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
3,"[0.2, 0.2]",None,0,0,0,0,0,4,4,4,,,,,,,,,-0.24166666666666667,-0.14305555555555555,0,0.4174027999979444,41.52148279998801,None,41.52148279998801,42.52203599998029,42.50527009999496,43.50566860000254,None,1,41.52148279998801,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
9,"[0.2, -0.2]",1,0,0,0,0,0,5,5,5,,,,,,,,,-0.2375,-0.14583333333333334,0,0.3852121999952942,43.52237669998431,None,43.52237669998431,44.52295949999825,44.50627919999533,45.507281300000614,None,0,43.52237669998431,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
7,"[-0.2, -0.2]",None,0,0,0,0,0,6,6,6,,,,,,,,,-0.24166666666666667,-0.15138888888888888,0,0.6012743999890517,45.52341739999247,None,45.52341739999247,46.52379069998278,46.507158399996115,47.507595799979754,None,1,45.52341739999247,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
1,"[-0.2, 0.2]",None,0,0,0,0,0,7,7,7,,,,,,,,,-0.24722222222222223,-0.15555555555555556,0,0.6715378999942914,47.52433359998395,None,47.52433359998395,48.52477719998569,48.508141199999955,49.50872650000383,None,1,47.52433359998395,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
5,"[0, 0]",None,0,0,0,0,0,8,8,8,,,,,,,,,-0.2569444444444444,-0.1597222222222222,0,0.38461400000960566,49.525215300003765,None,49.525215300003765,50.525671999988845,50.509069899999304,51.50949860000401,None,1,49.525215300003765,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
7,"[-0.2, -0.2]",None,0,0,0,0,0,9,9,9,,,,,,,,,-0.25833333333333336,-0.1625,0,0.5343021999869961,51.52614760000142,None,51.52614760000142,52.52680629998213,52.509981099981815,53.51029330000165,None,1,51.52614760000142,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
5,"[0, 0]",1,0,0,0,0,0,10,10,10,,,,,,,,,-0.2611111111111111,-0.1638888888888889,0,0.48425040001166053,53.52703850000398,None,53.52703850000398,54.5274933000037,54.51087099997676,55.51134529997944,None,0,53.52703850000398,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
6,"[0.2, 0]",None,0,0,0,0,0,11,11,11,,,,,,,,,-0.2611111111111111,-0.1638888888888889,0,0.4541134999890346,55.52801789998193,None,55.52801789998193,56.52859299999545,56.51183279999532,57.51233420000062,None,1,55.52801789998193,None,99,m,99,r,MS,2021_Jun_03_1027,WASABI Nback,2020.2.10,59.75268364431806,
