RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,70,70,70,,,,,,,,,,,812.2187326999847,None,812.2187326999847,813.2187392999185,813.2020877999021,814.2020852999995,None,0,812.2187326999847,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,71,71,71,,,,,,,,,,,814.2187427999452,None,814.2187427999452,815.2187454999657,815.2020893999143,816.2021119999699,None,1,814.2187427999452,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,72,72,72,,,,,,,,,,,816.2187890999485,None,816.2187890999485,817.2187629999826,817.2020782999462,818.2020979999797,None,1,816.2187890999485,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,73,73,73,,,,,,,,,,,818.2187814000063,None,818.2187814000063,819.2187949999934,819.2021182999015,820.2021088999463,None,0,818.2187814000063,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,74,74,74,,,,,,,,,,,820.218795599998,None,820.218795599998,821.218796000001,821.2021432999754,822.2021603999892,None,1,820.218795599998,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,75,75,75,,,,,,,,,,,822.2188068999676,None,822.2188068999676,823.2188124998938,823.2021536999382,824.2021662999177,None,1,822.2188068999676,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,76,76,76,,,,,,,,,,,824.218836999964,None,824.218836999964,825.2188353999518,825.2021744999802,826.2021902999841,None,1,824.218836999964,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,77,77,77,,,,,,,,,,,826.218842000002,None,826.218842000002,827.218837399967,827.2022024999605,828.2021998999408,None,1,826.218842000002,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,78,78,78,,,,,,,,,,,828.2188565999968,None,828.2188565999968,829.2188630999299,829.2021911999909,830.2022186999675,None,1,828.2188565999968,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,79,79,79,,,,,,,,,,,830.2188816999551,None,830.2188816999551,831.2188625999261,831.2022217999911,832.2022240998922,None,1,830.2188816999551,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,80,80,80,,,,,,,,,,,832.2188793999376,None,832.2188793999376,833.2189034000039,833.2022373999935,834.2022529999958,None,0,832.2188793999376,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,81,81,81,,,,,,,,,,,834.2189108999446,None,834.2189108999446,835.2189042998943,835.2022514999844,836.2022523999913,None,1,834.2189108999446,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,82,82,82,,,,,,,,,,,836.2188769999193,None,836.2188769999193,837.218916999991,837.2022610999411,838.2022761999397,None,1,836.2188769999193,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,83,83,83,,,,,,,,,,,838.2189341000048,None,838.2189341000048,839.2189467999851,839.2022733999183,840.202287199907,None,0,838.2189341000048,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,84,84,84,,,,,,,,,,,840.2189449999714,None,840.2189449999714,841.218951699906,841.2023101999657,842.2023112999741,None,1,840.2189449999714,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,85,85,85,,,,,,,,,,,842.2189568999456,None,842.2189568999456,843.2189694999252,843.2023113999749,844.2023332999088,None,1,842.2189568999456,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,86,86,86,,,,,,,,,,,844.2189417999471,None,844.2189417999471,845.2189853999298,845.2023392999545,846.2023387999507,None,1,844.2189417999471,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,87,87,87,,,,,,,,,,,846.2189937999938,None,846.2189937999938,847.2190082999878,847.2023635999067,848.2023624998983,None,1,846.2189937999938,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,88,88,88,,,,,,,,,,,848.2190122999018,None,848.2190122999018,849.2190243999939,849.202385499957,850.2023847999517,None,1,848.2190122999018,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,89,89,89,,,,,,,,,,,850.2190416998928,None,850.2190416998928,851.2190362999681,851.2023910999997,852.2023873999715,None,0,850.2190416998928,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,90,90,90,,,,,,,,,,,852.2190427999012,None,852.2190427999012,853.2190670999698,853.2024021999678,854.2023788999068,None,1,852.2190427999012,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,91,91,91,,,,,,,,,,,854.2190666999668,None,854.2190666999668,855.219078599941,855.2024265999207,856.2024201999884,None,1,854.2190666999668,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,92,92,92,,,,,,,,,,,856.2190915999236,None,856.2190915999236,857.2191450999817,857.2024260999169,858.2024507999886,None,0,856.2190915999236,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,93,93,93,,,,,,,,,,,858.2191112999571,None,858.2191112999571,859.2191208999138,859.2024230998941,860.2024475999642,None,1,858.2191112999571,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,94,94,94,,,,,,,,,,,860.2191232999321,None,860.2191232999321,861.2191293999786,861.202495799982,862.2024815999903,None,1,860.2191232999321,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,95,95,95,,,,,,,,,,,862.219134499901,None,862.219134499901,863.2191355999094,863.2024904999416,864.202510699979,None,1,862.219134499901,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,96,96,96,,,,,,,,,,,864.2191561999498,None,864.2191561999498,865.2191552999429,865.2025484999176,866.2024913999485,None,1,864.2191561999498,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,97,97,97,,,,,,,,,,,866.2191859999439,None,866.2191859999439,867.2191844999325,867.2025233999593,868.2025313999038,None,1,866.2191859999439,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,98,98,98,,,,,,,,,,,868.2191958999028,None,868.2191958999028,869.219193500001,869.2025340999244,870.2025214999449,None,0,868.2191958999028,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,99,99,99,,,,,,,,,,,870.2192063999828,None,870.2192063999828,871.2192073999904,871.2025358999381,872.2025679999497,None,1,870.2192063999828,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,100,100,100,,,,,,,,,,,872.2192195999669,None,872.2192195999669,873.2192503999686,873.2025476999115,874.202583599952,None,1,872.2192195999669,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,101,101,101,,,,,,,,,,,874.2192287999205,None,874.2192287999205,875.2192562998971,875.2025886999909,876.202600199962,None,0,874.2192287999205,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,102,102,102,,,,,,,,,,,876.2192646999611,None,876.2192646999611,877.2192705000052,877.2025781999109,878.2026070998982,None,1,876.2192646999611,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,103,103,103,,,,,,,,,,,878.219272099901,None,878.219272099901,879.2192739999155,879.2026094999164,880.2026351999957,None,1,878.219272099901,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,104,104,104,,,,,,,,,,,880.2192898999201,None,880.2192898999201,881.2192983999848,881.2026376998983,882.2026488999836,None,1,880.2192898999201,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,105,105,105,,,,,,,,,,,882.2193170998944,None,882.2193170998944,883.2193234999431,883.202628799947,884.2026620999677,None,1,882.2193170998944,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,106,106,106,,,,,,,,,,,884.2193324998952,None,884.2193324998952,885.2193356999196,885.202655699919,886.2026551999152,None,1,884.2193324998952,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,107,107,107,,,,,,,,,,,886.2193406999577,None,886.2193406999577,887.2193507999182,887.2026908999542,888.202687599929,None,1,886.2193406999577,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,108,108,108,,,,,,,,,,,888.2193463000003,None,888.2193463000003,889.2193624000065,889.2027031999314,890.2027669999516,None,0,888.2193463000003,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,109,109,109,,,,,,,,,,,890.219383199932,None,890.219383199932,891.2193808999145,891.2027256999863,892.2027347999392,None,1,890.219383199932,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,110,110,110,,,,,,,,,,,892.2193944999017,None,892.2193944999017,893.219405699987,893.2027330999263,894.2027170999208,None,1,892.2193944999017,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,111,111,111,,,,,,,,,,,894.2194015999557,None,894.2194015999557,895.2194063999923,895.202759699896,896.2027622999158,None,0,894.2194015999557,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,112,112,112,,,,,,,,,,,896.2194194999756,None,896.2194194999756,897.2194383000024,897.2027566999895,898.2027293998981,None,1,896.2194194999756,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,113,113,113,,,,,,,,,,,898.2194422999164,None,898.2194422999164,899.2194849998923,899.2027938999236,900.2027809999418,None,1,898.2194422999164,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,114,114,114,,,,,,,,,,,900.2194522999926,None,900.2194522999926,901.2194777999539,901.2027775999159,902.2028066999046,None,1,900.2194522999926,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,115,115,115,,,,,,,,,,,902.2194721999113,None,902.2194721999113,903.2194896999281,903.2028139999602,904.202838899917,None,1,902.2194721999113,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,116,116,116,,,,,,,,,,,904.2195111999754,None,904.2195111999754,905.2194979999913,905.2028302999679,906.2028307999717,None,0,904.2195111999754,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,117,117,117,,,,,,,,,,,906.2195050999289,None,906.2195050999289,907.2195657999255,907.2028595999582,908.2028518998995,None,1,906.2195050999289,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,118,118,118,,,,,,,,,,,908.2195173999062,None,908.2195173999062,909.2195196999237,909.2028736999491,910.2028816998936,None,1,908.2195173999062,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,119,119,119,,,,,,,,,,,910.2195332999108,None,910.2195332999108,911.2195364999352,911.2028899999568,912.2028985999059,None,1,910.2195332999108,None,,3,f,5,l,KB,2021_May_24_1235,WASABI Nback,2020.2.10,59.99915999139439,
