RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.rt,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,632.0495190999936,None,632.0495190999936,633.04953259998,633.0328603999224,634.0328779998235,None,1,,632.0495190999936,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,634.049513899954,None,634.049513899954,635.0495445998386,635.0328895999119,636.0328795998357,None,0,,634.049513899954,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,636.0495579999406,None,636.0495579999406,637.0495593999512,637.0329078999348,638.0329114999622,None,1,,636.0495579999406,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,638.0495740999468,None,638.0495740999468,639.0495751998387,639.0329126999713,640.0329320998862,None,1,,638.0495740999468,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,640.049581799889,None,640.049581799889,641.0495861999225,641.0328116000164,642.0329656000249,None,1,,640.049581799889,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,642.0496007998008,None,642.0496007998008,643.0496114999987,643.0329671998043,644.032967899926,None,1,,642.0496007998008,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,644.0496165999211,None,644.0496165999211,645.0496270998847,645.0329654999077,646.0329863999505,None,1,,644.0496165999211,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,62,62,62,,,,,,,,,,,646.0496236998588,None,646.0496236998588,647.0496492998209,647.0330177999567,648.0329852998257,None,1,,646.0496236998588,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,63,63,63,,,,,,,,,,,648.0496403998695,None,648.0496403998695,649.0496374999639,649.0330165999476,650.033010999905,None,1,,648.0496403998695,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,64,64,64,,,,,,,,,,,650.0496808998287,None,650.0496808998287,651.0496815999504,651.0330123999156,652.0330326999538,None,1,,650.0496808998287,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,65,65,65,,,,,,,,,,,652.049692499917,None,652.049692499917,653.049701699987,653.0330413999036,654.0330366999842,None,0,,652.049692499917,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,66,66,66,,,,,,,,,,,654.0497082998045,None,654.0497082998045,655.0497031998821,655.0330940999556,656.0330334999599,None,1,,654.0497082998045,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,67,67,67,,,,,,,,,,,656.0497198998928,None,656.0497198998928,657.0497266999446,657.0330858000088,658.0330967998598,None,1,,656.0497198998928,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,68,68,68,,,,,,,,,,,658.0497388998047,None,658.0497388998047,659.0497455999721,659.0330942999572,660.0330957998522,None,1,,658.0497388998047,None,1,M,8,R,CIB,2021_May_25_1403,WASABI Nback,2020.2.10,60.00686478171714,
