RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.x,response_2.y,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,319.7429514999967,None,319.7429514999967,320.74365770001896,320.7269038000086,321.7275650000083,0.001388888888888889,-0.004166666666666667,None,1,319.7429514999967,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,321.7442337000102,None,321.7442337000102,322.7448093999992,322.72787309999694,323.7283990000142,0.001388888888888889,-0.004166666666666667,None,1,321.7442337000102,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,323.7450952999934,None,323.7450952999934,324.74501959999907,324.7288253000006,325.7291365000128,0.001388888888888889,-0.004166666666666667,None,0,323.7450952999934,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,325.746035499993,None,325.746035499993,326.7465458000079,326.72967359999893,327.7303560000146,0.001388888888888889,-0.004166666666666667,None,1,325.746035499993,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,327.746956899995,None,327.746956899995,328.74738440001966,328.7305645000015,329.7312206000206,0.001388888888888889,-0.004166666666666667,None,1,327.746956899995,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,329.74773030000506,None,329.74773030000506,330.74793189999764,330.73158839999815,331.73196609999286,0.001388888888888889,-0.004166666666666667,None,0,329.74773030000506,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,331.74889049999183,None,331.74889049999183,332.7492059000069,332.73274390000734,333.73314100000425,0.001388888888888889,-0.004166666666666667,None,1,331.74889049999183,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,333.7499555000104,None,333.7499555000104,334.7501930000144,334.7332244999998,335.73398600000655,0.001388888888888889,-0.004166666666666667,None,1,333.7499555000104,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,335.75060759999906,None,335.75060759999906,336.75118200000725,336.7346084000019,337.73463180000545,0.001388888888888889,-0.004166666666666667,None,1,335.75060759999906,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,337.7515545000206,None,337.7515545000206,338.7522317999974,338.73527070001,339.7362344000139,0.001388888888888889,-0.004166666666666667,None,1,337.7515545000206,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,339.7525709000183,None,339.7525709000183,340.7529303000192,340.73604109999724,341.73682809999445,0.001388888888888889,-0.004166666666666667,None,1,339.7525709000183,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,341.75305140001,None,341.75305140001,342.75381530000595,342.73716079999576,343.7377092000097,0.001388888888888889,-0.004166666666666667,None,1,341.75305140001,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,343.754691500013,None,343.754691500013,344.75497440001345,344.7383759999939,345.73854660001234,0.001388888888888889,-0.004166666666666667,None,0,343.754691500013,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,345.75537210001494,None,345.75537210001494,346.75607430000673,346.7391659000132,None,0.001388888888888889,-0.004166666666666667,None,1,345.75537210001494,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,347.739676600002,None,347.739676600002,348.74002650001785,348.7235123999999,349.7239750000008,0.001388888888888889,-0.004166666666666667,None,1,347.739676600002,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,349.7406056000036,None,349.7406056000036,350.741050200013,350.7242300999933,351.7247835000162,0.001388888888888889,-0.004166666666666667,None,0,349.7406056000036,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,351.74135200001183,None,351.74135200001183,352.74191929999506,352.72536959999707,353.7257946000027,0.001388888888888889,-0.004166666666666667,None,1,351.74135200001183,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,353.7424819000007,None,353.7424819000007,354.7427983999951,354.72635100001935,355.7274628000159,0.001388888888888889,-0.004166666666666667,None,1,353.7424819000007,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,355.74340860001394,None,355.74340860001394,356.7439086000086,356.727000200015,357.72749710001517,0.001388888888888889,-0.004166666666666667,None,1,355.74340860001394,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,357.744457599998,None,357.744457599998,358.7451832999941,358.72811500000535,359.72877630000585,0.001388888888888889,-0.004166666666666667,None,1,357.744457599998,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,359.74550059999456,None,359.74550059999456,360.74563640000997,360.72921510000015,361.7290369000111,0.001388888888888889,-0.004166666666666667,None,1,359.74550059999456,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,361.7462378999917,None,361.7462378999917,362.7468511000043,362.73016669999924,363.73060680000344,0.001388888888888889,-0.004166666666666667,None,0,361.7462378999917,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,363.746753000014,None,363.746753000014,364.7484603000048,364.73082510000677,365.73162800000864,0.001388888888888889,-0.004166666666666667,1,0,363.746753000014,None,1.9514510000008158,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,365.7477286999929,None,365.7477286999929,366.7487183000194,366.7319236000185,367.73292060001404,0.001388888888888889,-0.004166666666666667,None,1,365.7477286999929,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,367.7497728000162,None,367.7497728000162,368.74931430001743,368.73269629999413,369.7332540000207,0.001388888888888889,-0.004166666666666667,None,0,367.7497728000162,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,369.74957320000976,None,369.74957320000976,370.7502858999942,370.7336828999978,371.73414690000936,0.001388888888888889,-0.004166666666666667,None,1,369.74957320000976,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,371.7509743999981,None,371.7509743999981,372.7513459000038,372.734669700003,373.7353171000141,0.001388888888888889,-0.004166666666666667,None,1,371.7509743999981,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,373.75169840001035,None,373.75169840001035,374.75220350001473,374.73551200001384,375.73634790000506,0.001388888888888889,-0.004166666666666667,None,1,373.75169840001035,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,375.7527425000153,None,375.7527425000153,376.753332399996,376.7367085000151,377.7371480000147,0.001388888888888889,-0.004166666666666667,None,1,375.7527425000153,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,377.7538475000183,None,377.7538475000183,378.75408099999186,378.73707440000726,379.7379263000039,0.001388888888888889,-0.004166666666666667,None,1,377.7538475000183,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,38,38,38,,,,,,,,,,,379.7547945000115,None,379.7547945000115,380.7554350999999,380.7384169000143,None,0.001388888888888889,-0.004166666666666667,None,0,379.7547945000115,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,39,39,39,,,,,,,,,,,381.73841130000073,None,381.73841130000073,382.7392641000042,382.7227840000123,383.7236073999957,0.001388888888888889,-0.004166666666666667,None,1,381.73841130000073,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,40,40,40,,,,,,,,,,,383.7398589999939,None,383.7398589999939,384.74020580001525,384.7237770000065,385.72387370001525,0.001388888888888889,-0.004166666666666667,None,1,383.7398589999939,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,41,41,41,,,,,,,,,,,385.7406714000099,None,385.7406714000099,386.74115740001434,386.72419530001935,387.7251452000055,0.001388888888888889,-0.004166666666666667,None,0,385.7406714000099,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,42,42,42,,,,,,,,,,,387.74133489999804,None,387.74133489999804,388.742075200018,388.7255323000136,389.7260644000198,0.001388888888888889,-0.004166666666666667,None,1,387.74133489999804,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,43,43,43,,,,,,,,,,,389.7427270000044,None,389.7427270000044,390.74326570000267,390.72658930000034,391.72684780001873,0.001388888888888889,-0.004166666666666667,None,1,389.7427270000044,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,44,44,44,,,,,,,,,,,391.7437287000066,None,391.7437287000066,392.7440513000183,392.7273446000181,393.7278869000147,-0.002777777777777778,-0.004166666666666667,None,1,391.7437287000066,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,45,45,45,,,,,,,,,,,393.7447575000115,None,393.7447575000115,394.7450743000081,394.72834400000283,395.7282983000041,-0.002777777777777778,-0.004166666666666667,None,1,393.7447575000115,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,46,46,46,,,,,,,,,,,395.74560520000523,None,395.74560520000523,396.745499200013,396.72932320000837,397.7293298000004,-0.002777777777777778,-0.004166666666666667,None,1,395.74560520000523,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,47,47,47,,,,,,,,,,,397.7463274000038,None,397.7463274000038,398.7466679000063,398.73026420001406,399.7306246999942,-0.002777777777777778,-0.004166666666666667,None,1,397.7463274000038,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,399.74717770001735,None,399.74717770001735,400.74866460001795,400.7310974000138,401.73164480002015,-0.002777777777777778,-0.004166666666666667,None,0,399.74717770001735,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,49,49,49,,,,,,,,,,,401.7484323999961,None,401.7484323999961,402.74878799999715,402.7320449000108,403.7319858999981,-0.002777777777777778,-0.004166666666666667,None,1,401.7484323999961,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,50,50,50,,,,,,,,,,,403.74906510001165,None,403.74906510001165,404.7497433999961,404.7328213000146,405.73352239999804,-0.002777777777777778,-0.004166666666666667,None,1,403.74906510001165,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,405.7499766999972,None,405.7499766999972,406.75058019999415,406.7337475999957,407.7347191000008,-0.002777777777777778,-0.004166666666666667,None,0,405.7499766999972,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,52,52,52,,,,,,,,,,,407.75116730001173,None,407.75116730001173,408.75126630000887,408.735156300012,409.73502920000465,-0.002777777777777778,-0.004166666666666667,None,1,407.75116730001173,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,53,53,53,,,,,,,,,,,409.7519508000114,None,409.7519508000114,410.75203110001166,410.7359149999975,411.73638149999897,-0.002777777777777778,-0.004166666666666667,None,1,409.7519508000114,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,54,54,54,,,,,,,,,,,411.753070900013,None,411.753070900013,412.75395189999836,412.73677280000993,413.73733649999485,-0.002777777777777778,-0.004166666666666667,None,1,411.753070900013,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,413.7539663000207,None,413.7539663000207,414.7542836999928,414.73729310001363,415.7382971000043,-0.002777777777777778,-0.004166666666666667,None,1,413.7539663000207,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,415.755078599992,None,415.755078599992,416.7553711000073,416.7384577000048,None,-0.002777777777777778,-0.004166666666666667,None,0,415.755078599992,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,417.7390052000119,None,417.7390052000119,418.73991140001453,418.7228136000049,419.7232167000184,-0.002777777777777778,-0.004166666666666667,None,1,417.7390052000119,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,419.7400809999963,None,419.7400809999963,420.74021560000256,420.72372830001405,421.72457330001635,-0.002777777777777778,-0.004166666666666667,None,1,419.7400809999963,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,421.74100239999825,None,421.74100239999825,422.7414837999968,422.72445370000787,423.72528169999714,-0.002777777777777778,-0.004166666666666667,None,1,421.74100239999825,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,423.7420313000039,None,423.7420313000039,424.7423916000116,424.7256636999955,425.7263019999955,-0.002777777777777778,-0.004166666666666667,None,1,423.7420313000039,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,425.74275500001386,None,425.74275500001386,426.74370170000475,426.7266046000004,427.7271754000103,-0.05277777777777778,-0.025,None,1,425.74275500001386,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,62,62,62,,,,,,,,,,,427.7436571000144,None,427.7436571000144,428.7449634000077,428.7275387000118,429.7281634999963,-0.05277777777777778,-0.025,None,1,427.7436571000144,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,63,63,63,,,,,,,,,,,429.7446947999997,None,429.7446947999997,430.7451543000061,430.7283953000151,431.7289061000047,-0.05277777777777778,-0.025,None,1,429.7446947999997,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,64,64,64,,,,,,,,,,,431.7457524999918,None,431.7457524999918,432.7456225999922,432.7294901999994,433.7298827000195,-0.05277777777777778,-0.025,1,0,431.7457524999918,None,1.8892527999996673,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,65,65,65,,,,,,,,,,,433.7465817000193,None,433.7465817000193,434.74704620000557,434.73011490001227,435.73179869999876,-0.05277777777777778,-0.025,None,0,433.7465817000193,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,66,66,66,,,,,,,,,,,435.74747780000325,None,435.74747780000325,436.74811509999563,436.7315451000177,437.7317010000115,-0.05277777777777778,-0.025,None,1,435.74747780000325,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,67,67,67,,,,,,,,,,,437.7486292000103,None,437.7486292000103,438.74858489999315,438.7322847000032,439.7328710000147,-0.05277777777777778,-0.025,None,1,437.7486292000103,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,68,68,68,,,,,,,,,,,439.7493962000008,None,439.7493962000008,440.74981460001436,440.73315549999825,441.7336185000022,-0.05555555555555555,-0.03194444444444444,None,1,439.7493962000008,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,69,69,69,,,,,,,,,,,441.7504556000058,None,441.7504556000058,442.75085370001034,442.7340027000173,443.7346197000006,-0.05694444444444444,-0.03333333333333333,None,1,441.7504556000058,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,70,70,70,,,,,,,,,,,443.751010100008,None,443.751010100008,444.75170150000486,444.73497180000413,445.73555340000894,-0.058333333333333334,-0.03333333333333333,None,0,443.751010100008,None,,99,m,99,r,MS,2021_Jun_03_1005,WASABI Nback,2020.2.10,59.997756073821215,
